entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	LSSP	ACTC	NSSP
LK-7118130	395.0	4.0	400.0	499.0	190.0	179.0	23.0	2.0	1.0	1.0
LK-8118165	395.0	6.0	401.0	461.0	237.0	145.0	6.0	4.0	2.0	1.0
LK-4133195	395.0	19.0	414.0	1026.0	101.0	90.0	5.0	7.0	187.0	5.0
LK-2312010	394.0	5.0	399.0	480.0	274.0	103.0	11.0	4.0	2.0	1.0
LK-1215430	394.0	3.0	396.0	473.0	202.0	176.0	14.0	2.0	0.0	0.0
LK-1227700	394.0	3.0	397.0	469.0	158.0	220.0	13.0	2.0	0.0	0.0
LK-1306270	394.0	5.0	398.0	469.0	192.0	184.0	11.0	5.0	0.0	1.0
LK-5212035	394.0	4.0	398.0	480.0	216.0	153.0	23.0	2.0	1.0	1.0
LK-1209090	394.0	3.0	397.0	472.0	199.0	180.0	12.0	2.0	0.0	1.0
LK-6230160	394.0	4.0	398.0	485.0	239.0	139.0	12.0	2.0	1.0	0.0
LK-5242040	394.0	6.0	400.0	528.0	186.0	138.0	20.0	2.0	46.0	1.0
LK-5248095	394.0	6.0	400.0	528.0	186.0	138.0	20.0	2.0	46.0	1.0
LK-6172065	394.0	3.0	397.0	456.0	229.0	152.0	10.0	2.0	0.0	0.0
LK-3103135	394.0	6.0	399.0	481.0	194.0	179.0	17.0	2.0	0.0	1.0
LK-9145135	394.0	3.0	397.0	454.0	221.0	158.0	12.0	3.0	1.0	1.0
LK-3154115	394.0	3.0	398.0	501.0	170.0	202.0	20.0	2.0	0.0	1.0
LK-6209005	394.0	4.0	398.0	494.0	189.0	180.0	22.0	2.0	0.0	1.0
LK-9206140	394.0	3.0	397.0	479.0	236.0	136.0	19.0	2.0	0.0	1.0
LK-6145005	394.0	4.0	398.0	452.0	224.0	156.0	11.0	2.0	0.0	0.0
LK-6148110	394.0	4.0	398.0	453.0	225.0	157.0	11.0	2.0	0.0	0.0
LK-2127155	394.0	4.0	398.0	469.0	232.0	146.0	13.0	2.0	1.0	1.0
LK-7203040	394.0	4.0	398.0	467.0	205.0	149.0	37.0	2.0	0.0	1.0
LK-7203215	394.0	4.0	397.0	467.0	205.0	148.0	37.0	2.0	0.0	1.0
LK-8206020	394.0	6.0	400.0	467.0	219.0	154.0	15.0	4.0	1.0	1.0
LK-2121165	394.0	5.0	399.0	444.0	213.0	171.0	6.0	2.0	1.0	1.0
LK-9133140	394.0	3.0	398.0	459.0	192.0	190.0	9.0	2.0	0.0	1.0
LK-8124140	394.0	5.0	400.0	468.0	217.0	157.0	15.0	3.0	1.0	1.0
LK-8119070	394.0	6.0	401.0	461.0	236.0	145.0	6.0	4.0	2.0	1.0
LK-8112005	394.0	5.0	399.0	456.0	204.0	180.0	4.0	4.0	1.0	1.0
LK-1224110	393.0	3.0	397.0	484.0	186.0	191.0	13.0	2.0	0.0	1.0
LK-1212610	393.0	3.0	396.0	479.0	205.0	163.0	22.0	2.0	0.0	0.0
LK-1230030	393.0	4.0	397.0	464.0	186.0	193.0	12.0	2.0	0.0	0.0
LK-1318060	393.0	5.0	398.0	469.0	192.0	184.0	11.0	5.0	0.0	1.0
LK-3312080	393.0	4.0	396.0	502.0	185.0	149.0	56.0	2.0	0.0	0.0
LK-2203110	393.0	3.0	396.0	457.0	207.0	164.0	19.0	2.0	0.0	0.0
LK-1327025	393.0	6.0	398.0	480.0	190.0	180.0	17.0	4.0	1.0	1.0
LK-6184060	393.0	3.0	396.0	458.0	225.0	151.0	15.0	2.0	0.0	1.0
LK-6124100	393.0	2.0	396.0	456.0	214.0	160.0	17.0	2.0	0.0	1.0
LK-3118130	393.0	5.0	398.0	460.0	219.0	158.0	13.0	2.0	0.0	1.0
LK-6178390	393.0	3.0	395.0	459.0	205.0	169.0	16.0	2.0	0.0	0.0
LK-9218160	393.0	4.0	398.0	468.0	219.0	153.0	18.0	4.0	0.0	0.0
LK-6130260	393.0	5.0	398.0	479.0	242.0	135.0	13.0	2.0	0.0	0.0
LK-3233115	393.0	4.0	396.0	494.0	177.0	184.0	28.0	2.0	1.0	1.0
LK-3327055	393.0	3.0	397.0	486.0	182.0	157.0	51.0	2.0	1.0	1.0
LK-6175065	393.0	2.0	395.0	452.0	209.0	176.0	7.0	1.0	0.0	0.0
LK-6139145	393.0	3.0	396.0	457.0	222.0	157.0	11.0	2.0	0.0	0.0
LK-3206005	393.0	4.0	397.0	457.0	206.0	166.0	17.0	2.0	1.0	1.0
LK-6242160	393.0	3.0	397.0	478.0	225.0	157.0	10.0	1.0	0.0	0.0
LK-3139225	393.0	4.0	397.0	533.0	246.0	119.0	24.0	3.0	1.0	1.0
LK-9215250	393.0	5.0	398.0	474.0	206.0	166.0	16.0	4.0	0.0	1.0
LK-2139150	393.0	3.0	395.0	463.0	251.0	130.0	9.0	2.0	0.0	1.0
LK-2139320	393.0	3.0	396.0	464.0	252.0	130.0	9.0	2.0	0.0	1.0
LK-8215125	393.0	6.0	399.0	466.0	188.0	180.0	19.0	4.0	1.0	1.0
LK-6163225	393.0	4.0	397.0	463.0	196.0	161.0	34.0	1.0	1.0	1.0
LK-2112205	393.0	4.0	397.0	472.0	249.0	133.0	8.0	2.0	0.0	1.0
LK-5324085	393.0	5.0	398.0	502.0	181.0	149.0	40.0	2.0	19.0	1.0
LK-5236020	393.0	5.0	398.0	496.0	263.0	93.0	17.0	3.0	17.0	1.0
LK-8124045	393.0	5.0	398.0	466.0	216.0	156.0	15.0	3.0	1.0	1.0
LK-4130195	393.0	23.0	417.0	866.0	71.0	119.0	4.0	8.0	189.0	2.0
LK-2312140	392.0	5.0	398.0	478.0	273.0	102.0	10.0	3.0	2.0	1.0
LK-1212605	392.0	3.0	396.0	478.0	205.0	163.0	22.0	2.0	0.0	0.0
LK-1215095	392.0	3.0	395.0	471.0	201.0	175.0	13.0	2.0	0.0	0.0
LK-1303015	392.0	5.0	397.0	486.0	192.0	172.0	14.0	13.0	0.0	1.0
LK-1233020	392.0	3.0	395.0	478.0	188.0	186.0	14.0	2.0	0.0	1.0
LK-5215070	392.0	4.0	396.0	479.0	215.0	152.0	22.0	2.0	1.0	1.0
LK-1324335	392.0	4.0	396.0	478.0	207.0	166.0	13.0	5.0	0.0	0.0
LK-1336150	392.0	7.0	399.0	483.0	197.0	162.0	16.0	16.0	1.0	1.0
LK-1327205	392.0	6.0	398.0	479.0	190.0	179.0	17.0	4.0	1.0	1.0
LK-3115060	392.0	5.0	397.0	458.0	218.0	158.0	13.0	2.0	0.0	1.0
LK-3112160	392.0	6.0	397.0	478.0	193.0	178.0	17.0	2.0	0.0	1.0
LK-7163055	392.0	4.0	396.0	470.0	193.0	176.0	21.0	2.0	0.0	1.0
LK-6130310	392.0	5.0	396.0	477.0	241.0	134.0	13.0	2.0	0.0	0.0
LK-3330185	392.0	3.0	395.0	484.0	181.0	156.0	51.0	2.0	1.0	1.0
LK-6149025	392.0	6.0	398.0	466.0	218.0	162.0	9.0	1.0	0.0	1.0
LK-2136380	392.0	3.0	396.0	463.0	207.0	174.0	10.0	1.0	0.0	0.0
LK-6154165	392.0	3.0	395.0	500.0	232.0	145.0	13.0	2.0	0.0	1.0
LK-8218205	392.0	6.0	398.0	465.0	188.0	179.0	19.0	4.0	1.0	1.0
LK-2145125	392.0	5.0	397.0	460.0	240.0	145.0	5.0	2.0	1.0	0.0
LK-7115040	392.0	4.0	397.0	495.0	189.0	178.0	22.0	2.0	1.0	1.0
LK-5225080	392.0	6.0	398.0	514.0	251.0	112.0	12.0	2.0	13.0	2.0
LK-4115105	392.0	21.0	413.0	1004.0	73.0	185.0	7.0	6.0	118.0	4.0
LK-2315290	391.0	5.0	397.0	477.0	272.0	102.0	10.0	3.0	2.0	1.0
LK-1215215	391.0	3.0	394.0	470.0	201.0	175.0	13.0	2.0	0.0	0.0
LK-1115195	391.0	4.0	395.0	468.0	199.0	176.0	13.0	2.0	1.0	2.0
LK-1118050	391.0	4.0	395.0	468.0	199.0	176.0	13.0	2.0	1.0	2.0
LK-2203065	391.0	3.0	394.0	455.0	206.0	164.0	19.0	2.0	0.0	0.0
LK-1206315	391.0	3.0	395.0	470.0	206.0	171.0	11.0	3.0	0.0	1.0
LK-3127325	391.0	4.0	396.0	476.0	180.0	191.0	16.0	3.0	1.0	1.0
LK-9218075	391.0	4.0	395.0	465.0	217.0	152.0	18.0	3.0	0.0	0.0
LK-3112110	391.0	6.0	397.0	478.0	193.0	178.0	17.0	2.0	0.0	1.0
LK-6109010	391.0	3.0	394.0	450.0	197.0	176.0	16.0	1.0	0.0	0.0
LK-3236145	391.0	4.0	395.0	492.0	176.0	184.0	28.0	2.0	1.0	1.0
LK-9118165	391.0	3.0	394.0	447.0	198.0	178.0	12.0	2.0	1.0	0.0
LK-2136250	391.0	3.0	394.0	461.0	206.0	174.0	10.0	1.0	0.0	0.0
LK-6148075	391.0	4.0	395.0	450.0	223.0	155.0	11.0	2.0	0.0	0.0
LK-9212030	391.0	5.0	395.0	480.0	215.0	155.0	16.0	4.0	0.0	1.0
LK-2139565	391.0	3.0	393.0	461.0	250.0	129.0	9.0	2.0	0.0	1.0
LK-7212270	391.0	5.0	395.0	486.0	227.0	135.0	24.0	1.0	2.0	1.0
LK-6163230	391.0	4.0	395.0	460.0	195.0	160.0	34.0	1.0	1.0	1.0
LK-2112010	391.0	4.0	395.0	469.0	248.0	132.0	7.0	2.0	0.0	1.0
LK-9203200	391.0	4.0	395.0	474.0	218.0	150.0	20.0	2.0	0.0	0.0
LK-7115110	391.0	4.0	395.0	493.0	188.0	177.0	22.0	2.0	1.0	1.0
LK-5225015	391.0	6.0	397.0	513.0	251.0	112.0	12.0	2.0	13.0	2.0
LK-8124035	391.0	5.0	396.0	464.0	215.0	155.0	15.0	3.0	1.0	1.0
LK-4124065	391.0	15.0	406.0	882.0	81.0	161.0	5.0	5.0	136.0	4.0
LK-2315030	390.0	5.0	395.0	474.0	271.0	102.0	10.0	3.0	2.0	1.0
LK-1215445	390.0	3.0	392.0	469.0	200.0	174.0	13.0	2.0	0.0	0.0
LK-1227370	390.0	3.0	393.0	465.0	156.0	218.0	13.0	2.0	0.0	0.0
LK-1230145	390.0	4.0	394.0	461.0	185.0	191.0	12.0	2.0	0.0	0.0
LK-3306020	390.0	4.0	394.0	499.0	184.0	148.0	55.0	2.0	0.0	0.0
LK-1324030	390.0	4.0	394.0	475.0	206.0	165.0	13.0	4.0	0.0	0.0
LK-1310045	390.0	3.0	394.0	456.0	201.0	175.0	10.0	3.0	0.0	1.0
LK-1206060	390.0	3.0	394.0	469.0	205.0	171.0	11.0	3.0	0.0	1.0
LK-3239165	390.0	4.0	394.0	490.0	196.0	174.0	18.0	2.0	1.0	1.0
LK-6169140	390.0	3.0	393.0	451.0	227.0	151.0	10.0	2.0	0.0	0.0
LK-6172105	390.0	3.0	393.0	451.0	227.0	151.0	10.0	2.0	0.0	0.0
LK-6172210	390.0	3.0	393.0	452.0	227.0	151.0	10.0	2.0	0.0	0.0
LK-6245020	390.0	2.0	392.0	465.0	235.0	141.0	11.0	1.0	0.0	0.0
LK-3330340	390.0	3.0	394.0	482.0	180.0	156.0	51.0	2.0	1.0	1.0
LK-3330355	390.0	3.0	393.0	481.0	180.0	155.0	51.0	2.0	1.0	1.0
LK-1312115	390.0	5.0	395.0	463.0	194.0	181.0	9.0	5.0	1.0	1.0
LK-6224085	390.0	4.0	394.0	490.0	188.0	178.0	21.0	2.0	0.0	1.0
LK-6145060	390.0	4.0	394.0	448.0	222.0	155.0	11.0	2.0	0.0	0.0
LK-5324065	390.0	5.0	395.0	498.0	179.0	148.0	40.0	2.0	19.0	1.0
LK-7203060	390.0	4.0	393.0	462.0	203.0	147.0	36.0	2.0	0.0	1.0
LK-5327205	390.0	7.0	397.0	509.0	183.0	162.0	6.0	3.0	35.0	1.0
LK-8127185	390.0	5.0	394.0	452.0	236.0	124.0	25.0	3.0	1.0	1.0
LK-2315205	389.0	5.0	394.0	474.0	271.0	102.0	10.0	3.0	2.0	1.0
LK-1215175	389.0	3.0	392.0	468.0	200.0	174.0	13.0	2.0	0.0	0.0
LK-1230235	389.0	4.0	393.0	459.0	184.0	191.0	12.0	2.0	0.0	0.0
LK-1306140	389.0	4.0	394.0	464.0	190.0	182.0	11.0	5.0	0.0	1.0
LK-1118070	389.0	4.0	393.0	466.0	198.0	175.0	13.0	2.0	1.0	2.0
LK-9112140	389.0	4.0	393.0	469.0	187.0	192.0	7.0	2.0	0.0	1.0
LK-5233130	389.0	6.0	395.0	521.0	184.0	136.0	20.0	2.0	45.0	1.0
LK-3112255	389.0	6.0	395.0	476.0	192.0	177.0	17.0	2.0	0.0	1.0
LK-9103020	389.0	7.0	396.0	462.0	194.0	161.0	7.0	2.0	0.0	24.0
LK-9151085	389.0	4.0	393.0	495.0	201.0	150.0	34.0	3.0	0.0	1.0
LK-9118110	389.0	3.0	392.0	445.0	197.0	177.0	12.0	2.0	1.0	0.0
LK-9145080	389.0	3.0	391.0	447.0	218.0	156.0	12.0	3.0	1.0	0.0
LK-6212080	389.0	4.0	393.0	488.0	187.0	178.0	21.0	2.0	0.0	1.0
LK-6157015	389.0	3.0	392.0	496.0	230.0	144.0	13.0	2.0	0.0	1.0
LK-7212235	389.0	5.0	394.0	484.0	226.0	135.0	24.0	1.0	2.0	1.0
LK-6203050	389.0	4.0	393.0	521.0	274.0	96.0	8.0	3.0	7.0	1.0
LK-7203100	389.0	4.0	392.0	461.0	203.0	147.0	36.0	2.0	0.0	1.0
LK-8130055	389.0	6.0	394.0	456.0	236.0	127.0	22.0	3.0	1.0	0.0
LK-8106005	389.0	4.0	392.0	447.0	284.0	94.0	6.0	3.0	0.0	0.0
LK-4127155	389.0	15.0	404.0	877.0	80.0	160.0	5.0	5.0	135.0	4.0
LK-1233405	388.0	3.0	391.0	473.0	186.0	184.0	14.0	2.0	0.0	0.0
LK-1324345	388.0	4.0	392.0	473.0	206.0	164.0	13.0	4.0	0.0	0.0
LK-1118135	388.0	4.0	392.0	465.0	198.0	174.0	13.0	2.0	1.0	2.0
LK-1206220	388.0	3.0	392.0	467.0	204.0	170.0	10.0	3.0	0.0	1.0
LK-5248030	388.0	6.0	394.0	521.0	184.0	136.0	20.0	2.0	45.0	1.0
LK-3121010	388.0	5.0	393.0	453.0	216.0	156.0	13.0	2.0	0.0	1.0
LK-6178070	388.0	3.0	391.0	454.0	203.0	167.0	16.0	2.0	0.0	0.0
LK-6103085	388.0	3.0	391.0	447.0	195.0	175.0	16.0	1.0	0.0	0.0
LK-3245075	388.0	4.0	391.0	482.0	192.0	151.0	41.0	2.0	0.0	0.0
LK-3245195	388.0	4.0	392.0	483.0	193.0	151.0	42.0	2.0	0.0	0.0
LK-3324060	388.0	4.0	392.0	496.0	163.0	169.0	51.0	2.0	1.0	1.0
LK-9121070	388.0	3.0	390.0	446.0	217.0	156.0	12.0	3.0	1.0	0.0
LK-3151085	388.0	3.0	391.0	493.0	167.0	199.0	20.0	2.0	0.0	1.0
LK-1315015	388.0	5.0	394.0	461.0	193.0	180.0	9.0	5.0	1.0	1.0
LK-3145055	388.0	4.0	392.0	475.0	188.0	182.0	14.0	2.0	0.0	1.0
LK-2233160	388.0	4.0	392.0	458.0	241.0	124.0	19.0	2.0	1.0	1.0
LK-9206270	388.0	3.0	390.0	472.0	233.0	133.0	19.0	2.0	0.0	0.0
LK-2136355	388.0	3.0	391.0	457.0	204.0	172.0	9.0	1.0	0.0	0.0
LK-6145210	388.0	4.0	392.0	447.0	221.0	154.0	11.0	2.0	0.0	0.0
LK-9212235	388.0	5.0	393.0	477.0	213.0	154.0	16.0	4.0	0.0	1.0
LK-7212010	388.0	5.0	392.0	482.0	226.0	134.0	24.0	1.0	2.0	1.0
LK-8130160	388.0	6.0	393.0	455.0	235.0	127.0	22.0	3.0	1.0	0.0
LK-8203085	388.0	6.0	393.0	460.0	215.0	151.0	15.0	4.0	1.0	1.0
LK-8106080	388.0	4.0	392.0	446.0	284.0	94.0	6.0	3.0	0.0	0.0
LK-4115080	388.0	21.0	409.0	993.0	72.0	183.0	7.0	6.0	117.0	4.0
LK-1215055	387.0	3.0	389.0	465.0	198.0	173.0	13.0	2.0	0.0	0.0
LK-1230395	387.0	4.0	391.0	457.0	183.0	190.0	12.0	2.0	0.0	0.0
LK-1230435	387.0	4.0	391.0	457.0	183.0	190.0	12.0	2.0	0.0	0.0
LK-1309290	387.0	3.0	391.0	452.0	199.0	173.0	10.0	3.0	0.0	1.0
LK-6181255	387.0	3.0	390.0	452.0	221.0	149.0	15.0	2.0	0.0	1.0
LK-3148150	387.0	4.0	391.0	470.0	178.0	189.0	16.0	3.0	1.0	1.0
LK-3145225	387.0	4.0	391.0	473.0	188.0	182.0	14.0	2.0	0.0	1.0
LK-6242100	387.0	3.0	390.0	470.0	221.0	154.0	10.0	1.0	0.0	0.0
LK-2151015	387.0	4.0	391.0	465.0	241.0	133.0	9.0	3.0	1.0	1.0
LK-6148085	387.0	4.0	390.0	444.0	220.0	154.0	11.0	2.0	0.0	0.0
LK-6163515	387.0	4.0	391.0	456.0	193.0	159.0	33.0	1.0	1.0	1.0
LK-7209090	387.0	3.0	390.0	478.0	225.0	130.0	30.0	2.0	0.0	0.0
LK-2127220	387.0	4.0	391.0	460.0	227.0	144.0	13.0	2.0	1.0	1.0
LK-9233100	387.0	7.0	393.0	467.0	222.0	138.0	16.0	9.0	1.0	1.0
LK-2145255	387.0	5.0	392.0	453.0	236.0	143.0	5.0	2.0	1.0	0.0
LK-5225005	387.0	6.0	393.0	508.0	248.0	111.0	12.0	2.0	13.0	2.0
LK-9130070	387.0	3.0	390.0	450.0	189.0	186.0	9.0	2.0	0.0	1.0
LK-9133045	387.0	3.0	390.0	450.0	189.0	186.0	9.0	2.0	0.0	1.0
LK-2124390	387.0	4.0	391.0	45.0	190.0	183.0	12.0	1.0	1.0	0.0
LK-2312060	386.0	5.0	391.0	471.0	269.0	101.0	10.0	3.0	2.0	1.0
LK-3306120	386.0	4.0	390.0	494.0	182.0	147.0	55.0	2.0	0.0	0.0
LK-1115230	386.0	4.0	390.0	462.0	197.0	173.0	12.0	2.0	1.0	2.0
LK-1333135	386.0	7.0	393.0	476.0	194.0	159.0	15.0	16.0	1.0	1.0
LK-3315105	386.0	3.0	389.0	455.0	180.0	134.0	70.0	1.0	0.0	1.0
LK-3315275	386.0	3.0	389.0	456.0	180.0	134.0	70.0	1.0	0.0	1.0
LK-5239050	386.0	6.0	392.0	518.0	183.0	135.0	20.0	2.0	45.0	1.0
LK-6169045	386.0	3.0	389.0	447.0	224.0	149.0	10.0	2.0	0.0	0.0
LK-6178285	386.0	3.0	389.0	451.0	202.0	166.0	16.0	2.0	0.0	0.0
LK-3330320	386.0	3.0	389.0	477.0	179.0	154.0	51.0	2.0	1.0	1.0
LK-3321090	386.0	4.0	390.0	493.0	163.0	168.0	51.0	2.0	1.0	1.0
LK-3151060	386.0	3.0	389.0	491.0	166.0	198.0	20.0	2.0	0.0	1.0
LK-6212025	386.0	4.0	390.0	484.0	185.0	176.0	21.0	2.0	0.0	1.0
LK-2230120	386.0	4.0	390.0	455.0	239.0	123.0	19.0	2.0	1.0	1.0
LK-6154120	386.0	3.0	389.0	492.0	228.0	143.0	13.0	2.0	0.0	1.0
LK-6145227	386.0	4.0	390.0	444.0	220.0	153.0	11.0	2.0	0.0	0.0
LK-6163020	386.0	4.0	390.0	454.0	192.0	158.0	33.0	1.0	1.0	1.0
LK-2306165	386.0	4.0	390.0	447.0	232.0	139.0	11.0	2.0	1.0	1.0
LK-5327180	386.0	7.0	392.0	503.0	181.0	160.0	6.0	3.0	34.0	1.0
LK-2109020	385.0	3.0	389.0	453.0	237.0	128.0	19.0	1.0	0.0	0.0
LK-1212510	385.0	3.0	389.0	469.0	201.0	160.0	21.0	2.0	0.0	0.0
LK-1215355	385.0	3.0	388.0	463.0	198.0	172.0	13.0	2.0	0.0	0.0
LK-3309145	385.0	4.0	389.0	493.0	182.0	146.0	55.0	2.0	0.0	0.0
LK-1112335	385.0	4.0	389.0	491.0	199.0	165.0	15.0	4.0	0.0	1.0
LK-2203155	385.0	3.0	388.0	448.0	202.0	161.0	19.0	2.0	0.0	0.0
LK-1336090	385.0	7.0	392.0	474.0	194.0	159.0	15.0	16.0	1.0	1.0
LK-3218085	385.0	3.0	388.0	458.0	189.0	156.0	37.0	2.0	1.0	1.0
LK-5245055	385.0	6.0	391.0	517.0	182.0	135.0	20.0	2.0	45.0	1.0
LK-6106055	385.0	3.0	388.0	443.0	194.0	174.0	16.0	1.0	0.0	0.0
LK-3233030	385.0	4.0	389.0	484.0	173.0	181.0	28.0	2.0	1.0	1.0
LK-3233070	385.0	4.0	389.0	485.0	174.0	181.0	28.0	2.0	1.0	1.0
LK-3321175	385.0	4.0	389.0	492.0	162.0	168.0	51.0	2.0	1.0	1.0
LK-3324085	385.0	4.0	389.0	492.0	162.0	168.0	51.0	2.0	1.0	1.0
LK-6175015	385.0	2.0	387.0	442.0	205.0	172.0	6.0	1.0	0.0	0.0
LK-6121150	385.0	3.0	388.0	447.0	218.0	153.0	11.0	2.0	0.0	0.0
LK-3145115	385.0	4.0	389.0	471.0	187.0	181.0	14.0	2.0	0.0	1.0
LK-6160255	385.0	4.0	389.0	454.0	217.0	150.0	15.0	2.0	0.0	1.0
LK-6187025	385.0	6.0	391.0	459.0	215.0	159.0	9.0	1.0	0.0	1.0
LK-2136375	385.0	3.0	389.0	455.0	203.0	171.0	9.0	1.0	0.0	0.0
LK-8224025	385.0	6.0	391.0	507.0	175.0	163.0	44.0	2.0	0.0	1.0
LK-8212225	385.0	6.0	391.0	457.0	184.0	176.0	19.0	4.0	1.0	1.0
LK-7209015	385.0	3.0	389.0	476.0	224.0	130.0	30.0	2.0	0.0	0.0
LK-7209060	385.0	3.0	388.0	475.0	223.0	129.0	30.0	2.0	0.0	0.0
LK-5321105	385.0	5.0	390.0	492.0	177.0	146.0	40.0	2.0	19.0	1.0
LK-2306020	385.0	4.0	389.0	446.0	231.0	139.0	11.0	2.0	1.0	1.0
LK-6215010	385.0	4.0	389.0	516.0	271.0	95.0	8.0	3.0	7.0	1.0
LK-5118240	385.0	9.0	395.0	525.0	82.0	40.0	5.0	6.0	251.0	3.0
LK-3130030	385.0	4.0	390.0	482.0	199.0	148.0	35.0	2.0	1.0	0.0
LK-7115065	385.0	4.0	389.0	486.0	185.0	174.0	22.0	2.0	1.0	1.0
LK-8103085	385.0	4.0	389.0	442.0	282.0	93.0	6.0	3.0	0.0	0.0
LK-8127135	385.0	4.0	390.0	447.0	233.0	123.0	25.0	3.0	1.0	1.0
LK-9130105	385.0	3.0	389.0	448.0	188.0	186.0	9.0	2.0	0.0	1.0
LK-9133165	385.0	3.0	388.0	448.0	188.0	186.0	9.0	2.0	0.0	1.0
LK-8124185	385.0	5.0	391.0	457.0	212.0	153.0	15.0	3.0	1.0	1.0
LK-8112060	385.0	5.0	389.0	446.0	199.0	176.0	4.0	4.0	1.0	1.0
LK-2109065	384.0	3.0	387.0	452.0	236.0	127.0	18.0	1.0	0.0	0.0
LK-1324310	384.0	4.0	388.0	469.0	203.0	163.0	13.0	4.0	0.0	0.0
LK-1206070	384.0	3.0	387.0	461.0	202.0	168.0	10.0	3.0	0.0	1.0
LK-5233050	384.0	6.0	390.0	515.0	182.0	135.0	20.0	2.0	45.0	1.0
LK-6169215	384.0	3.0	387.0	445.0	224.0	149.0	10.0	2.0	0.0	0.0
LK-6178210	384.0	3.0	386.0	448.0	201.0	165.0	16.0	2.0	0.0	0.0
LK-6130030	384.0	5.0	389.0	468.0	237.0	132.0	13.0	2.0	0.0	0.0
LK-3321250	384.0	4.0	388.0	491.0	162.0	167.0	51.0	2.0	1.0	1.0
LK-3154290	384.0	3.0	387.0	488.0	165.0	197.0	19.0	2.0	0.0	1.0
LK-1312075	384.0	5.0	390.0	457.0	191.0	179.0	9.0	5.0	1.0	1.0
LK-6139165	384.0	3.0	387.0	446.0	217.0	153.0	11.0	2.0	0.0	0.0
LK-6149130	384.0	6.0	390.0	457.0	214.0	159.0	9.0	1.0	0.0	1.0
LK-2154115	384.0	4.0	388.0	462.0	239.0	132.0	9.0	3.0	1.0	1.0
LK-9227085	384.0	8.0	392.0	460.0	230.0	126.0	9.0	18.0	1.0	1.0
LK-7139050	384.0	3.0	386.0	456.0	203.0	162.0	16.0	2.0	0.0	0.0
LK-7215225	384.0	5.0	388.0	477.0	223.0	133.0	23.0	1.0	2.0	1.0
LK-9230120	384.0	7.0	390.0	463.0	220.0	137.0	16.0	9.0	1.0	1.0
LK-7115035	384.0	4.0	388.0	484.0	184.0	174.0	22.0	2.0	1.0	1.0
LK-2134035	384.0	3.0	387.0	447.0	221.0	148.0	14.0	1.0	0.0	0.0
LK-7154135	384.0	3.0	387.0	442.0	208.0	165.0	10.0	1.0	0.0	0.0
LK-9133105	384.0	3.0	387.0	447.0	187.0	185.0	9.0	2.0	0.0	1.0
LK-2124235	384.0	4.0	388.0	45.0	188.0	181.0	12.0	1.0	1.0	0.0
LK-1230550	383.0	4.0	386.0	452.0	181.0	188.0	11.0	2.0	0.0	0.0
LK-1306185	383.0	4.0	387.0	456.0	187.0	179.0	11.0	5.0	0.0	1.0
LK-1318150	383.0	4.0	387.0	456.0	187.0	179.0	11.0	5.0	0.0	1.0
LK-3221160	383.0	3.0	386.0	480.0	192.0	171.0	17.0	2.0	1.0	1.0
LK-3118010	383.0	5.0	387.0	447.0	213.0	154.0	13.0	2.0	0.0	1.0
LK-3118100	383.0	5.0	387.0	447.0	213.0	154.0	13.0	2.0	0.0	1.0
LK-3127115	383.0	4.0	388.0	466.0	176.0	187.0	16.0	3.0	1.0	1.0
LK-3212220	383.0	3.0	386.0	454.0	176.0	182.0	22.0	2.0	0.0	1.0
LK-3136375	383.0	6.0	389.0	470.0	177.0	177.0	20.0	8.0	0.0	1.0
LK-3151175	383.0	3.0	387.0	487.0	165.0	196.0	19.0	2.0	0.0	1.0
LK-1312260	383.0	5.0	388.0	455.0	190.0	178.0	9.0	5.0	1.0	1.0
LK-3145210	383.0	4.0	386.0	468.0	186.0	180.0	14.0	2.0	0.0	1.0
LK-2303455	383.0	4.0	387.0	451.0	227.0	146.0	7.0	2.0	1.0	0.0
LK-8136125	383.0	5.0	388.0	461.0	204.0	165.0	8.0	3.0	1.0	1.0
LK-4203155	383.0	7.0	390.0	570.0	237.0	112.0	4.0	2.0	26.0	2.0
LK-2130075	383.0	3.0	386.0	496.0	262.0	108.0	7.0	2.0	1.0	1.0
LK-4130290	383.0	23.0	406.0	844.0	69.0	116.0	4.0	8.0	184.0	2.0
LK-4115120	383.0	20.0	404.0	981.0	72.0	181.0	6.0	6.0	115.0	3.0
LK-4506010	383.0	21.0	404.0	842.0	77.0	89.0	4.0	4.0	208.0	2.0
LK-2315300	382.0	5.0	387.0	465.0	266.0	100.0	10.0	3.0	2.0	1.0
LK-1215045	382.0	3.0	385.0	459.0	196.0	171.0	13.0	2.0	0.0	0.0
LK-1230440	382.0	4.0	386.0	451.0	181.0	188.0	11.0	2.0	0.0	0.0
LK-1115115	382.0	4.0	386.0	457.0	194.0	171.0	12.0	2.0	1.0	1.0
LK-1115155	382.0	4.0	386.0	457.0	194.0	171.0	12.0	2.0	1.0	1.0
LK-3215015	382.0	3.0	385.0	455.0	188.0	155.0	36.0	2.0	1.0	1.0
LK-6109005	382.0	3.0	385.0	440.0	192.0	172.0	15.0	1.0	0.0	0.0
LK-6109095	382.0	3.0	385.0	439.0	192.0	172.0	15.0	1.0	0.0	0.0
LK-3233065	382.0	4.0	385.0	480.0	172.0	179.0	27.0	2.0	1.0	1.0
