entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-4309160	265.0	24.0	289.0	709.0	72.0	115.0	33.0	18.0	27.0												
LK-2136075	265.0	14.0	279.0	651.0	142.0			112.0	6.0	1.0		4.0									
LK-3109065	265.0	23.0	288.0	605.0	121.0			133.0	2.0	3.0	1.0	5.0									
LK-3303055	265.0	28.0	293.0	1019.0	145.0			100.0	1.0			16.0			2.0						
LK-3309005	265.0	28.0	294.0	1021.0	145.0			100.0	1.0			16.0			2.0						
LK-3309165	265.0	28.0	293.0	1020.0	145.0			100.0	1.0			16.0			2.0						
LK-4112140	265.0	28.0	294.0	604.0	4.0	91.0			5.0				148.0	5.0	12.0						
LK-2227185	265.0	24.0	289.0	393.0	192.0			69.0		2.0		3.0									
LK-8206075	265.0	38.0	303.0	405.0	155.0		1.0	98.0	2.0		1.0	8.0									
LK-1312115	265.0	22.0	287.0	515.0	148.0			108.0	3.0	1.0	2.0	2.0									
LK-9212260	265.0	15.0	280.0	416.0	151.0			100.0		6.0	1.0	6.0									
LK-3133025	265.0	22.0	287.0	421.0	133.0			106.0	1.0	3.0	2.0	20.0									
LK-2230110	265.0	24.0	289.0	402.0	172.0			80.0		7.0		6.0									
LK-2133265	265.0	19.0	284.0	709.0	163.0			81.0	19.0	1.0		1.0									
LK-7212095	265.0	17.0	282.0	463.0	169.0			86.0		8.0		2.0									
LK-6239225	265.0	15.0	280.0	382.0	154.0			93.0	9.0	1.0		8.0							0.0	1.0	
LK-6109175	265.0	23.0	288.0	399.0	135.0			112.0		8.0	2.0	8.0									
LK-6169120	265.0	16.0	281.0	387.0	154.0			98.0		9.0	1.0	3.0									
LK-9145150	265.0	17.0	282.0	344.0	174.0			87.0		1.0									1.0		3.0
LK-9115175	265.0	18.0	283.0	340.0	162.0			96.0		1.0									1.0		5.0
LK-1309205	265.0	17.0	282.0	389.0	148.0			101.0	1.0	1.0	5.0	10.0									
LK-1230430	265.0	12.0	277.0	345.0	135.0			125.0		2.0		4.0									
LK-1227615	265.0	13.0	278.0	361.0	118.0			134.0		8.0		5.0									
LK-5212255	265.0	16.0	281.0	367.0	148.0	0.0		113.0	1.0									2.0			
LK-2315035	265.0	21.0	286.0	361.0	159.0			57.0	4.0			13.0			31.0						
LK-2139060	264.0	18.0	282.0	850.0	157.0			58.0	47.0	1.0		2.0									
LK-7203010	264.0	25.0	290.0	674.0	143.0			101.0		10.0		10.0									
LK-2136290	264.0	14.0	278.0	648.0	142.0			111.0	6.0	1.0		4.0									
LK-9233070	264.0	21.0	286.0	461.0	170.0			79.0		2.0	1.0	12.0									
LK-2209150	264.0	24.0	287.0	390.0	190.0			69.0		2.0		3.0									
LK-8203045	264.0	38.0	302.0	404.0	155.0		1.0	98.0	2.0		1.0	8.0									
LK-8224040	264.0	37.0	301.0	631.0	153.0		1.0	104.0	1.0		2.0	3.0									
LK-8224110	264.0	37.0	300.0	630.0	152.0		1.0	104.0	1.0		2.0	3.0									
LK-5321020	264.0	18.0	282.0	437.0	106.0	19.0		108.0	17.0		1.0		13.0								
LK-3151215	264.0	16.0	280.0	554.0	136.0			118.0	1.0	2.0	4.0	3.0									
LK-3154175	264.0	16.0	281.0	556.0	136.0			118.0	1.0	2.0	4.0	3.0									
LK-3154225	264.0	16.0	281.0	556.0	136.0			118.0	1.0	2.0	4.0	3.0									
LK-6163415	264.0	21.0	285.0	398.0	153.0			98.0		8.0	1.0	5.0									
LK-1315015	264.0	22.0	286.0	514.0	147.0			108.0	3.0	1.0	2.0	2.0									
LK-9212245	264.0	15.0	279.0	415.0	151.0			100.0		6.0	1.0	6.0									
LK-7163055	264.0	31.0	294.0	562.0	128.0		3.0	125.0		3.0	1.0	4.0									
LK-6121075	264.0	20.0	284.0	450.0	156.0			86.0		11.0	4.0	8.0									
LK-6139090	264.0	20.0	285.0	450.0	156.0			86.0		11.0	4.0	8.0									
LK-2133185	264.0	19.0	284.0	707.0	163.0			81.0	19.0	1.0		1.0									
LK-7210125	264.0	17.0	281.0	460.0	168.0			86.0		8.0		2.0									
LK-7212015	264.0	17.0	281.0	461.0	169.0			86.0		8.0		2.0									
LK-3103040	264.0	22.0	286.0	444.0	127.0			109.0	1.0	1.0	2.0	24.0									
LK-6124195	264.0	24.0	288.0	448.0	160.0			83.0		2.0	1.0	18.0									
LK-6239175	264.0	15.0	279.0	380.0	153.0			92.0	9.0	1.0		8.0							0.0	1.0	
LK-2203020	264.0	23.0	288.0	436.0	142.0			114.0		5.0		3.0									
LK-2203055	264.0	23.0	287.0	435.0	142.0			114.0		5.0		3.0									
LK-6181095	264.0	16.0	280.0	367.0	164.0			85.0		6.0	1.0	8.0									
LK-9103090	264.0	17.0	281.0	351.0	152.0			50.0		1.0									1.0		60.0
LK-9106105	264.0	17.0	281.0	351.0	152.0			50.0		1.0									1.0		60.0
LK-3124065	264.0	15.0	279.0	362.0	134.0			126.0	1.0	1.0	1.0	3.0									
LK-3148140	264.0	15.0	280.0	363.0	134.0			126.0	1.0	1.0	1.0	3.0									
LK-1230160	264.0	12.0	275.0	343.0	134.0			124.0		2.0		4.0									
LK-1227310	264.0	12.0	276.0	359.0	117.0			133.0		8.0		5.0									
LK-2315045	264.0	21.0	285.0	360.0	159.0			57.0	4.0			13.0			31.0						
LK-2127350	263.0	22.0	284.0	842.0	169.0			74.0	12.0	2.0		5.0									
LK-7218130	263.0	25.0	289.0	672.0	143.0			100.0		10.0		10.0									
LK-8124145	263.0	24.0	287.0	369.0	152.0			90.0		7.0	2.0	12.0									
LK-2112160	263.0	19.0	282.0	477.0	170.0			70.0	17.0	1.0		5.0									
LK-4112095	263.0	28.0	290.0	597.0	4.0	90.0			5.0				147.0	5.0	12.0						
LK-7154095	263.0	23.0	286.0	399.0	138.0		8.0	115.0		1.0	1.0	1.0									
LK-7166095	263.0	23.0	286.0	399.0	138.0		8.0	115.0		1.0	1.0	1.0									
LK-2221055	263.0	23.0	286.0	389.0	190.0			68.0		2.0		3.0									
LK-8224135	263.0	37.0	300.0	629.0	152.0		1.0	104.0	1.0		2.0	3.0									
LK-8212040	263.0	37.0	300.0	431.0	111.0		1.0	141.0	2.0		1.0	8.0									
LK-2145245	263.0	16.0	280.0	344.0	170.0			84.0	7.0	1.0		2.0									
LK-6139115	263.0	20.0	283.0	448.0	155.0			86.0		11.0	4.0	8.0									
LK-9224015	263.0	19.0	282.0	360.0	180.0			48.0		2.0	1.0	32.0									
LK-5225030	263.0	11.0	274.0	325.0	49.0	85.0		17.0	113.0									0.0			
LK-6130195	263.0	19.0	282.0	422.0	179.0			77.0		4.0	1.0	2.0									
LK-1324045	263.0	15.0	278.0	493.0	132.0			88.0	36.0	2.0	1.0	4.0									
LK-6109035	263.0	23.0	286.0	396.0	134.0			111.0		8.0	2.0	8.0									
LK-4127135	262.0	24.0	286.0	1064.0	15.0	64.0			7.0				156.0	9.0	10.0						
LK-4130190	262.0	51.0	313.0	808.0	5.0	100.0			9.0				124.0	15.0	9.0						
LK-4130260	262.0	51.0	313.0	807.0	5.0	100.0			9.0				123.0	15.0	9.0						
LK-3239090	262.0	18.0	280.0	1023.0	134.0			110.0		2.0	11.0	4.0									
LK-7203145	262.0	25.0	287.0	669.0	142.0			100.0		10.0		10.0									
LK-7218035	262.0	25.0	287.0	668.0	142.0			100.0		10.0		10.0									
LK-8112015	262.0	27.0	289.0	365.0	152.0			97.0		3.0	1.0	8.0									
LK-8115080	262.0	27.0	289.0	365.0	152.0			97.0		3.0	1.0	8.0									
LK-2103290	262.0	13.0	275.0	400.0	173.0			79.0	5.0	1.0		3.0									
LK-2112035	262.0	19.0	281.0	475.0	170.0			70.0	17.0	1.0		5.0									
LK-7154240	262.0	23.0	285.0	398.0	137.0		8.0	114.0		1.0	1.0	1.0									
LK-8203105	262.0	38.0	299.0	400.0	153.0		1.0	97.0	2.0		1.0	8.0									
LK-8221075	262.0	37.0	298.0	625.0	151.0		1.0	103.0	1.0		2.0	3.0									
LK-3151105	262.0	16.0	278.0	550.0	135.0			117.0	1.0	2.0	4.0	3.0									
LK-1339130	262.0	23.0	286.0	637.0	149.0			104.0	1.0	2.0	1.0	6.0									
LK-6163040	262.0	21.0	283.0	394.0	151.0			97.0		8.0	1.0	5.0									
LK-6163190	262.0	21.0	284.0	395.0	152.0			97.0		8.0	1.0	5.0									
LK-2303440	262.0	22.0	284.0	346.0	167.0			82.0	4.0			2.0			6.0						
LK-8212125	262.0	37.0	299.0	428.0	110.0		1.0	140.0	2.0		1.0	8.0									
LK-3242250	262.0	15.0	277.0	522.0	138.0			92.0		6.0	2.0	24.0									
LK-2145345	262.0	16.0	279.0	342.0	170.0			84.0	6.0	1.0		2.0									
LK-6130250	262.0	19.0	280.0	419.0	178.0			76.0		4.0	1.0	2.0									
LK-6149075	262.0	14.0	276.0	351.0	136.0			111.0		12.0	2.0	2.0									
LK-6112065	262.0	24.0	286.0	444.0	159.0			82.0		2.0	1.0	18.0									
LK-2206130	262.0	23.0	285.0	433.0	141.0			113.0		5.0		3.0									
LK-6212050	262.0	16.0	278.0	382.0	167.0			87.0	3.0	2.0		3.0							0.0	1.0	
LK-1209260	262.0	13.0	274.0	339.0	139.0			118.0		1.0		4.0									
LK-1227070	262.0	12.0	274.0	356.0	116.0			132.0		8.0		5.0									
LK-1212155	262.0	12.0	275.0	347.0	149.0			103.0		7.0		3.0									
LK-1215080	262.0	11.0	273.0	339.0	142.0			111.0		3.0		5.0									
LK-4103035	261.0	30.0	291.0	572.0	4.0	43.0			5.0				198.0	5.0	7.0						
LK-7109035	261.0	17.0	277.0	518.0	169.0		6.0	80.0		3.0	1.0	2.0									
LK-9209120	261.0	22.0	284.0	373.0	166.0			88.0		5.0	1.0	2.0									
LK-4115040	261.0	28.0	289.0	595.0	4.0	89.0			5.0				146.0	5.0	12.0						
LK-7154200	261.0	23.0	284.0	397.0	137.0		7.0	114.0		1.0	1.0	1.0									
LK-8224055	261.0	36.0	298.0	624.0	151.0		1.0	103.0	1.0		2.0	3.0									
LK-1312075	261.0	22.0	283.0	508.0	146.0			107.0	3.0	1.0	2.0	2.0									
LK-2218100	261.0	21.0	282.0	399.0	180.0			72.0		3.0		6.0									
LK-6118015	261.0	20.0	281.0	445.0	154.0			85.0		10.0	3.0	8.0									
LK-2306035	261.0	19.0	280.0	333.0	183.0			75.0	0.0			2.0			1.0						
LK-2306325	261.0	19.0	280.0	332.0	183.0			75.0	0.0			2.0			1.0						
LK-2133260	261.0	19.0	280.0	698.0	161.0			80.0	19.0	1.0		1.0									
LK-2151140	261.0	21.0	281.0	399.0	167.0			78.0	8.0	1.0		7.0									
LK-6106080	261.0	23.0	285.0	394.0	133.0			111.0		8.0	2.0	8.0									
LK-6109050	261.0	23.0	285.0	394.0	133.0			111.0		8.0	2.0	8.0									
LK-2203130	261.0	23.0	284.0	430.0	140.0			113.0		5.0		3.0									
LK-9118235	261.0	18.0	280.0	336.0	160.0			95.0		1.0									1.0		5.0
LK-6209030	261.0	16.0	277.0	380.0	166.0			86.0	3.0	2.0		3.0							0.0	1.0	
LK-1318195	261.0	13.0	273.0	360.0	124.0			115.0	10.0	1.0	2.0	9.0									
LK-1227100	261.0	12.0	273.0	355.0	116.0			131.0		8.0		5.0									
LK-5212040	261.0	16.0	277.0	361.0	146.0	0.0		111.0	1.0									2.0			
LK-2127280	260.0	21.0	281.0	833.0	167.0			73.0	12.0	2.0		5.0									
LK-7121085	260.0	16.0	276.0	593.0	148.0		7.0	102.0		1.0	1.0	2.0									
LK-2209075	260.0	23.0	283.0	384.0	188.0			68.0		1.0		3.0									
LK-8209010	260.0	37.0	297.0	398.0	153.0		1.0	97.0	2.0		1.0	8.0									
LK-3154055	260.0	16.0	277.0	547.0	134.0			116.0	0.0	2.0	4.0	3.0									
LK-1339165	260.0	23.0	283.0	630.0	147.0			103.0	1.0	2.0	1.0	6.0									
LK-1312260	260.0	22.0	282.0	506.0	145.0			107.0	3.0	1.0	2.0	2.0									
LK-2303185	260.0	22.0	282.0	343.0	166.0			81.0	4.0			2.0			6.0						
LK-6145275	260.0	14.0	274.0	416.0	147.0			100.0		9.0	1.0	2.0									
LK-2218170	260.0	20.0	281.0	398.0	179.0			72.0		3.0		6.0									
LK-6121050	260.0	20.0	280.0	443.0	154.0			85.0		10.0	3.0	8.0									
LK-2233135	260.0	24.0	284.0	396.0	169.0			79.0		7.0		5.0									
LK-2233320	260.0	24.0	283.0	394.0	169.0			78.0		7.0		5.0									
LK-2306500	260.0	19.0	278.0	331.0	182.0			75.0	0.0			2.0			1.0						
LK-8106195	260.0	17.0	277.0	346.0	188.0			68.0		3.0	1.0	1.0									
LK-2151175	260.0	21.0	280.0	397.0	166.0			78.0	8.0	1.0		7.0									
LK-5224020	260.0	10.0	271.0	321.0	48.0	84.0		17.0	112.0									0.0			
LK-1324080	260.0	15.0	275.0	489.0	131.0			88.0	36.0	2.0	1.0	4.0									
LK-6124125	260.0	23.0	283.0	440.0	158.0			81.0		2.0	1.0	18.0									
LK-6239235	260.0	15.0	275.0	375.0	151.0			91.0	8.0	1.0		7.0							0.0	1.0	
LK-6106205	260.0	23.0	283.0	391.0	132.0			110.0		8.0	2.0	8.0									
LK-6169165	260.0	15.0	275.0	379.0	151.0			96.0		9.0	1.0	3.0									
LK-9118100	260.0	18.0	278.0	333.0	159.0			94.0		1.0									1.0		5.0
LK-3148165	260.0	15.0	275.0	357.0	132.0			124.0	1.0	1.0	1.0	3.0									
LK-1303190	260.0	11.0	271.0	396.0	105.0			122.0	13.0	1.0	3.0	16.0									
LK-5209010	260.0	16.0	276.0	360.0	146.0	0.0		111.0	1.0									2.0			
LK-3303075	259.0	27.0	287.0	997.0	142.0			98.0	1.0			16.0			2.0						
LK-2121085	259.0	26.0	285.0	367.0	162.0			93.0	1.0	1.0		3.0									
LK-2227075	259.0	23.0	282.0	383.0	187.0			67.0		1.0		3.0									
LK-8221035	259.0	36.0	296.0	620.0	150.0		1.0	102.0	1.0		2.0	3.0									
LK-6163115	259.0	21.0	280.0	390.0	150.0			96.0		8.0	1.0	5.0									
LK-6145010	259.0	14.0	273.0	414.0	147.0			100.0		9.0	1.0	2.0									
LK-6148105	259.0	14.0	273.0	415.0	147.0			100.0		9.0	1.0	2.0									
LK-6148195	259.0	14.0	273.0	415.0	147.0			100.0		9.0	1.0	2.0									
LK-2145070	259.0	16.0	275.0	338.0	168.0			83.0	6.0	1.0		2.0									
LK-2154105	259.0	21.0	280.0	397.0	166.0			78.0	8.0	1.0		7.0									
LK-5221060	259.0	10.0	270.0	320.0	48.0	84.0		16.0	111.0									0.0			
LK-6187010	259.0	14.0	272.0	347.0	134.0			109.0		12.0	2.0	2.0									
LK-1321030	259.0	16.0	275.0	502.0	121.0			98.0	15.0	2.0	1.0	22.0									
LK-6112015	259.0	23.0	282.0	438.0	157.0			81.0		2.0	1.0	18.0									
LK-6127250	259.0	23.0	282.0	438.0	157.0			81.0		2.0	1.0	18.0									
LK-6127310	259.0	23.0	282.0	438.0	157.0			81.0		2.0	1.0	18.0									
LK-5124010	259.0	33.0	292.0	365.0	13.0	157.0		3.0	1.0							85.0	1.0				
LK-9151120	259.0	15.0	274.0	472.0	148.0			103.0		3.0									1.0		5.0
LK-6248225	259.0	15.0	273.0	357.0	174.0			76.0	1.0	1.0		6.0							0.0	1.0	
LK-1118200	259.0	13.0	272.0	353.0	122.0			22.0	1.0	6.0	105.0	3.0									
LK-6236215	259.0	15.0	273.0	363.0	159.0			91.0	4.0	2.0		2.0							0.0	1.0	
LK-1209300	259.0	13.0	271.0	336.0	137.0			116.0		1.0		4.0									
LK-1230175	259.0	11.0	271.0	338.0	132.0			122.0		2.0		4.0									
LK-5212015	259.0	16.0	275.0	359.0	145.0	0.0		110.0	1.0									2.0			
LK-7127030	258.0	16.0	274.0	588.0	147.0		6.0	101.0		1.0	1.0	2.0									
LK-2136045	258.0	13.0	271.0	633.0	138.0			108.0	6.0	1.0		4.0									
LK-2136095	258.0	13.0	272.0	634.0	139.0			109.0	6.0	1.0		4.0									
LK-2134100	258.0	13.0	272.0	395.0	171.0			78.0	5.0	1.0		3.0									
LK-2112090	258.0	19.0	277.0	468.0	167.0			69.0	17.0	1.0		5.0									
LK-2227140	258.0	23.0	281.0	382.0	186.0			67.0		1.0		3.0									
LK-8130190	258.0	23.0	280.0	386.0	138.0			98.0		17.0	1.0	4.0									
LK-8224120	258.0	36.0	294.0	615.0	149.0		1.0	102.0	1.0		2.0	3.0									
LK-1339255	258.0	23.0	281.0	627.0	146.0			102.0	1.0	2.0	1.0	6.0									
LK-9212250	258.0	15.0	273.0	406.0	147.0			98.0		6.0	1.0	6.0									
LK-8218165	258.0	36.0	294.0	421.0	108.0		1.0	137.0	2.0		1.0	8.0									
LK-6118130	258.0	20.0	278.0	440.0	153.0			84.0		10.0	3.0	8.0									
LK-2230230	258.0	23.0	281.0	392.0	168.0			78.0		7.0		5.0									
LK-2306615	258.0	18.0	277.0	329.0	181.0			74.0	0.0			2.0			1.0						
LK-2109010	258.0	19.0	277.0	690.0	159.0			79.0	19.0	1.0		1.0									
LK-6124140	258.0	23.0	281.0	437.0	156.0			81.0		2.0	1.0	18.0									
LK-6127215	258.0	23.0	281.0	437.0	157.0			81.0		2.0	1.0	18.0									
LK-6239105	258.0	15.0	273.0	372.0	150.0			90.0	8.0	1.0		7.0							0.0	1.0	
LK-6106025	258.0	23.0	281.0	388.0	131.0			109.0		8.0	2.0	8.0									
LK-6106290	258.0	23.0	280.0	388.0	131.0			109.0		8.0	2.0	8.0									
LK-3145030	258.0	12.0	270.0	362.0	126.0			126.0	1.0	3.0	1.0	2.0									
LK-6175090	258.0	10.0	268.0	335.0	138.0			114.0		4.0	1.0	1.0									
LK-3148180	258.0	15.0	273.0	354.0	131.0			123.0	1.0	1.0	1.0	3.0									
LK-6233080	258.0	15.0	273.0	363.0	159.0			91.0	4.0	2.0		2.0							0.0	1.0	
LK-1209080	258.0	13.0	271.0	335.0	137.0			116.0		1.0		4.0									
LK-2130075	257.0	13.0	269.0	472.0	159.0			65.0	21.0	2.0		9.0									
LK-8142005	257.0	20.0	277.0	391.0	150.0			97.0		5.0	1.0	4.0									
LK-4506020	257.0	44.0	301.0	657.0	19.0	109.0			8.0				105.0	7.0	9.0						
LK-4509115	257.0	44.0	301.0	657.0	19.0	109.0			8.0				105.0	7.0	9.0						
LK-8115075	257.0	27.0	283.0	358.0	149.0			96.0		3.0	1.0	8.0									
LK-7106005	257.0	16.0	273.0	510.0	166.0		6.0	78.0		2.0	1.0	2.0									
LK-2103190	257.0	13.0	270.0	392.0	170.0			78.0	5.0	1.0		3.0									
LK-8203075	257.0	37.0	293.0	393.0	151.0		1.0	95.0	1.0		1.0	8.0									
LK-8221025	257.0	36.0	293.0	615.0	149.0		1.0	102.0	1.0		2.0	3.0									
LK-8221070	257.0	36.0	293.0	614.0	149.0		1.0	102.0	1.0		2.0	3.0									
LK-3154115	257.0	16.0	273.0	541.0	133.0			115.0	0.0	2.0	4.0	3.0									
LK-1339035	257.0	23.0	279.0	623.0	145.0			101.0	1.0	2.0	1.0	6.0									
LK-1339190	257.0	23.0	279.0	623.0	145.0			101.0	1.0	2.0	1.0	6.0									
LK-6163525	257.0	21.0	278.0	387.0	149.0			95.0		8.0	1.0	5.0									
LK-8218130	257.0	36.0	293.0	420.0	108.0		1.0	137.0	2.0		1.0	8.0									
LK-2151135	257.0	21.0	277.0	393.0	164.0			77.0	8.0	1.0		7.0									
LK-6109065	257.0	23.0	280.0	387.0	131.0			109.0		8.0	2.0	8.0									
LK-6184235	257.0	16.0	273.0	358.0	160.0			83.0		6.0	1.0	7.0									
LK-3124145	257.0	15.0	271.0	352.0	130.0			122.0	1.0	1.0	1.0	3.0									
LK-3148190	257.0	15.0	272.0	352.0	130.0			122.0	1.0	1.0	1.0	3.0									
LK-1115190	257.0	13.0	270.0	352.0	122.0			21.0	1.0	6.0	105.0	3.0									
LK-1227265	257.0	12.0	269.0	350.0	114.0			129.0		8.0		5.0									
LK-1212660	257.0	12.0	269.0	341.0	146.0			101.0		7.0		2.0									
LK-1215065	257.0	11.0	268.0	333.0	140.0			109.0		3.0		4.0									
LK-5212220	257.0	16.0	273.0	356.0	144.0	0.0		110.0	1.0									2.0			
LK-7115190	256.0	19.0	274.0	694.0	152.0		2.0	93.0		3.0	1.0	5.0									
LK-2136080	256.0	13.0	269.0	628.0	137.0			107.0	6.0	1.0		4.0									
LK-7154060	256.0	22.0	278.0	388.0	134.0		7.0	112.0		1.0	1.0	1.0									
LK-8203015	256.0	37.0	292.0	391.0	150.0		1.0	95.0	1.0		1.0	7.0									
LK-8203055	256.0	37.0	292.0	391.0	150.0		1.0	95.0	1.0		1.0	7.0									
LK-1315075	256.0	21.0	277.0	498.0	143.0			105.0	3.0	1.0	2.0	2.0									
LK-6145226	256.0	14.0	270.0	410.0	145.0			98.0		9.0	1.0	2.0									
LK-6121035	256.0	20.0	275.0	436.0	151.0			83.0		10.0	3.0	8.0									
LK-6121135	256.0	20.0	276.0	436.0	151.0			83.0		10.0	3.0	8.0									
LK-2306205	256.0	18.0	274.0	326.0	179.0			74.0	0.0			2.0			1.0						
LK-2306440	256.0	18.0	274.0	326.0	179.0			74.0	0.0			2.0			1.0						
LK-6154205	256.0	15.0	271.0	375.0	157.0			86.0		8.0	2.0	4.0									
LK-6187350	256.0	13.0	270.0	344.0	133.0			108.0		12.0	2.0	2.0									
LK-3112090	256.0	21.0	277.0	430.0	123.0			106.0	1.0	1.0	2.0	23.0									
LK-6127170	256.0	23.0	279.0	433.0	155.0			80.0		2.0	1.0	18.0									
LK-5216020	256.0	9.0	265.0	289.0	40.0	54.0		6.0	155.0									1.0			
LK-5133160	256.0	32.0	289.0	361.0	13.0	155.0		3.0	1.0							84.0	1.0				
LK-3145255	256.0	12.0	268.0	358.0	125.0			125.0	1.0	3.0	1.0	2.0									
LK-6169170	256.0	15.0	271.0	374.0	149.0			94.0		9.0	1.0	3.0									
LK-9118095	256.0	18.0	274.0	329.0	157.0			93.0		1.0									1.0		5.0
LK-6212055	256.0	16.0	271.0	372.0	163.0			85.0	3.0	2.0		3.0							0.0	1.0	
LK-3124095	256.0	15.0	271.0	351.0	130.0			122.0	1.0	1.0	1.0	3.0									
LK-6248020	256.0	15.0	271.0	353.0	172.0			76.0	1.0	1.0		6.0							0.0	1.0	
LK-6248130	256.0	15.0	271.0	353.0	173.0			76.0	1.0	1.0		6.0							0.0	1.0	
LK-6236150	256.0	15.0	270.0	359.0	157.0			90.0	4.0	2.0		2.0							0.0	1.0	
LK-1227580	256.0	12.0	268.0	348.0	114.0			129.0		8.0		5.0									
LK-1212615	256.0	12.0	268.0	339.0	146.0			101.0		7.0		2.0									
LK-2315140	256.0	21.0	277.0	349.0	154.0			56.0	4.0			12.0			30.0						
LK-3239140	255.0	18.0	272.0	994.0	131.0			107.0		2.0	11.0	4.0									
LK-7203250	255.0	24.0	279.0	649.0	138.0			97.0		9.0		10.0									
LK-2134025	255.0	13.0	268.0	390.0	169.0			77.0	5.0	1.0		3.0									
LK-8206100	255.0	37.0	292.0	391.0	150.0		1.0	95.0	1.0		1.0	7.0									
LK-1336125	255.0	23.0	277.0	619.0	144.0			101.0	1.0	2.0	1.0	6.0									
LK-6148160	255.0	13.0	269.0	408.0	145.0			98.0		9.0	1.0	2.0									
LK-7212170	255.0	16.0	271.0	445.0	163.0			83.0		7.0		2.0									
LK-7215155	255.0	16.0	271.0	445.0	163.0			83.0		7.0		2.0									
LK-6130210	255.0	18.0	273.0	409.0	174.0			74.0		4.0	1.0	2.0									
LK-6133175	255.0	18.0	273.0	408.0	173.0			74.0		4.0	1.0	2.0									
LK-6239150	255.0	14.0	270.0	368.0	149.0			89.0	8.0	1.0		7.0							0.0	1.0	
LK-5130040	255.0	32.0	287.0	359.0	12.0	154.0		3.0	1.0							83.0	1.0				
LK-6106030	255.0	23.0	278.0	384.0	130.0			108.0		7.0	2.0	8.0									
LK-6181165	255.0	16.0	270.0	354.0	159.0			82.0		6.0	1.0	7.0									
LK-3148030	255.0	15.0	270.0	350.0	129.0			121.0	1.0	1.0	1.0	3.0									
LK-4130285	254.0	50.0	304.0	784.0	5.0	97.0			8.0				120.0	15.0	9.0						
LK-7203005	254.0	24.0	278.0	648.0	138.0			97.0		9.0		10.0									
LK-4312075	254.0	23.0	277.0	679.0	68.0	111.0	31.0	18.0	26.0												
LK-9203120	254.0	16.0	270.0	507.0	161.0			81.0		8.0	1.0	4.0									
LK-8112040	254.0	26.0	281.0	354.0	148.0			95.0		3.0	1.0	8.0									
LK-3106160	254.0	23.0	277.0	424.0	137.0			43.0	2.0	2.0	1.0	68.0									
LK-2103005	254.0	13.0	267.0	388.0	168.0			77.0	5.0	1.0		3.0									
LK-2209095	254.0	23.0	277.0	376.0	183.0			66.0		1.0		3.0									
LK-2227100	254.0	23.0	276.0	375.0	183.0			66.0		1.0		3.0									
LK-6145040	254.0	13.0	267.0	405.0	144.0			97.0		9.0	1.0	2.0									
LK-6148020	254.0	13.0	268.0	406.0	144.0			98.0		9.0	1.0	2.0									
LK-8218115	254.0	36.0	289.0	414.0	106.0		1.0	135.0	2.0		1.0	8.0									
LK-6121045	254.0	20.0	274.0	433.0	150.0			83.0		10.0	3.0	8.0									
LK-2309525	254.0	21.0	274.0	334.0	158.0			86.0	1.0			1.0			7.0						
LK-2230210	254.0	23.0	277.0	386.0	165.0			77.0		7.0		5.0									
LK-2233155	254.0	23.0	277.0	385.0	165.0			77.0		7.0		5.0									
LK-2157100	254.0	20.0	275.0	389.0	163.0			76.0	8.0	1.0		7.0									
LK-5224135	254.0	10.0	265.0	314.0	47.0	82.0		16.0	109.0									0.0			
LK-6157025	254.0	15.0	269.0	372.0	155.0			85.0		8.0	2.0	4.0									
LK-7210080	254.0	16.0	270.0	443.0	162.0			83.0		7.0		2.0									
LK-6130325	254.0	18.0	272.0	406.0	173.0			74.0		4.0	1.0	2.0									
LK-6239070	254.0	14.0	269.0	366.0	148.0			89.0	8.0	1.0		7.0							0.0	1.0	
LK-6106165	254.0	22.0	277.0	383.0	129.0			108.0		7.0	2.0	8.0									
LK-9139060	254.0	13.0	267.0	313.0	146.0			102.0		1.0									1.0		4.0
LK-1115340	254.0	13.0	266.0	346.0	120.0			21.0	1.0	6.0	103.0	3.0									
LK-1118220	254.0	13.0	267.0	347.0	120.0			21.0	1.0	6.0	104.0	3.0									
LK-6230085	254.0	14.0	269.0	357.0	156.0			89.0	4.0	2.0		2.0							0.0	1.0	
LK-1233100	254.0	12.0	266.0	353.0	128.0			114.0		2.0		10.0									
LK-2130190	253.0	13.0	265.0	465.0	156.0			64.0	21.0	2.0		9.0									
LK-4130065	253.0	49.0	302.0	779.0	5.0	96.0			8.0				119.0	15.0	9.0						
LK-7218075	253.0	24.0	277.0	645.0	137.0			96.0		9.0		10.0									
LK-8121125	253.0	17.0	270.0	381.0	134.0			88.0		9.0	2.0	21.0									
LK-8112090	253.0	26.0	279.0	352.0	147.0			94.0		3.0	1.0	8.0									
LK-2103320	253.0	13.0	266.0	387.0	168.0			77.0	5.0	1.0		3.0									
LK-2209065	253.0	23.0	275.0	374.0	182.0			66.0		1.0		3.0									
LK-8206055	253.0	36.0	289.0	387.0	148.0		1.0	94.0	1.0		1.0	7.0									
LK-3151085	253.0	16.0	269.0	532.0	130.0			113.0	0.0	2.0	4.0	3.0									
LK-1336180	253.0	22.0	276.0	615.0	143.0			100.0	1.0	2.0	1.0	6.0									
LK-6163530	253.0	20.0	274.0	382.0	147.0			94.0		7.0	1.0	5.0									
