entity_id	valid	rejected	polled	electors	ITAK	UNP	UPFA	SLMC	JVP	EPDP	AITC	TULF	PP	EDF	MJP	DUA	AITM	UPF	JSP	SLMP	UPP	FSP	IG0	IG1	ONF	DP	IG3	NSU	IG2	BJP	SLNF	OWORS	SEP	USP	ELPP	SLLP	ACMC	NSSP	TLP	SLVP	DNM	CWC	MNA
LK-8203140	721.0	30.0	751.0	1034.0		314.0	372.0		32.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-6215010	721.0	71.0	897.0	1416.0		546.0	158.0		10.0								0.0		0.0		1.0	0.0	0.0	1.0		0.0		0.0		3.0	0.0	0.0											
LK-3145060	721.0	16.0	736.0	989.0		303.0	355.0		56.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		1.0								0.0	0.0		0.0		
LK-6230020	721.0	44.0	767.0	1112.0		362.0	327.0		29.0								0.0		0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0	0.0											
LK-1324385	721.0	23.0	744.0	966.0		396.0	274.0		30.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				17.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3318200	721.0	19.0	741.0	955.0		228.0	403.0		86.0										0.0		0.0	1.0	0.0		0.0	0.0		0.0		2.0		0.0			0.0								
LK-1310100	721.0	22.0	743.0	958.0		284.0	391.0		39.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1215270	721.0	35.0	756.0	986.0		322.0	340.0		55.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1306185	721.0	19.0	740.0	940.0		295.0	374.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1318150	721.0	19.0	740.0	940.0		295.0	374.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-7215250	721.0	27.0	749.0	993.0		383.0	298.0		37.0						0.0		0.0					1.0	0.0							0.0													
LK-9209215	720.0	28.0	748.0	1023.0		369.0	316.0		24.0						0.0				0.0		0.0	2.0	0.0		0.0	1.0		0.0		5.0				1.0								1.0	
LK-3136380	720.0	18.0	739.0	1040.0		277.0	393.0		39.0						0.0				0.0		0.0	1.0	0.0		0.0	6.0		0.0		2.0								0.0	0.0		0.0		
LK-9227090	720.0	36.0	757.0	976.0		356.0	332.0		13.0						0.0				0.0		1.0	0.0	0.0		0.0	0.0		0.0		0.0				1.0								15.0	
LK-2139050	720.0	29.0	750.0	1000.0		432.0	253.0		28.0						0.0			0.0	0.0		0.0	1.0	0.0			2.0		0.0		3.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-6184260	720.0	24.0	744.0	985.0		319.0	364.0		34.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-8106040	720.0	28.0	749.0	993.0		357.0	323.0		38.0						0.0						1.0	0.0	0.0			0.0				0.0												0.0	
LK-8106110	720.0	28.0	749.0	993.0		357.0	323.0		38.0						0.0						1.0	0.0	0.0			0.0				0.0												0.0	
LK-8215030	720.0	30.0	750.0	1020.0		312.0	374.0		31.0										0.0		0.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-9121065	720.0	31.0	752.0	962.0		367.0	333.0		17.0										0.0		1.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1212120	720.0	33.0	754.0	1026.0		327.0	337.0		51.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1212675	720.0	33.0	754.0	1025.0		327.0	337.0		51.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-5242125	720.0	44.0	766.0	1157.0	191.0	331.0	118.0		3.0	1.0	1.0							1.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							72.0						
LK-1215510	720.0	35.0	755.0	984.0		321.0	340.0		55.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-9133010	719.0	24.0	743.0	929.0		294.0	406.0		15.0										0.0		0.0	1.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-3130055	719.0	17.0	736.0	1044.0		270.0	394.0		37.0						0.0				0.0		0.0	3.0	0.0		0.0	1.0		0.0		12.0								0.0	0.0		0.0		
LK-6157095	719.0	31.0	751.0	991.0		367.0	307.0		41.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-3218130	719.0	19.0	756.0	1007.0		275.0	382.0		58.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-3203085	719.0	27.0	748.0	989.0		304.0	370.0		41.0										0.0		1.0	1.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-9121015	719.0	31.0	750.0	960.0		366.0	333.0		17.0										0.0		1.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1330150	719.0	27.0	746.0	993.0		321.0	347.0		37.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				9.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1227690	719.0	37.0	757.0	1008.0		321.0	341.0		53.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1224160	719.0	30.0	750.0	989.0		286.0	362.0		66.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-3306110	719.0	20.0	739.0	945.0		278.0	369.0		69.0										0.0		0.0	1.0	0.0		0.0	0.0		0.0		0.0		0.0			0.0								
LK-1136240	719.0	20.0	739.0	932.0		281.0	369.0		63.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	3.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-2312075	719.0	61.0	780.0	1021.0		445.0	254.0		7.0				6.0	1.0					0.0		1.0	0.0	0.0			2.0		0.0		1.0		0.0	0.0		0.0								
LK-2312235	719.0	61.0	780.0	1021.0		445.0	254.0		7.0				6.0	1.0					0.0		1.0	0.0	0.0			2.0		0.0		1.0		0.0	0.0		0.0								
LK-2130170	718.0	18.0	737.0	1007.0		462.0	211.0		38.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							1.0	0.0
LK-3106085	718.0	20.0	738.0	1053.0		289.0	363.0		42.0						0.0				0.0		0.0	1.0	0.0		0.0	4.0		0.0		17.0								0.0	0.0		0.0		
LK-7133125	718.0	46.0	764.0	1057.0		316.0	351.0		45.0									0.0	0.0		0.0	1.0	0.0	1.0		2.0		0.0		0.0	0.0												
LK-8206175	718.0	30.0	748.0	1030.0		313.0	371.0		32.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-8209015	718.0	30.0	748.0	1030.0		313.0	371.0		32.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-3330080	718.0	19.0	737.0	964.0		261.0	387.0		67.0										0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0		0.0			0.0								
LK-9127005	718.0	27.0	746.0	921.0		319.0	384.0		12.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-8218090	718.0	30.0	748.0	1018.0		312.0	373.0		31.0										0.0		0.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-1227755	718.0	37.0	756.0	1007.0		321.0	340.0		53.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-2130150	717.0	18.0	736.0	1005.0		461.0	210.0		38.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							1.0	0.0
LK-4109130	717.0	63.0	802.0	1307.0	500.0	69.0	47.0		0.0	51.0	36.0	3.0		2.0			1.0		0.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-2157120	717.0	55.0	772.0	1022.0		402.0	275.0		23.0						0.0			0.0	0.0		1.0	0.0	0.0			5.0		0.0		1.0	0.0	0.0		1.0	0.0							8.0	0.0
LK-3145250	717.0	16.0	733.0	984.0		302.0	353.0		56.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		1.0								0.0	0.0		0.0		
LK-6172275	717.0	29.0	746.0	989.0		365.0	324.0		23.0										0.0		0.0	1.0	0.0	0.0	0.0	4.0		0.0		0.0	0.0								0.0				
LK-1115235	717.0	33.0	751.0	970.0		323.0	354.0		36.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-1324090	717.0	23.0	740.0	961.0		394.0	272.0		30.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				17.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-2203180	717.0	53.0	771.0	1051.0		322.0	363.0		28.0								0.0		0.0	1.0	0.0	1.0	0.0			1.0		0.0		0.0		0.0			0.0	0.0							
LK-1227140	717.0	37.0	755.0	1005.0		320.0	340.0		53.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-2121065	716.0	40.0	756.0	984.0		330.0	368.0		15.0						0.0			0.0	0.0		1.0	0.0	0.0			1.0		0.0		0.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2151090	716.0	54.0	771.0	1021.0		402.0	274.0		23.0						0.0			0.0	0.0		1.0	0.0	0.0			5.0		0.0		1.0	0.0	0.0		1.0	0.0							8.0	0.0
LK-9115040	716.0	36.0	753.0	981.0		350.0	341.0		21.0										0.0		1.0	0.0	0.0		0.0	2.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1215595	716.0	34.0	751.0	979.0		319.0	338.0		54.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1224110	716.0	30.0	747.0	986.0		285.0	361.0		65.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-8118095	715.0	50.0	766.0	1042.0		426.0	230.0		16.0						0.0						1.0	0.0	0.0			2.0				0.0												39.0	
LK-6163155	715.0	48.0	764.0	1050.0		327.0	352.0		33.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-3109190	715.0	17.0	733.0	1039.0		269.0	392.0		37.0						0.0				0.0		0.0	3.0	0.0		0.0	1.0		0.0		11.0								0.0	0.0		0.0		
LK-7124095	715.0	45.0	760.0	1063.0		342.0	329.0		35.0									0.0	0.0		1.0	0.0	0.0	0.0		3.0		0.0		0.0	0.0												
LK-2136080	715.0	26.0	741.0	997.0		364.0	310.0		35.0						0.0			0.0	0.0		0.0	0.0	0.0			2.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-3236200	715.0	17.0	733.0	998.0		249.0	412.0		48.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-2112005	715.0	41.0	757.0	1022.0		426.0	249.0		21.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		2.0	0.0	0.0		0.0	0.0							11.0	0.0
LK-3221115	715.0	17.0	734.0	989.0		297.0	371.0		43.0										0.0		0.0	0.0	0.0		0.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-1215235	715.0	34.0	750.0	978.0		319.0	337.0		54.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-8224130	715.0	22.0	737.0	953.0		279.0	393.0		41.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-8127270	714.0	35.0	750.0	993.0		390.0	278.0		32.0						0.0						0.0	1.0	0.0			0.0				1.0												10.0	
LK-5236020	714.0	39.0	754.0	1108.0	104.0	320.0	89.0		2.0	0.0	2.0							0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							193.0						
LK-6248180	714.0	39.0	754.0	1132.0		346.0	331.0		32.0								0.0		0.0		0.0	1.0	0.0	0.0		4.0		0.0		0.0	0.0	0.0											
LK-3239105	714.0	17.0	733.0	987.0		297.0	370.0		43.0										0.0		0.0	0.0	0.0		0.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-9103010	714.0	23.0	737.0	958.0		311.0	380.0		20.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-2148085	714.0	41.0	755.0	996.0		415.0	263.0		15.0						0.0			0.0	0.0		1.0	0.0	0.0			1.0		0.0		2.0	0.0	0.0		1.0	0.0							14.0	0.0
LK-9118150	714.0	36.0	751.0	979.0		349.0	340.0		21.0										0.0		1.0	0.0	0.0		0.0	2.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1209615	714.0	34.0	749.0	988.0		325.0	350.0		36.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-5251055	714.0	44.0	759.0	1147.0	189.0	328.0	117.0		3.0	1.0	1.0							1.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							72.0						
LK-1227235	714.0	37.0	752.0	1002.0		319.0	338.0		53.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1306165	714.0	19.0	733.0	931.0		292.0	371.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-7212190	714.0	27.0	741.0	983.0		379.0	295.0		37.0						0.0		0.0					1.0	0.0							0.0													
LK-1233060	714.0	30.0	745.0	975.0		297.0	355.0		56.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-4121005	713.0	70.0	802.0	1488.0	480.0	35.0	83.0		0.0	39.0	61.0	3.0		3.0			1.0		1.0	1.0		0.0	0.0					0.0					0.0	1.0									
LK-3154210	713.0	16.0	730.0	994.0		273.0	394.0		40.0						0.0				0.0		0.0	3.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-3139195	713.0	14.0	727.0	969.0		411.0	238.0		58.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		2.0								0.0	0.0		0.0		
LK-6160325	713.0	39.0	753.0	1005.0		356.0	320.0		32.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-6139010	713.0	44.0	758.0	1044.0		317.0	367.0		26.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-2127295	713.0	28.0	742.0	993.0		391.0	279.0		34.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		2.0	0.0	1.0		0.0	0.0							2.0	0.0
LK-7115030	713.0	34.0	747.0	1019.0		302.0	337.0		68.0									0.0	0.0		0.0	0.0	0.0	0.0		2.0		0.0		1.0	0.0												
LK-7118080	713.0	34.0	747.0	1020.0		302.0	338.0		68.0									0.0	0.0		0.0	0.0	0.0	0.0		2.0		0.0		1.0	0.0												
LK-6181175	713.0	23.0	736.0	974.0		316.0	360.0		33.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-1333075	713.0	26.0	739.0	970.0		308.0	370.0		28.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				4.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3115135	713.0	19.0	732.0	937.0		316.0	365.0		28.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1118145	713.0	33.0	746.0	964.0		321.0	352.0		36.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-3306025	713.0	20.0	733.0	937.0		276.0	366.0		69.0										0.0		0.0	1.0	0.0		0.0	0.0		0.0		0.0		0.0			0.0								
LK-4203100	712.0	64.0	778.0	1217.0	415.0	195.0	40.0	43.0	0.0	5.0	1.0	0.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-4203185	712.0	64.0	778.0	1217.0	415.0	195.0	40.0	43.0	0.0	5.0	1.0	0.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-4209060	712.0	65.0	779.0	1218.0	416.0	195.0	40.0	43.0	0.0	5.0	1.0	0.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-3330155	712.0	19.0	731.0	955.0		258.0	383.0		66.0										0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0		0.0			0.0								
LK-7218030	712.0	27.0	740.0	1003.0		310.0	350.0		50.0						0.0		0.0					2.0	0.0							1.0													
LK-6130060	712.0	41.0	753.0	1038.0		331.0	340.0		29.0										0.0		0.0	0.0	0.0	0.0	0.0	10.0		0.0		1.0	0.0								0.0				
LK-3239015	712.0	17.0	730.0	984.0		296.0	369.0		43.0										0.0		0.0	0.0	0.0		0.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-6172180	712.0	28.0	740.0	981.0		362.0	322.0		22.0										0.0		0.0	1.0	0.0	0.0	0.0	4.0		0.0		0.0	0.0								0.0				
LK-3121035	712.0	19.0	732.0	936.0		316.0	364.0		28.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1209220	712.0	34.0	746.0	985.0		324.0	349.0		36.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-2130165	711.0	18.0	729.0	997.0		457.0	208.0		37.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							1.0	0.0
LK-7206155	711.0	24.0	736.0	981.0		358.0	318.0		33.0						0.0		0.0					1.0	0.0							1.0													
LK-6242030	711.0	36.0	748.0	1126.0		343.0	334.0		30.0								0.0		0.0		0.0	0.0	0.0	0.0		2.0		0.0		0.0	0.0	0.0											
LK-6242210	711.0	36.0	748.0	1126.0		343.0	334.0		30.0								0.0		0.0		0.0	0.0	0.0	0.0		2.0		0.0		0.0	0.0	0.0											
LK-8136085	711.0	35.0	747.0	982.0		391.0	267.0		31.0						0.0						1.0	0.0	0.0			1.0				1.0												19.0	
LK-1312235	711.0	27.0	739.0	965.0		308.0	371.0		24.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3221135	711.0	17.0	729.0	983.0		295.0	369.0		43.0										0.0		0.0	0.0	0.0		0.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-3203035	711.0	27.0	739.0	978.0		301.0	366.0		41.0										0.0		1.0	1.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-1230445	711.0	31.0	742.0	959.0		294.0	373.0		38.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		1.0						0.0					
LK-1321175	711.0	20.0	730.0	960.0		322.0	332.0		47.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1212045	711.0	32.0	744.0	1012.0		323.0	333.0		51.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1309285	711.0	21.0	732.0	945.0		280.0	386.0		39.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-9209115	710.0	28.0	739.0	1010.0		364.0	312.0		24.0						0.0				0.0		0.0	2.0	0.0		0.0	1.0		0.0		5.0				1.0								1.0	
LK-8119080	710.0	50.0	761.0	1036.0		423.0	229.0		16.0						0.0						1.0	0.0	0.0			2.0				0.0												39.0	
LK-8124010	710.0	46.0	757.0	1003.0		409.0	252.0		30.0						0.0						1.0	0.0	0.0			0.0				1.0												17.0	
LK-7154025	710.0	49.0	760.0	1056.0		344.0	334.0		30.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-6239115	710.0	36.0	746.0	1124.0		343.0	334.0		30.0								0.0		0.0		0.0	0.0	0.0	0.0		2.0		0.0		0.0	0.0	0.0											
LK-6142200	710.0	35.0	746.0	990.0		330.0	363.0		16.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-6245125	710.0	39.0	749.0	1124.0		343.0	329.0		32.0								0.0		0.0		0.0	1.0	0.0	0.0		4.0		0.0		0.0	0.0	0.0											
LK-2127205	710.0	28.0	738.0	988.0		389.0	278.0		34.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		2.0	0.0	1.0		0.0	0.0							2.0	0.0
LK-6103105	710.0	36.0	747.0	1020.0		289.0	390.0		29.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-9127090	710.0	27.0	737.0	910.0		316.0	380.0		12.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-8118165	709.0	50.0	759.0	1034.0		422.0	228.0		16.0						0.0						1.0	0.0	0.0			2.0				0.0												39.0	
LK-2306635	709.0	65.0	774.0	1052.0		391.0	293.0		19.0				2.0	1.0					0.0		1.0	0.0	0.0			1.0		0.0		1.0		0.0	0.0		0.0								
LK-1336130	709.0	26.0	735.0	965.0		306.0	368.0		28.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				4.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1212570	709.0	32.0	742.0	1010.0		322.0	332.0		51.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-2109070	709.0	32.0	742.0	992.0		402.0	270.0		28.0						0.0			0.0	0.0		0.0	1.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-8119070	708.0	49.0	758.0	1032.0		422.0	228.0		16.0						0.0						1.0	0.0	0.0			2.0				0.0												39.0	
LK-9203425	708.0	27.0	735.0	995.0		342.0	327.0		34.0						0.0				0.0		0.0	0.0	0.0		0.0	2.0		0.0		1.0				1.0								0.0	
LK-8124215	708.0	46.0	755.0	1000.0		407.0	252.0		30.0						0.0						1.0	0.0	0.0			0.0				1.0												17.0	
LK-3133050	708.0	18.0	726.0	985.0		296.0	345.0		46.0						0.0				0.0		0.0	1.0	0.0		0.0	16.0		0.0		2.0								0.0	0.0		0.0		
LK-6239165	708.0	36.0	744.0	1120.0		342.0	333.0		30.0								0.0		0.0		0.0	0.0	0.0	0.0		2.0		0.0		0.0	0.0	0.0											
LK-2215025	708.0	50.0	758.0	1044.0		410.0	263.0		30.0								0.0		0.0	1.0	0.0	0.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-6203040	708.0	70.0	881.0	1392.0		537.0	156.0		10.0								0.0		0.0		1.0	0.0	0.0	1.0		0.0		0.0		3.0	0.0	0.0											
LK-3209135	708.0	23.0	731.0	977.0		230.0	427.0		42.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-2127020	708.0	28.0	736.0	986.0		388.0	277.0		34.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		2.0	0.0	1.0		0.0	0.0							2.0	0.0
LK-2127180	708.0	28.0	736.0	986.0		388.0	277.0		34.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		2.0	0.0	1.0		0.0	0.0							2.0	0.0
LK-2127325	708.0	28.0	737.0	986.0		388.0	277.0		34.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		2.0	0.0	1.0		0.0	0.0							2.0	0.0
LK-6184210	708.0	23.0	731.0	967.0		314.0	357.0		33.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6178280	708.0	30.0	739.0	945.0		315.0	365.0		26.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-6224025	708.0	51.0	759.0	1082.0		277.0	406.0		21.0								0.0		0.0		0.0	1.0	0.0	1.0		2.0		0.0		0.0	0.0	0.0											
LK-6127385	708.0	40.0	749.0	1037.0		296.0	375.0		35.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-1321110	708.0	20.0	728.0	957.0		321.0	331.0		47.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1227350	708.0	36.0	746.0	993.0		316.0	336.0		52.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1215275	708.0	34.0	742.0	968.0		316.0	334.0		54.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-5112090	708.0	35.0	753.0	1078.0	356.0	39.0	127.0	174.0	0.0	1.0	1.0	3.0		2.0			1.0		0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0														
LK-2312290	708.0	60.0	769.0	1005.0		438.0	250.0		7.0				6.0	1.0					0.0		1.0	0.0	0.0			2.0		0.0		0.0		0.0	0.0		0.0								
LK-5318050	707.0	42.0	749.0	1028.0	78.0	286.0	310.0		22.0	1.0	1.0	0.0					0.0	0.0	0.0		0.0	2.0	0.0			0.0		0.0			0.0												
LK-3327035	707.0	19.0	726.0	949.0		257.0	381.0		65.0										0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0		0.0			0.0								
LK-3145010	707.0	15.0	722.0	970.0		298.0	348.0		55.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		1.0								0.0	0.0		0.0		
LK-3145150	707.0	15.0	723.0	970.0		298.0	348.0		55.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		1.0								0.0	0.0		0.0		
LK-8106010	707.0	28.0	736.0	975.0		351.0	317.0		37.0						0.0						1.0	0.0	0.0			0.0				0.0												0.0	
LK-6178435	707.0	30.0	738.0	944.0		314.0	365.0		26.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-3203055	707.0	27.0	735.0	972.0		299.0	364.0		41.0										0.0		1.0	1.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-1327130	707.0	27.0	734.0	977.0		316.0	342.0		37.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				9.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-4133070	706.0	45.0	760.0	1229.0	495.0	44.0	38.0		1.0	53.0	64.0	5.0		3.0			1.0		1.0	1.0		0.0	0.0					0.0					0.0	1.0									
LK-9203260	706.0	27.0	733.0	991.0		341.0	326.0		34.0						0.0				0.0		0.0	0.0	0.0		0.0	2.0		0.0		1.0				1.0								0.0	
LK-8124265	706.0	46.0	752.0	996.0		406.0	251.0		30.0						0.0						1.0	0.0	0.0			0.0				1.0												17.0	
LK-6203150	706.0	69.0	878.0	1387.0		535.0	155.0		10.0								0.0		0.0		1.0	0.0	0.0	1.0		0.0		0.0		3.0	0.0	0.0											
LK-9218110	706.0	24.0	730.0	963.0		334.0	335.0		30.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		1.0				1.0								2.0	
