entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	JSP	ULPP	NLF	ULF	RPP	SLNF	DUA	SEP	SLPF	UNAF
LK-3315015	705.0	6.0	711.0	896.0	228.0	468.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1309215	705.0	7.0	712.0	881.0	302.0	394.0	3.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9121030	705.0	8.0	714.0	870.0	354.0	341.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6184260	705.0	6.0	712.0	890.0	310.0	388.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9103105	705.0	5.0	710.0	877.0	306.0	390.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3330130	705.0	6.0	711.0	905.0	240.0	455.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8136125	705.0	12.0	717.0	924.0	378.0	315.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3134020	705.0	7.0	712.0	895.0	277.0	420.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3109190	705.0	7.0	712.0	918.0	250.0	446.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1118120	704.0	8.0	711.0	899.0	322.0	373.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233075	704.0	6.0	711.0	975.0	354.0	342.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8106185	704.0	11.0	715.0	919.0	379.0	313.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2233250	704.0	12.0	716.0	949.0	381.0	309.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9212140	704.0	6.0	710.0	926.0	297.0	399.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3309075	703.0	7.0	709.0	895.0	269.0	425.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7215205	703.0	7.0	710.0	920.0	339.0	356.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1206315	703.0	8.0	711.0	890.0	314.0	381.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1215280	703.0	8.0	711.0	887.0	301.0	395.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5233015	703.0	7.0	710.0	1081.0	462.0	231.0	3.0	3.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6169075	703.0	7.0	709.0	915.0	346.0	350.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9206185	703.0	7.0	710.0	937.0	386.0	308.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9206295	703.0	7.0	710.0	937.0	386.0	308.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3330305	703.0	6.0	709.0	903.0	239.0	454.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6242030	703.0	6.0	708.0	997.0	330.0	366.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-6242210	703.0	6.0	708.0	997.0	330.0	366.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-7206115	703.0	5.0	709.0	912.0	336.0	359.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7127010	703.0	7.0	710.0	977.0	316.0	378.0	3.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2121155	703.0	10.0	713.0	906.0	348.0	343.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1215210	702.0	8.0	710.0	885.0	301.0	394.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227655	702.0	9.0	711.0	916.0	269.0	425.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7142005	702.0	7.0	709.0	926.0	293.0	400.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7142020	702.0	7.0	709.0	926.0	293.0	400.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7148115	702.0	7.0	709.0	926.0	293.0	400.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6169100	702.0	7.0	708.0	914.0	345.0	350.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6248180	702.0	7.0	709.0	1022.0	343.0	352.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3139240	702.0	7.0	708.0	951.0	362.0	333.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4309135	702.0	13.0	714.0	1741.0	557.0	132.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-3106050	702.0	6.0	707.0	935.0	296.0	397.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-2130310	702.0	9.0	711.0	951.0	449.0	247.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1206060	701.0	8.0	709.0	888.0	314.0	380.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3333140	701.0	6.0	707.0	890.0	227.0	465.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1333070	701.0	7.0	708.0	900.0	315.0	375.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6224165	701.0	6.0	707.0	980.0	308.0	385.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6169175	701.0	7.0	707.0	912.0	344.0	349.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3103250	701.0	6.0	707.0	880.0	276.0	415.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6175190	701.0	5.0	705.0	895.0	343.0	351.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6239115	701.0	6.0	707.0	994.0	329.0	365.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-2136095	701.0	7.0	709.0	907.0	348.0	344.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7203160	701.0	7.0	708.0	914.0	300.0	392.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3245025	701.0	5.0	706.0	924.0	244.0	447.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-5306010	701.0	13.0	713.0	1202.0	546.0	144.0	4.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-7124135	701.0	7.0	708.0	974.0	315.0	377.0	3.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8127270	701.0	9.0	710.0	882.0	351.0	339.0	4.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9209205	701.0	8.0	710.0	919.0	350.0	341.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9209255	701.0	8.0	710.0	919.0	350.0	341.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8115110	701.0	13.0	713.0	926.0	337.0	345.0	5.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
LK-1112295	700.0	7.0	706.0	912.0	279.0	414.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2133275	700.0	10.0	710.0	923.0	400.0	291.0	3.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-1233175	700.0	7.0	707.0	896.0	277.0	417.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7212025	700.0	7.0	707.0	917.0	338.0	355.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6230020	700.0	6.0	707.0	969.0	352.0	340.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6172070	700.0	7.0	707.0	912.0	344.0	349.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8215005	700.0	9.0	709.0	928.0	293.0	397.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3221100	700.0	6.0	707.0	911.0	261.0	431.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3242110	700.0	6.0	705.0	910.0	262.0	432.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2136045	700.0	7.0	707.0	905.0	348.0	343.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7215215	699.0	7.0	706.0	915.0	337.0	354.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1318110	699.0	7.0	706.0	870.0	282.0	409.0	3.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1321415	699.0	7.0	706.0	903.0	291.0	400.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1209320	699.0	6.0	705.0	872.0	325.0	366.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3218155	699.0	6.0	705.0	883.0	261.0	427.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2148045	699.0	12.0	710.0	939.0	400.0	288.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2151245	699.0	11.0	711.0	941.0	351.0	336.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-2127100	699.0	9.0	708.0	907.0	369.0	322.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3330080	699.0	6.0	705.0	898.0	238.0	451.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6239165	699.0	6.0	705.0	992.0	328.0	364.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-7203175	699.0	7.0	706.0	911.0	300.0	391.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7203190	699.0	7.0	706.0	911.0	300.0	391.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8109075	699.0	13.0	711.0	924.0	337.0	344.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
LK-2130185	699.0	9.0	708.0	947.0	447.0	246.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1206220	698.0	8.0	705.0	883.0	312.0	379.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3315020	698.0	6.0	704.0	886.0	226.0	463.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1230015	698.0	6.0	705.0	881.0	275.0	416.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-6106275	698.0	6.0	705.0	924.0	309.0	382.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6181175	698.0	6.0	704.0	881.0	307.0	384.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6178085	698.0	5.0	703.0	886.0	326.0	365.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6245125	698.0	7.0	705.0	1015.0	341.0	350.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3221010	698.0	6.0	704.0	907.0	260.0	429.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6130345	698.0	9.0	707.0	955.0	349.0	342.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-7115065	698.0	7.0	704.0	945.0	296.0	394.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2230020	698.0	11.0	709.0	940.0	378.0	307.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-5315175	698.0	13.0	711.0	1197.0	544.0	143.0	4.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7109105	698.0	6.0	704.0	969.0	294.0	395.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7109120	698.0	6.0	704.0	969.0	294.0	395.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8130300	698.0	9.0	707.0	889.0	360.0	327.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1230010	697.0	6.0	704.0	879.0	274.0	415.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-1336085	697.0	7.0	704.0	895.0	313.0	373.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3239195	697.0	6.0	703.0	907.0	260.0	429.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6139010	697.0	6.0	703.0	921.0	327.0	363.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-6133195	697.0	9.0	706.0	955.0	348.0	341.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-1227205	696.0	9.0	704.0	907.0	267.0	421.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3115135	696.0	6.0	703.0	829.0	293.0	393.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3121035	696.0	6.0	702.0	828.0	292.0	393.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9142025	696.0	8.0	704.0	858.0	349.0	336.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3218090	696.0	6.0	701.0	878.0	260.0	425.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-8106025	696.0	11.0	706.0	908.0	375.0	309.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7109015	696.0	6.0	702.0	967.0	293.0	394.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9233050	696.0	8.0	704.0	888.0	337.0	346.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9233075	696.0	8.0	704.0	888.0	337.0	346.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8139130	696.0	12.0	708.0	918.0	424.0	259.0	6.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2315035	695.0	10.0	705.0	886.0	563.0	120.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3309065	695.0	7.0	702.0	886.0	266.0	420.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3312005	695.0	7.0	701.0	885.0	266.0	420.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1224245	695.0	7.0	701.0	891.0	246.0	443.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1233020	695.0	7.0	701.0	889.0	275.0	413.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1336035	695.0	7.0	701.0	892.0	312.0	372.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3142165	695.0	6.0	702.0	884.0	277.0	410.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3145160	695.0	6.0	701.0	883.0	276.0	410.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2154035	695.0	11.0	706.0	935.0	349.0	334.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-7115035	695.0	7.0	702.0	942.0	295.0	392.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3233095	695.0	5.0	701.0	907.0	236.0	449.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2145095	695.0	10.0	705.0	929.0	394.0	290.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-5110075	695.0	9.0	704.0	1574.0	490.0	191.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-1306105	694.0	7.0	701.0	864.0	280.0	406.0	3.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2203035	694.0	9.0	703.0	923.0	320.0	363.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7163055	694.0	7.0	702.0	916.0	290.0	396.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8212180	694.0	9.0	704.0	921.0	291.0	393.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3112035	694.0	6.0	700.0	871.0	273.0	410.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9218110	694.0	7.0	701.0	880.0	333.0	354.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2136080	694.0	7.0	701.0	897.0	345.0	340.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7206220	694.0	5.0	699.0	900.0	332.0	354.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7103050	694.0	6.0	700.0	963.0	292.0	392.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9212135	694.0	6.0	700.0	914.0	293.0	393.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2221010	694.0	10.0	704.0	904.0	330.0	351.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6163155	694.0	9.0	703.0	945.0	316.0	369.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2315045	693.0	10.0	703.0	884.0	562.0	120.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5206035	693.0	6.0	699.0	918.0	297.0	387.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9112020	693.0	6.0	700.0	852.0	317.0	368.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3333040	693.0	6.0	699.0	880.0	224.0	460.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6184210	693.0	6.0	699.0	874.0	305.0	381.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6245060	693.0	7.0	700.0	1009.0	339.0	348.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6248125	693.0	7.0	700.0	1009.0	339.0	348.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3112045	693.0	6.0	699.0	870.0	272.0	410.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6203050	693.0	12.0	705.0	1085.0	456.0	227.0	4.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-2151115	693.0	11.0	704.0	932.0	348.0	333.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-2127260	693.0	9.0	702.0	899.0	366.0	320.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6154140	693.0	7.0	700.0	906.0	348.0	339.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3154180	693.0	6.0	699.0	880.0	265.0	419.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3330155	693.0	6.0	699.0	890.0	236.0	447.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7203015	693.0	7.0	699.0	902.0	297.0	387.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3248220	693.0	5.0	698.0	914.0	242.0	442.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1215005	692.0	7.0	699.0	872.0	296.0	388.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9118145	692.0	8.0	700.0	862.0	334.0	347.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2142095	692.0	11.0	703.0	930.0	396.0	285.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7112080	692.0	7.0	700.0	959.0	331.0	350.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1315115	692.0	8.0	700.0	876.0	319.0	360.0	5.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2303045	692.0	8.0	700.0	886.0	444.0	237.0	5.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8124275	692.0	12.0	704.0	900.0	367.0	310.0	5.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-1136340	691.0	7.0	698.0	883.0	265.0	420.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7215005	691.0	7.0	698.0	905.0	333.0	350.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9133065	691.0	7.0	697.0	822.0	295.0	385.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1206070	690.0	7.0	697.0	873.0	308.0	374.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1227630	690.0	9.0	699.0	900.0	264.0	418.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1303005	690.0	7.0	697.0	875.0	285.0	398.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9106110	690.0	5.0	695.0	858.0	300.0	382.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6248045	690.0	7.0	696.0	1004.0	337.0	346.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136195	690.0	6.0	696.0	904.0	262.0	420.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1224115	689.0	7.0	696.0	884.0	244.0	440.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5233145	689.0	7.0	696.0	1060.0	453.0	226.0	3.0	3.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6178050	689.0	5.0	694.0	874.0	322.0	360.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3224120	689.0	6.0	695.0	870.0	257.0	421.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-8136080	689.0	11.0	701.0	904.0	369.0	308.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9230075	689.0	8.0	697.0	879.0	334.0	342.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-5109055	689.0	9.0	698.0	1560.0	486.0	190.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-5110060	689.0	9.0	698.0	1560.0	486.0	190.0	4.0	4.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-1224215	688.0	7.0	694.0	882.0	243.0	439.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1233405	688.0	6.0	694.0	880.0	272.0	409.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227710	688.0	9.0	697.0	898.0	264.0	417.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1230580	688.0	6.0	694.0	867.0	271.0	409.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3221115	688.0	6.0	694.0	895.0	256.0	424.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3145075	688.0	6.0	694.0	874.0	274.0	406.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3327035	688.0	6.0	694.0	884.0	234.0	444.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2112155	688.0	11.0	700.0	925.0	412.0	266.0	4.0	3.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-7154135	688.0	7.0	695.0	923.0	327.0	352.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7121085	688.0	7.0	695.0	956.0	309.0	370.0	3.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
