entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
LK-3224040	473.0	22.0	495.0	873.0				31.0										307.0			132.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							1.0													0.0																																								
LK-1327040	473.0	55.0	529.0	836.0			0.0	25.0										301.0			145.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3118130	473.0	29.0	503.0	759.0			0.0	22.0										323.0			126.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-1209380	473.0	32.0	504.0	783.0			0.0	23.0										306.0			142.0	0.0	0.0		0.0					1.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1115115	473.0	31.0	504.0	789.0			0.0	40.0										308.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0	0.0	0.0																					0.0			0.0	1.0								0.0																	0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													
LK-1115155	473.0	31.0	504.0	789.0			0.0	40.0										308.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0	0.0	0.0																					0.0			0.0	1.0								0.0																	0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													
LK-1309195	473.0	44.0	518.0	789.0			0.0	29.0										320.0			120.0	0.0	0.0		0.0				0.0	1.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1310115	473.0	44.0	518.0	789.0			0.0	29.0										320.0			120.0	0.0	0.0		0.0				0.0	1.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1212730	473.0	24.0	498.0	796.0			0.0	31.0										315.0			125.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-2312210	473.0	65.0	538.0	799.0			0.0	4.0										235.0			192.0	0.0	0.0	1.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-4136125	472.0	48.0	523.0	3020.0	220.0	4.0		1.0										162.0	32.0		29.0			1.0	1.0	0.0	4.0		3.0																							0.0	6.0			1.0									0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0																																																																																									
LK-8109065	472.0	40.0	512.0	897.0			0.0	13.0										316.0			131.0	0.0	0.0		0.0						1.0											0.0	0.0	0.0	2.0	0.0																																								0.0		8.0												0.0			0.0																																																												
LK-3106070	472.0	23.0	495.0	885.0			0.0	34.0										307.0			129.0	0.0	0.0	0.0	0.0					1.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-7203040	472.0	42.0	515.0	893.0			0.0	25.0										343.0			103.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-7203215	472.0	42.0	514.0	893.0			0.0	25.0										343.0			103.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-3236175	472.0	22.0	493.0	879.0				26.0										326.0			116.0		0.0	0.0	0.0	0.0			0.0	2.0	0.0																				1.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-2112205	472.0	58.0	531.0	886.0			0.0	17.0										270.0			183.0	0.0			0.0			0.0	0.0	1.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2230015	472.0	61.0	533.0	908.0			0.0	17.0										292.0			160.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	1.0																																																		
LK-2127020	472.0	50.0	522.0	892.0			0.0	29.0										271.0			169.0	0.0			0.0			0.0	0.0	2.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2127180	472.0	50.0	522.0	892.0			0.0	29.0										271.0			169.0	0.0			0.0			0.0	0.0	2.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-3330315	472.0	19.0	491.0	748.0			0.0	34.0										315.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-9218200	472.0	32.0	505.0	814.0			0.0	20.0										311.0			140.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-6224010	472.0	48.0	520.0	940.0			0.0	12.0										355.0			103.0	0.0	0.0		0.0				0.0	1.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-2157140	472.0	39.0	512.0	788.0			0.0	10.0										353.0			108.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2206115	472.0	46.0	519.0	927.0			0.0	21.0										332.0			117.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-1303130	472.0	44.0	516.0	786.0			0.0	55.0										282.0			134.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3315255	472.0	17.0	489.0	747.0			0.0	37.0										316.0			117.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-1318160	472.0	48.0	520.0	801.0			0.0	39.0										303.0			128.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1227670	472.0	24.0	496.0	782.0			0.0	36.0										331.0			103.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-2145235	471.0	64.0	536.0	880.0			0.0	10.0										282.0			178.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-8127135	471.0	33.0	504.0	790.0			0.0	23.0										286.0			149.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	4.0	0.0																																								0.0		8.0												0.0			0.0																																																												
LK-9215050	471.0	33.0	504.0	855.0			0.0	20.0										325.0			125.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-6136100	471.0	40.0	511.0	917.0			0.0	17.0										328.0			125.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-8130250	471.0	31.0	502.0	819.0			0.0	22.0										236.0			167.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	38.0	1.0																																								0.0		6.0												0.0			0.0																																																												
LK-7206015	471.0	42.0	513.0	839.0			0.0	14.0										310.0			146.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-5234045	471.0	0.0	0.0	0.0	43.0	1.0		1.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	309.0			111.0	0.0	0.0		0.0	4.0		0.0		0.0																					0.0																																			0.0																																																																													
LK-3330145	471.0	19.0	490.0	746.0			0.0	33.0										314.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-6106045	471.0	52.0	523.0	944.0			0.0	15.0										334.0			120.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3242330	471.0	13.0	483.0	787.0				35.0										238.0			195.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-2148085	471.0	66.0	538.0	888.0			0.0	12.0										271.0			186.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-6169105	471.0	33.0	505.0	882.0			0.0	17.0										275.0			178.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-6178340	471.0	33.0	505.0	821.0			0.0	18.0										295.0			157.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-9118260	471.0	47.0	518.0	817.0			0.0	10.0										304.0			155.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				1.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-3115060	471.0	29.0	501.0	756.0			0.0	22.0										322.0			125.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-1209085	471.0	31.0	502.0	781.0			0.0	23.0										305.0			141.0	0.0	0.0		0.0					1.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1215290	471.0	23.0	494.0	770.0			0.0	34.0										312.0			123.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1233145	471.0	22.0	494.0	764.0			0.0	40.0										314.0			116.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-3312035	471.0	19.0	490.0	741.0			0.0	30.0										268.0			171.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-9209030	470.0	32.0	502.0	854.0			0.0	17.0										328.0			123.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-2121150	470.0	67.0	539.0	902.0			0.0	8.0										338.0			122.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-8118200	470.0	47.0	517.0	856.0			0.0	10.0										261.0			168.0	1.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		28.0												0.0			0.0																																																												
LK-7124095	470.0	30.0	500.0	965.0			0.0	23.0										308.0			134.0	0.0	0.0		3.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5225055	470.0	0.0	0.0	0.0	101.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	106.0			259.0	0.0	0.0		0.0	2.0		0.0	0.0	0.0																					0.0																																			0.0																																																																													
LK-3151180	470.0	27.0	497.0	867.0			0.0	32.0										315.0			121.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2112010	470.0	58.0	528.0	882.0			0.0	17.0										268.0			182.0	0.0			0.0			0.0	0.0	1.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2139150	470.0	43.0	513.0	823.0			0.0	21.0										280.0			167.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2139320	470.0	43.0	514.0	824.0			0.0	21.0										281.0			167.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2127005	470.0	49.0	519.0	886.0			0.0	29.0										269.0			168.0	0.0			0.0			0.0	0.0	2.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-5110090	470.0	45.0	520.0	936.0	132.0	2.0	0.0	1.0										162.0			88.0	0.0			0.0	65.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	3.0																																																																																																														
LK-3148110	470.0	32.0	502.0	799.0			0.0	24.0										318.0			126.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-9121090	470.0	44.0	515.0	821.0			0.0	9.0										317.0			143.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-9142090	470.0	44.0	515.0	821.0			0.0	9.0										317.0			143.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-9145135	470.0	44.0	514.0	820.0			0.0	9.0										316.0			143.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-1321120	470.0	47.0	517.0	825.0			0.0	43.0										295.0			130.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1115160	470.0	31.0	502.0	786.0			0.0	39.0										307.0			122.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0	0.0	0.0																					0.0			0.0	1.0								0.0																	0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													
LK-1310075	470.0	44.0	514.0	784.0			0.0	29.0										318.0			120.0	0.0	0.0		0.0				0.0	1.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1227130	470.0	24.0	494.0	779.0			0.0	36.0										330.0			103.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-7212280	470.0	42.0	513.0	807.0			0.0	15.0										321.0			133.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-4115110	469.0	66.0	536.0	2812.0	204.0	2.0		1.0										184.0	14.0		24.0			0.0	0.0	0.0	5.0		2.0																							0.0	7.0			1.0									0.0	0.0	6.0	0.0	2.0	1.0	7.0	0.0	0.0	0.0																																																																																									
LK-8109020	469.0	39.0	508.0	890.0			0.0	13.0										313.0			130.0	0.0	0.0		0.0						1.0											0.0	0.0	0.0	2.0	0.0																																								0.0		8.0												0.0			0.0																																																												
LK-3209140	469.0	26.0	495.0	883.0				23.0										341.0			103.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-6154075	469.0	31.0	500.0	831.0			0.0	27.0										275.0			165.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-6215065	469.0	46.0	515.0	964.0			0.0	6.0										265.0			197.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-6181195	469.0	27.0	496.0	807.0			0.0	18.0										310.0			139.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1339165	469.0	62.0	531.0	846.0			0.0	17.0										320.0			130.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3124250	469.0	32.0	501.0	797.0			0.0	24.0										317.0			125.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-9109025	469.0	34.0	503.0	794.0			0.0	9.0										331.0			127.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-1230465	469.0	26.0	495.0	758.0			0.0	27.0										337.0			103.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-3318025	469.0	17.0	486.0	741.0			0.0	37.0										314.0			116.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-3318160	469.0	17.0	486.0	742.0			0.0	37.0										314.0			116.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-3333255	469.0	17.0	487.0	743.0			0.0	37.0										314.0			117.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-1227225	469.0	24.0	494.0	778.0			0.0	36.0										329.0			102.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1227660	469.0	24.0	493.0	778.0			0.0	36.0										329.0			102.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1215360	469.0	23.0	493.0	767.0			0.0	33.0										311.0			122.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1215530	469.0	23.0	492.0	767.0			0.0	33.0										311.0			122.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-7212070	469.0	42.0	511.0	804.0			0.0	15.0										319.0			133.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-7215145	469.0	42.0	511.0	805.0			0.0	15.0										320.0			133.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-3312050	469.0	19.0	488.0	737.0			0.0	30.0										267.0			170.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-4118015	468.0	60.0	530.0	1968.0	223.0	3.0		1.0										131.0	11.0		34.0			1.0	0.0	0.0	9.0		1.0																							0.0	5.0			2.0									1.0	0.0	6.0	0.0	7.0	2.0	13.0	2.0	0.0	0.0																																																																																									
LK-2118150	468.0	67.0	535.0	897.0			0.0	8.0										336.0			122.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-8127145	468.0	33.0	500.0	784.0			0.0	22.0										284.0			148.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	4.0	0.0																																								0.0		8.0												0.0			0.0																																																												
LK-8203085	468.0	36.0	505.0	957.0				21.0										366.0			79.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				1.0																										0.0																					0.0	0.0	0.0	0.0	0.0																																																													
LK-3136200	468.0	23.0	491.0	839.0			0.0	32.0										325.0			110.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3330325	468.0	19.0	488.0	742.0			0.0	33.0										312.0			121.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-6103010	468.0	52.0	521.0	939.0			0.0	15.0										332.0			120.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-6245185	468.0	35.0	503.0	937.0			0.0	23.0										283.0			161.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-6248145	468.0	35.0	503.0	937.0			0.0	23.0										283.0			161.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-9115170	468.0	47.0	515.0	812.0			0.0	10.0										302.0			154.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				1.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-3324115	468.0	22.0	490.0	767.0			0.0	28.0										293.0			145.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-1324315	468.0	52.0	520.0	809.0			0.0	44.0										254.0			169.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1230105	468.0	26.0	494.0	757.0			0.0	27.0										337.0			103.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1230560	468.0	26.0	493.0	756.0			0.0	27.0										337.0			103.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1212440	468.0	24.0	493.0	787.0			0.0	31.0										312.0			123.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-5121055	468.0	31.0	503.0	827.0	174.0	3.0	0.0	1.0										187.0			65.0	0.0			0.0	20.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	8.0																																																																																																														
LK-3309190	468.0	19.0	488.0	736.0			0.0	29.0										267.0			170.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-3309215	468.0	19.0	487.0	736.0			0.0	29.0										267.0			170.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-3106220	467.0	22.0	489.0	875.0			0.0	33.0										304.0			127.0	0.0	0.0	0.0	0.0					1.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-7103035	467.0	35.0	502.0	972.0			0.0	20.0										336.0			108.0	0.0	0.0		1.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-7109140	467.0	35.0	503.0	973.0			0.0	21.0										337.0			108.0	0.0	0.0		1.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-9212215	467.0	28.0	495.0	851.0			0.0	26.0										323.0			115.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-6145300	467.0	36.0	504.0	827.0			0.0	8.0										259.0			199.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-7203060	467.0	42.0	509.0	883.0			0.0	25.0										339.0			102.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-3151055	467.0	27.0	495.0	863.0			0.0	32.0										313.0			121.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2139565	467.0	43.0	511.0	819.0			0.0	21.0										279.0			166.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
