entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-3145250	784.0	8.0	792.0	984.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	364.0	1.0	0.0	0.0	0.0	1.0	414.0	1.0	0.0	0.0
LK-2127295	784.0	8.0	792.0	993.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	432.0	1.0	0.0	0.0	0.0	1.0	345.0	1.0	0.0	0.0
LK-2233350	784.0	12.0	796.0	1033.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	413.0	1.0	0.0	0.0	1.0	2.0	357.0	2.0	0.0	0.0
LK-2112005	784.0	12.0	796.0	1022.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	453.0	1.0	0.0	0.0	1.0	1.0	320.0	1.0	0.0	0.0
LK-7218030	784.0	6.0	790.0	1003.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	394.0	1.0	0.0	0.0	0.0	2.0	382.0	1.0	0.0	0.0
LK-6163155	784.0	8.0	792.0	1050.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	357.0	1.0	0.0	0.0	0.0	1.0	419.0	1.0	0.0	0.0
LK-9151090	783.0	9.0	792.0	996.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	312.0	1.0	0.0	0.0	1.0	1.0	462.0	2.0	0.0	0.0
LK-5233080	783.0	6.0	789.0	1132.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	607.0	1.0	0.0	0.0	0.0	1.0	167.0	1.0	0.0	0.0
LK-1115235	783.0	9.0	792.0	970.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	353.0	1.0	0.0	0.0	0.0	1.0	424.0	1.0	0.0	0.0
LK-6248005	783.0	8.0	791.0	1104.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	366.0	0.0	0.0	0.0	0.0	1.0	411.0	1.0	0.0	0.0
LK-8203065	783.0	10.0	792.0	1038.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	296.0	1.0	0.0	0.0	1.0	2.0	475.0	2.0	0.0	0.0
LK-7206010	783.0	4.0	787.0	995.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	422.0	1.0	0.0	0.0	0.0	1.0	355.0	1.0	0.0	0.0
LK-2209175	783.0	8.0	792.0	981.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	300.0	1.0	0.0	0.0	1.0	2.0	472.0	2.0	0.0	0.0
LK-6233175	782.0	9.0	791.0	1062.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	379.0	1.0	0.0	0.0	0.0	1.0	395.0	1.0	0.0	0.0
LK-9103010	782.0	6.0	788.0	958.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	320.0	1.0	0.0	0.0	0.0	1.0	454.0	1.0	0.0	0.0
LK-3203085	782.0	10.0	792.0	989.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	321.0	1.0	0.0	0.0	1.0	2.0	449.0	1.0	1.0	0.0
LK-8106040	782.0	10.0	792.0	993.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	327.0	1.0	0.0	0.0	1.0	2.0	443.0	2.0	0.0	0.0
LK-8106110	782.0	10.0	792.0	993.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	327.0	1.0	0.0	0.0	1.0	2.0	443.0	2.0	0.0	0.0
LK-2136080	782.0	9.0	792.0	997.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	401.0	1.0	0.0	0.0	0.0	1.0	374.0	1.0	0.0	0.0
LK-3248130	782.0	6.0	788.0	1020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	312.0	0.0	0.0	0.0	0.0	1.0	464.0	1.0	0.0	0.0
LK-5118215	782.0	9.0	791.0	1259.0	1.0	4.0	0.0	0.0	1.0	1.0	1.0	1.0	4.0	639.0	2.0	1.0	0.0	2.0	2.0	118.0	2.0	1.0	0.0
LK-4130020	782.0	24.0	806.0	1327.0	2.0	6.0	1.0	0.0	2.0	2.0	1.0	2.0	4.0	604.0	2.0	1.0	1.0	2.0	3.0	144.0	3.0	1.0	0.0
LK-2109070	781.0	9.0	790.0	992.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	451.0	1.0	0.0	0.0	0.0	1.0	322.0	1.0	0.0	0.0
LK-1215275	781.0	7.0	788.0	968.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0
LK-3318075	781.0	7.0	788.0	975.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	264.0	0.0	0.0	0.0	1.0	1.0	509.0	1.0	0.0	0.0
LK-3324120	781.0	6.0	787.0	973.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	267.0	1.0	0.0	0.0	1.0	2.0	504.0	1.0	0.0	0.0
LK-6245230	781.0	7.0	789.0	1101.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	365.0	0.0	0.0	0.0	0.0	1.0	410.0	1.0	0.0	0.0
LK-1312235	781.0	8.0	789.0	965.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	333.0	1.0	0.0	0.0	0.0	1.0	438.0	1.0	0.0	0.0
LK-7154130	781.0	7.0	788.0	1040.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	366.0	1.0	0.0	0.0	0.0	2.0	406.0	1.0	0.0	0.0
LK-9209215	781.0	8.0	789.0	1023.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	371.0	1.0	0.0	0.0	1.0	2.0	399.0	1.0	0.0	0.0
LK-2312290	780.0	13.0	793.0	1005.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	570.0	2.0	1.0	0.0	1.0	2.0	192.0	2.0	1.0	0.0
LK-7212190	780.0	6.0	785.0	983.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	490.0	1.0	0.0	0.0	0.0	1.0	282.0	1.0	0.0	0.0
LK-5242130	780.0	6.0	786.0	1129.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	605.0	1.0	0.0	0.0	0.0	1.0	166.0	1.0	0.0	0.0
LK-5245045	780.0	6.0	785.0	1128.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	605.0	1.0	0.0	0.0	0.0	1.0	166.0	1.0	0.0	0.0
LK-1230445	780.0	7.0	787.0	959.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.0	0.0	0.0	0.0	0.0	1.0	455.0	1.0	0.0	0.0
LK-1330150	780.0	10.0	789.0	993.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	352.0	1.0	0.0	0.0	0.0	1.0	419.0	1.0	0.0	0.0
LK-2127205	780.0	8.0	789.0	988.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	430.0	1.0	0.0	0.0	0.0	1.0	343.0	1.0	0.0	0.0
LK-2154110	780.0	15.0	795.0	1006.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	423.0	2.0	0.0	0.0	1.0	2.0	343.0	2.0	0.0	0.0
LK-6184260	780.0	6.0	786.0	985.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	1.0	431.0	1.0	0.0	0.0
LK-3242175	780.0	7.0	788.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	394.0	0.0	0.0	0.0	0.0	1.0	382.0	0.0	0.0	0.0
LK-8203140	780.0	10.0	789.0	1034.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	295.0	1.0	0.0	0.0	1.0	2.0	473.0	2.0	0.0	0.0
LK-7109140	780.0	5.0	785.0	1054.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	312.0	1.0	0.0	0.0	0.0	2.0	460.0	1.0	0.0	0.0
LK-5218195	780.0	6.0	785.0	1132.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	660.0	2.0	0.0	0.0	0.0	1.0	110.0	1.0	0.0	0.0
LK-7145105	779.0	6.0	785.0	1009.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	336.0	1.0	0.0	0.0	0.0	1.0	436.0	1.0	0.0	0.0
LK-1324395	779.0	8.0	787.0	975.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	444.0	1.0	0.0	0.0	0.0	1.0	328.0	1.0	0.0	0.0
LK-2127325	779.0	8.0	787.0	986.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	429.0	1.0	0.0	0.0	0.0	1.0	342.0	1.0	0.0	0.0
LK-7154235	779.0	7.0	785.0	1037.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	365.0	1.0	0.0	0.0	0.0	2.0	405.0	1.0	0.0	0.0
LK-8124010	779.0	15.0	794.0	1003.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	399.0	1.0	1.0	0.0	1.0	2.0	365.0	2.0	1.0	0.0
LK-4212015	779.0	13.0	792.0	1157.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	663.0	2.0	0.0	0.0	1.0	1.0	99.0	1.0	1.0	0.0
LK-8118095	779.0	15.0	794.0	1042.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	424.0	2.0	1.0	0.0	1.0	2.0	335.0	2.0	1.0	0.0
LK-4136080	779.0	14.0	793.0	1115.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	607.0	1.0	0.0	0.0	1.0	2.0	152.0	1.0	1.0	0.0
LK-3312045	778.0	7.0	785.0	974.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	303.0	1.0	0.0	0.0	0.0	1.0	467.0	1.0	0.0	0.0
LK-5233045	778.0	6.0	784.0	1125.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	603.0	1.0	0.0	0.0	0.0	1.0	166.0	1.0	0.0	0.0
LK-7142050	778.0	6.0	784.0	1009.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	335.0	1.0	0.0	0.0	0.0	1.0	435.0	1.0	0.0	0.0
LK-1118145	778.0	8.0	787.0	964.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	351.0	1.0	0.0	0.0	0.0	1.0	421.0	1.0	0.0	0.0
LK-2127020	778.0	8.0	786.0	986.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	428.0	1.0	0.0	0.0	0.0	1.0	342.0	1.0	0.0	0.0
LK-2127180	778.0	8.0	786.0	986.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	428.0	1.0	0.0	0.0	0.0	1.0	342.0	1.0	0.0	0.0
LK-3221115	778.0	6.0	784.0	989.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	341.0	0.0	0.0	0.0	0.0	1.0	431.0	1.0	0.0	0.0
LK-3236200	778.0	8.0	786.0	998.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	281.0	0.0	0.0	0.0	0.0	1.0	491.0	1.0	0.0	0.0
LK-7103035	778.0	5.0	784.0	1053.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	311.0	1.0	0.0	0.0	0.0	2.0	459.0	1.0	0.0	0.0
LK-3133050	778.0	8.0	786.0	985.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	342.0	0.0	0.0	0.0	0.0	1.0	429.0	1.0	0.0	0.0
LK-9133010	778.0	8.0	786.0	929.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	289.0	1.0	0.0	0.0	1.0	2.0	479.0	2.0	0.0	0.0
LK-5121045	777.0	7.0	785.0	1103.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	625.0	2.0	1.0	0.0	1.0	1.0	137.0	1.0	1.0	0.0
LK-1233170	777.0	7.0	784.0	965.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	357.0	0.0	0.0	0.0	0.0	1.0	415.0	1.0	0.0	0.0
LK-1306185	777.0	7.0	784.0	940.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	340.0	1.0	0.0	0.0	0.0	1.0	430.0	1.0	0.0	0.0
LK-1318150	777.0	7.0	784.0	940.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	340.0	1.0	0.0	0.0	0.0	1.0	430.0	1.0	0.0	0.0
LK-5239035	777.0	6.0	783.0	1124.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	603.0	1.0	0.0	0.0	0.0	1.0	166.0	1.0	0.0	0.0
LK-7142060	777.0	6.0	783.0	1006.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	335.0	1.0	0.0	0.0	0.0	1.0	434.0	1.0	0.0	0.0
LK-6224010	777.0	7.0	784.0	1044.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	287.0	1.0	0.0	0.0	0.0	2.0	483.0	1.0	0.0	0.0
LK-3325200	777.0	6.0	783.0	968.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	265.0	1.0	0.0	0.0	1.0	2.0	502.0	1.0	0.0	0.0
LK-2148085	777.0	10.0	787.0	996.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	441.0	1.0	0.0	0.0	0.0	1.0	324.0	1.0	0.0	0.0
LK-3239105	777.0	6.0	783.0	987.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	341.0	0.0	0.0	0.0	0.0	1.0	430.0	1.0	0.0	0.0
LK-2215130	777.0	9.0	787.0	1029.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	440.0	1.0	0.0	0.0	1.0	2.0	326.0	1.0	0.0	0.0
LK-7154190	777.0	7.0	784.0	1034.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	365.0	1.0	0.0	0.0	0.0	2.0	404.0	1.0	0.0	0.0
LK-8124215	777.0	15.0	792.0	1000.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	397.0	1.0	1.0	0.0	1.0	2.0	363.0	2.0	1.0	0.0
LK-1227415	776.0	8.0	784.0	975.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	0.0	1.0	401.0	1.0	0.0	0.0
LK-1212370	776.0	7.0	783.0	995.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	361.0	0.0	0.0	0.0	0.0	1.0	409.0	1.0	0.0	0.0
LK-1212685	776.0	7.0	783.0	995.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	361.0	0.0	0.0	0.0	0.0	1.0	409.0	1.0	0.0	0.0
LK-3333225	776.0	7.0	783.0	969.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	263.0	0.0	0.0	0.0	1.0	1.0	506.0	1.0	0.0	0.0
LK-9121060	776.0	10.0	785.0	964.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	360.0	1.0	0.0	0.0	1.0	2.0	403.0	2.0	0.0	0.0
LK-3121145	776.0	7.0	784.0	949.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	320.0	1.0	0.0	0.0	0.0	2.0	447.0	1.0	0.0	0.0
LK-6178050	776.0	8.0	784.0	963.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	1.0	428.0	1.0	0.0	0.0
LK-3242025	776.0	7.0	783.0	967.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	392.0	0.0	0.0	0.0	0.0	1.0	380.0	0.0	0.0	0.0
LK-6142200	776.0	6.0	782.0	990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	350.0	0.0	0.0	0.0	0.0	1.0	421.0	1.0	0.0	0.0
LK-8206175	776.0	10.0	786.0	1030.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	294.0	1.0	0.0	0.0	1.0	2.0	471.0	2.0	0.0	0.0
LK-8209015	776.0	10.0	786.0	1030.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	294.0	1.0	0.0	0.0	1.0	2.0	471.0	2.0	0.0	0.0
LK-8127270	776.0	10.0	786.0	993.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	363.0	1.0	0.0	0.0	0.0	2.0	402.0	1.0	0.0	0.0
LK-3303025	775.0	7.0	782.0	970.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	302.0	1.0	0.0	0.0	0.0	1.0	465.0	1.0	0.0	0.0
LK-2109050	775.0	8.0	783.0	984.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	447.0	1.0	0.0	0.0	0.0	1.0	320.0	1.0	0.0	0.0
LK-1309285	775.0	7.0	783.0	945.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	324.0	0.0	0.0	0.0	0.0	1.0	444.0	1.0	0.0	0.0
LK-3315075	775.0	7.0	782.0	967.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	262.0	0.0	0.0	0.0	1.0	1.0	505.0	1.0	0.0	0.0
LK-3239015	775.0	6.0	780.0	984.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	340.0	0.0	0.0	0.0	0.0	1.0	429.0	1.0	0.0	0.0
LK-6130060	775.0	9.0	784.0	1038.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	360.0	1.0	0.0	0.0	0.0	1.0	408.0	1.0	0.0	0.0
LK-6157095	775.0	6.0	781.0	991.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	420.0	1.0	0.0	0.0	0.0	1.0	349.0	1.0	0.0	0.0
LK-7109115	775.0	5.0	780.0	1048.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	310.0	1.0	0.0	0.0	0.0	2.0	457.0	1.0	0.0	0.0
LK-7133085	775.0	6.0	782.0	1017.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	359.0	1.0	0.0	0.0	0.0	1.0	409.0	1.0	0.0	0.0
LK-7142070	774.0	6.0	780.0	1003.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	334.0	1.0	0.0	0.0	0.0	1.0	433.0	1.0	0.0	0.0
LK-9121065	774.0	10.0	783.0	962.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	360.0	1.0	0.0	0.0	1.0	2.0	402.0	2.0	0.0	0.0
LK-8215030	774.0	11.0	785.0	1020.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	288.0	1.0	0.0	0.0	0.0	2.0	478.0	1.0	0.0	0.0
LK-6103105	774.0	6.0	780.0	1020.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	306.0	0.0	0.0	0.0	0.0	1.0	462.0	1.0	0.0	0.0
LK-1315050	774.0	8.0	782.0	957.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	330.0	1.0	0.0	0.0	0.0	1.0	435.0	1.0	0.0	0.0
LK-7127080	774.0	6.0	780.0	1043.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	356.0	1.0	0.0	0.0	0.0	1.0	410.0	1.0	0.0	0.0
LK-8124265	774.0	15.0	789.0	996.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	396.0	1.0	1.0	0.0	1.0	2.0	362.0	2.0	1.0	0.0
LK-8119080	774.0	15.0	789.0	1036.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	422.0	2.0	1.0	0.0	1.0	2.0	333.0	2.0	1.0	0.0
LK-4112015	774.0	25.0	799.0	1910.0	3.0	5.0	1.0	0.0	3.0	2.0	1.0	2.0	4.0	566.0	2.0	2.0	1.0	2.0	3.0	172.0	3.0	1.0	1.0
LK-8224130	773.0	9.0	782.0	953.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	279.0	1.0	0.0	0.0	0.0	2.0	486.0	1.0	0.0	0.0
LK-1230195	773.0	7.0	781.0	951.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	1.0	451.0	1.0	0.0	0.0
LK-1324180	773.0	8.0	781.0	968.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	441.0	1.0	0.0	0.0	0.0	1.0	326.0	1.0	0.0	0.0
LK-9121015	773.0	10.0	782.0	960.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	359.0	1.0	0.0	0.0	1.0	2.0	402.0	2.0	0.0	0.0
LK-1333075	773.0	10.0	782.0	970.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	330.0	1.0	0.0	0.0	1.0	1.0	434.0	1.0	0.0	0.0
LK-3203035	773.0	10.0	783.0	978.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	318.0	1.0	0.0	0.0	1.0	2.0	444.0	1.0	1.0	0.0
LK-6245150	773.0	7.0	780.0	1089.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	361.0	0.0	0.0	0.0	0.0	1.0	405.0	1.0	0.0	0.0
LK-3145010	773.0	8.0	780.0	970.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	358.0	1.0	0.0	0.0	0.0	1.0	408.0	1.0	0.0	0.0
LK-3145150	773.0	8.0	781.0	970.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	359.0	1.0	0.0	0.0	0.0	1.0	408.0	1.0	0.0	0.0
LK-2127005	773.0	8.0	781.0	980.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	426.0	1.0	0.0	0.0	0.0	1.0	340.0	1.0	0.0	0.0
LK-3218155	773.0	6.0	779.0	975.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	319.0	1.0	0.0	0.0	0.0	1.0	446.0	1.0	0.0	0.0
LK-3221135	773.0	6.0	779.0	983.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	339.0	0.0	0.0	0.0	0.0	1.0	428.0	1.0	0.0	0.0
LK-3209135	773.0	8.0	781.0	977.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	268.0	1.0	0.0	0.0	0.0	2.0	496.0	2.0	0.0	0.0
LK-3154180	773.0	7.0	780.0	966.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	310.0	1.0	0.0	0.0	0.0	1.0	455.0	1.0	0.0	0.0
LK-9215030	773.0	13.0	786.0	1003.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	338.0	1.0	0.0	0.0	0.0	1.0	426.0	1.0	0.0	0.0
LK-9215185	773.0	13.0	786.0	1003.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	338.0	1.0	0.0	0.0	0.0	1.0	426.0	1.0	0.0	0.0
LK-5324030	773.0	7.0	779.0	1095.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	367.0	1.0	0.0	0.0	1.0	2.0	395.0	1.0	0.0	0.0
LK-2130170	773.0	10.0	783.0	1007.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	511.0	1.0	0.0	0.0	0.0	1.0	257.0	0.0	0.0	0.0
LK-2133290	772.0	8.0	780.0	980.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	445.0	1.0	0.0	0.0	0.0	1.0	318.0	1.0	0.0	0.0
LK-1215470	772.0	7.0	779.0	957.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0	0.0	0.0	0.0	0.0	1.0	395.0	1.0	0.0	0.0
LK-1324385	772.0	8.0	780.0	966.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	440.0	1.0	0.0	0.0	0.0	1.0	325.0	1.0	0.0	0.0
LK-8218090	772.0	11.0	783.0	1018.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	287.0	1.0	0.0	0.0	0.0	2.0	476.0	1.0	0.0	0.0
LK-3145285	772.0	8.0	779.0	968.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	358.0	1.0	0.0	0.0	0.0	1.0	407.0	1.0	0.0	0.0
LK-6181175	772.0	6.0	778.0	974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.0	0.0	0.0	0.0	1.0	427.0	1.0	0.0	0.0
LK-1315095	772.0	8.0	781.0	955.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	330.0	1.0	0.0	0.0	0.0	1.0	434.0	1.0	0.0	0.0
LK-7154260	772.0	7.0	779.0	1027.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	362.0	1.0	0.0	0.0	0.0	2.0	401.0	1.0	0.0	0.0
LK-7206155	772.0	4.0	776.0	981.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	416.0	1.0	0.0	0.0	0.0	1.0	350.0	1.0	0.0	0.0
LK-9227090	772.0	11.0	782.0	976.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	354.0	1.0	0.0	0.0	0.0	2.0	406.0	1.0	0.0	0.0
LK-8118165	772.0	15.0	787.0	1034.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	421.0	2.0	1.0	0.0	1.0	2.0	332.0	2.0	1.0	0.0
LK-2130150	772.0	10.0	782.0	1005.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510.0	1.0	0.0	0.0	0.0	1.0	256.0	0.0	0.0	0.0
LK-4127075	772.0	20.0	792.0	1251.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	602.0	2.0	1.0	0.0	2.0	2.0	146.0	2.0	1.0	0.0
LK-2133120	771.0	8.0	780.0	979.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	445.0	1.0	0.0	0.0	0.0	1.0	318.0	1.0	0.0	0.0
LK-2203280	771.0	8.0	780.0	1002.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	324.0	1.0	0.0	0.0	1.0	2.0	438.0	1.0	0.0	0.0
LK-2206090	771.0	8.0	780.0	1002.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	324.0	1.0	0.0	0.0	1.0	2.0	438.0	1.0	0.0	0.0
