entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
LK-3230115	410.0	28.0	438.0	569.0			171.0	52.0	0.0	4.0	179.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6169210	410.0	23.0	434.0	559.0			208.0	28.0	0.0	2.0	170.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6106035	410.0	19.0	429.0	564.0			189.0	34.0	0.0	2.0	183.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184070	410.0	16.0	426.0	534.0			194.0	35.0	0.0	1.0	177.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1339145	410.0	32.0	443.0	563.0			194.0	43.0	0.0	2.0	164.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-6112035	410.0	18.0	428.0	564.0			198.0	39.0	0.0	2.0	169.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1209225	410.0	16.0	426.0	528.0			191.0	35.0		1.0	180.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1115270	410.0	19.0	430.0	544.0	0.0	0.0	191.0	41.0	0.0	2.0	170.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			2.0		1.0				0.0
LK-3315165	410.0	17.0	428.0	544.0			147.0	102.0		3.0	154.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-1309205	410.0	22.0	432.0	527.0			180.0	40.0	0.0	2.0	182.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		1.0									
LK-1212650	410.0	18.0	428.0	546.0			181.0	55.0		2.0	168.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5112185	410.0	28.0	438.0	645.0	162.0	10.0	73.0	0.0	0.0	1.0	104.0		0.0	0.0	37.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												5.0			15.0			0.0					
LK-5242060	410.0	22.0	432.0	525.0	130.0	15.0	43.0	4.0	0.0	1.0	62.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-6163110	409.0	27.0	436.0	585.0			185.0	41.0	0.0	2.0	178.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-6163260	409.0	27.0	436.0	585.0			186.0	41.0	0.0	2.0	178.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-7157045	409.0	24.0	433.0	577.0			211.0	35.0	0.0	4.0	158.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2309595	409.0	45.0	454.0	566.0			224.0	19.0	0.0	3.0	158.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			2.0			0.0	0.0		
LK-6166145	409.0	19.0	427.0	553.0			205.0	27.0	0.0	1.0	171.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3245090	409.0	17.0	425.0	558.0			178.0	66.0	0.0	2.0	159.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6154225	409.0	17.0	426.0	562.0			212.0	37.0	0.0	1.0	153.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6157060	409.0	17.0	426.0	563.0			212.0	37.0	0.0	1.0	153.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3330330	409.0	20.0	428.0	557.0			161.0	74.0		3.0	168.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-3151045	409.0	18.0	427.0	554.0			167.0	53.0		2.0	182.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6133045	409.0	25.0	433.0	620.0			208.0	33.0	0.0	2.0	162.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184140	409.0	16.0	425.0	534.0			194.0	35.0	0.0	1.0	176.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3127305	409.0	26.0	435.0	531.0			180.0	37.0		2.0	186.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-3148125	409.0	26.0	435.0	530.0			180.0	37.0		2.0	185.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1336145	409.0	32.0	442.0	562.0			194.0	43.0	0.0	2.0	164.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-1339160	409.0	32.0	442.0	562.0			194.0	43.0	0.0	2.0	164.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-1339225	409.0	32.0	441.0	561.0			194.0	43.0	0.0	2.0	164.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-6218055	409.0	20.0	429.0	585.0			203.0	24.0	0.0	3.0	175.0	0.0	0.0			3.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-1324410	409.0	23.0	432.0	538.0			213.0	38.0	0.0	2.0	149.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
LK-1321070	409.0	22.0	431.0	548.0			185.0	50.0	0.0	2.0	164.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-2106175	409.0	31.0	440.0	571.0			240.0	34.0	0.0	2.0	129.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-2133170	409.0	31.0	440.0	571.0			240.0	34.0	0.0	2.0	129.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-5233025	409.0	22.0	431.0	523.0	129.0	15.0	43.0	4.0	0.0	1.0	62.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2121220	408.0	48.0	456.0	598.0			211.0	20.0	0.0	4.0	170.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-8127070	408.0	27.0	436.0	531.0			210.0	28.0			167.0	0.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-9233085	408.0	30.0	438.0	562.0			204.0	32.0	0.0	4.0	165.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6163305	408.0	27.0	435.0	584.0			185.0	41.0	0.0	2.0	178.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-6163545	408.0	27.0	434.0	583.0			185.0	41.0	0.0	2.0	177.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-5221095	408.0	18.0	425.0	533.0	107.0	12.0	41.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-5225020	408.0	18.0	426.0	534.0	107.0	12.0	41.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-5227010	408.0	18.0	426.0	534.0	107.0	12.0	41.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-3133025	408.0	17.0	425.0	534.0			175.0	50.0		2.0	176.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6166045	408.0	19.0	427.0	552.0			204.0	27.0	0.0	1.0	171.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2157050	408.0	30.0	438.0	579.0			175.0	22.0	0.0	3.0	203.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-6154270	408.0	17.0	425.0	561.0			212.0	37.0	0.0	1.0	153.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3151010	408.0	18.0	426.0	552.0			167.0	53.0		2.0	182.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3154045	408.0	18.0	426.0	553.0			167.0	53.0		2.0	182.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6121040	408.0	25.0	433.0	570.0			203.0	31.0	0.0	2.0	170.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3321140	408.0	22.0	430.0	559.0			176.0	72.0		3.0	154.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-3325035	408.0	22.0	430.0	559.0			176.0	72.0		3.0	154.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-6169085	408.0	23.0	431.0	555.0			207.0	28.0	0.0	2.0	169.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6181240	408.0	16.0	424.0	532.0			193.0	35.0	0.0	1.0	176.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184080	408.0	16.0	424.0	532.0			193.0	35.0	0.0	1.0	176.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6124040	408.0	18.0	425.0	560.0			197.0	39.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1209135	408.0	16.0	424.0	525.0			190.0	35.0		1.0	179.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-3333310	408.0	17.0	426.0	541.0			147.0	102.0		3.0	154.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-1227055	408.0	18.0	426.0	543.0			152.0	48.0		2.0	202.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227095	408.0	18.0	426.0	542.0			151.0	48.0		2.0	202.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227675	408.0	18.0	426.0	543.0			152.0	48.0		2.0	202.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227685	408.0	18.0	426.0	542.0			151.0	48.0		2.0	202.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5251045	408.0	22.0	430.0	522.0	129.0	15.0	43.0	4.0	0.0	1.0	62.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2315085	408.0	33.0	442.0	541.0			310.0	10.0	0.0	2.0	68.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		2.0			0.0			0.0	15.0		
LK-4121145	407.0	25.0	432.0	1264.0	293.0	79.0	24.0	0.0		1.0					1.0	1.0																							1.0	1.0	3.0	3.0						
LK-4103065	407.0	15.0	422.0	1009.0	85.0	304.0	15.0	0.0		0.0					0.0	0.0																							0.0	0.0	0.0	0.0						
LK-8115055	407.0	36.0	443.0	577.0			207.0	27.0			167.0	1.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-8124170	407.0	31.0	438.0	554.0			212.0	28.0			154.0	0.0	0.0			1.0		0.0	0.0	9.0	0.0															0.0	0.0									1.0		
LK-2306370	407.0	50.0	457.0	577.0			246.0	24.0	0.0	2.0	131.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	0.0		
LK-8209170	407.0	36.0	443.0	563.0			182.0	43.0		5.0	174.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-9224135	407.0	31.0	438.0	559.0			203.0	24.0	0.0	3.0	174.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6145275	407.0	18.0	425.0	548.0			202.0	25.0	0.0	2.0	176.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3248035	407.0	17.0	423.0	555.0			177.0	66.0	0.0	2.0	158.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3227160	407.0	22.0	429.0	563.0			171.0	50.0	0.0	3.0	180.0		0.0			2.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6130065	407.0	25.0	431.0	616.0			207.0	33.0	0.0	2.0	161.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6130185	407.0	25.0	432.0	617.0			207.0	33.0	0.0	2.0	161.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-8218010	407.0	39.0	446.0	567.0			169.0	38.0		4.0	193.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							0.0	0.0			
LK-3145170	407.0	18.0	424.0	528.0			178.0	39.0		2.0	184.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-9109030	407.0	22.0	430.0	538.0			187.0	30.0		4.0	182.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		2.0						0.0			
LK-6109175	407.0	19.0	426.0	560.0			187.0	34.0	0.0	2.0	182.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6181025	407.0	16.0	423.0	531.0			193.0	35.0	0.0	1.0	176.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3148055	407.0	26.0	432.0	528.0			179.0	37.0		2.0	184.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1339095	407.0	32.0	439.0	559.0			193.0	43.0	0.0	2.0	163.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-6236155	407.0	20.0	427.0	583.0			202.0	24.0	0.0	3.0	174.0	0.0	0.0			3.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6127330	407.0	18.0	425.0	559.0			197.0	39.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6127355	407.0	18.0	425.0	559.0			197.0	39.0	0.0	2.0	168.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2203290	407.0	30.0	437.0	584.0			194.0	40.0	0.0	4.0	167.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-1321210	407.0	22.0	429.0	545.0			184.0	50.0	0.0	1.0	164.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-4130105	406.0	35.0	441.0	1526.0	275.0	62.0	34.0	0.0		1.0					1.0	1.0																							1.0	2.0	29.0	1.0						
LK-8115070	406.0	36.0	442.0	576.0			207.0	27.0			167.0	1.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-3106040	406.0	17.0	423.0	564.0			189.0	46.0		2.0	165.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3106215	406.0	17.0	423.0	564.0			189.0	46.0		2.0	165.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-2209085	406.0	28.0	434.0	574.0			164.0	22.0	0.0	4.0	214.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-2209220	406.0	28.0	434.0	574.0			164.0	22.0	0.0	4.0	214.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-2221020	406.0	28.0	433.0	573.0			164.0	22.0	0.0	4.0	213.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-9230015	406.0	30.0	436.0	559.0			203.0	31.0	0.0	4.0	165.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-9221135	406.0	23.0	429.0	542.0			186.0	33.0	0.0	3.0	180.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-6145010	406.0	18.0	424.0	546.0			202.0	25.0	0.0	2.0	175.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6148105	406.0	18.0	424.0	547.0			202.0	25.0	0.0	2.0	175.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6148195	406.0	18.0	424.0	547.0			202.0	25.0	0.0	2.0	175.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2309195	406.0	45.0	451.0	562.0			223.0	18.0	0.0	3.0	157.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			2.0			0.0	0.0		
LK-6187265	406.0	18.0	424.0	549.0			203.0	27.0	0.0	1.0	170.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3151040	406.0	18.0	424.0	550.0			166.0	53.0		2.0	181.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3230155	406.0	28.0	434.0	564.0			170.0	51.0	0.0	4.0	178.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6209075	406.0	21.0	428.0	619.0			186.0	33.0	0.0	4.0	181.0	0.0	0.0			1.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6248135	406.0	17.0	423.0	605.0			195.0	28.0	0.0	3.0	177.0	0.0	0.0			4.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-9103160	406.0	22.0	429.0	536.0			187.0	30.0		4.0	181.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		2.0						0.0			
LK-9118220	406.0	31.0	438.0	536.0			203.0	27.0		4.0	169.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-1339025	406.0	32.0	438.0	557.0			193.0	43.0	0.0	2.0	163.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-1330175	406.0	28.0	434.0	557.0			185.0	49.0	0.0	2.0	163.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-3121160	406.0	18.0	424.0	501.0			178.0	40.0		2.0	181.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-3333180	406.0	17.0	424.0	539.0			146.0	102.0		3.0	153.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-2206285	406.0	30.0	436.0	583.0			194.0	40.0	0.0	4.0	167.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-2106215	406.0	30.0	436.0	567.0			238.0	33.0	0.0	2.0	128.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		1.0	0.0	0.0								0.0			
LK-5251040	406.0	22.0	428.0	519.0	129.0	15.0	42.0	4.0	0.0	1.0	62.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2145165	405.0	35.0	440.0	908.0			221.0	16.0	0.0	3.0	163.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2209235	405.0	28.0	433.0	572.0			164.0	22.0	0.0	4.0	213.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-2306130	405.0	50.0	455.0	575.0			246.0	24.0	0.0	2.0	130.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	0.0		
LK-5227025	405.0	18.0	423.0	530.0	106.0	12.0	41.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2309505	405.0	45.0	450.0	561.0			222.0	18.0	0.0	3.0	156.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			2.0			0.0	0.0		
LK-7218090	405.0	29.0	434.0	560.0			180.0	57.0		4.0	163.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-6149165	405.0	18.0	423.0	547.0			203.0	27.0	0.0	1.0	170.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2127200	405.0	28.0	432.0	571.0			218.0	27.0	0.0	2.0	153.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2151130	405.0	30.0	435.0	575.0			174.0	22.0	0.0	3.0	202.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-3154040	405.0	18.0	423.0	548.0			166.0	53.0		2.0	180.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-3154190	405.0	18.0	423.0	549.0			166.0	53.0		2.0	181.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6121175	405.0	25.0	430.0	567.0			202.0	31.0	0.0	2.0	169.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6248060	405.0	17.0	422.0	604.0			194.0	28.0	0.0	3.0	176.0	0.0	0.0			4.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-3224100	405.0	21.0	426.0	533.0			169.0	61.0	0.0	3.0	169.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-1333150	405.0	32.0	437.0	556.0			192.0	43.0	0.0	2.0	162.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-3121105	405.0	18.0	423.0	500.0			178.0	40.0		2.0	181.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1321295	405.0	22.0	427.0	543.0			183.0	50.0	0.0	1.0	163.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-4133175	404.0	11.0	415.0	1407.0	247.0	96.0	41.0	0.0		1.0					7.0	0.0																							1.0	3.0	5.0	2.0						
LK-9130065	404.0	30.0	434.0	512.0			176.0	26.0		4.0	194.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-5333010	404.0	21.0	426.0	605.0	48.0	1.0	162.0	38.0	1.0	3.0	149.0		0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0										0.0	0.0	0.0	0.0	0.0	0.0											
LK-7127130	404.0	22.0	425.0	576.0			191.0	41.0	0.0	4.0	166.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-5221135	404.0	18.0	422.0	528.0	106.0	12.0	40.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-5225050	404.0	18.0	422.0	529.0	106.0	12.0	40.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-6136050	404.0	24.0	428.0	569.0			184.0	36.0	0.0	2.0	180.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
