entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
LK-7118080	856.0	9.0	864.0	1017.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	48.0	1.0	2.0	0.0	0.0	0.0	1.0	271.0	0.0	0.0	0.0	0.0	1.0	519.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-6212080	856.0	6.0	862.0	1045.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	1.0	2.0	0.0	0.0	0.0	1.0	269.0	1.0	0.0	0.0	0.0	2.0	549.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-7154260	856.0	6.0	862.0	1025.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	24.0	0.0	2.0	1.0	0.0	1.0	1.0	327.0	1.0	0.0	0.0	0.0	2.0	485.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-3121050	856.0	6.0	863.0	991.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	1.0	2.0	1.0	0.0	1.0	1.0	277.0	1.0	0.0	0.0	0.0	2.0	537.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3221100	856.0	5.0	862.0	1019.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	2.0	565.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-2112005	855.0	8.0	863.0	1034.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	1.0	1.0	0.0	1.0	1.0	429.0	1.0	0.0	0.0	0.0	2.0	384.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-2233350	855.0	8.0	862.0	1035.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	0.0	2.0	1.0	0.0	1.0	1.0	396.0	1.0	0.0	0.0	0.0	2.0	414.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-9233120	855.0	7.0	862.0	998.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	1.0	2.0	1.0	0.0	1.0	1.0	351.0	1.0	0.0	0.0	0.0	2.0	465.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-9203325	855.0	8.0	863.0	1018.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	1.0	1.0	1.0	0.0	0.0	1.0	298.0	1.0	0.0	0.0	0.0	1.0	509.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-6172070	855.0	6.0	861.0	1019.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	1.0	1.0	0.0	0.0	0.0	1.0	364.0	1.0	0.0	0.0	0.0	1.0	454.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-1333070	855.0	5.0	859.0	996.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	1.0	2.0	1.0	0.0	0.0	1.0	288.0	1.0	0.0	0.0	0.0	2.0	524.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-1230365	855.0	6.0	861.0	996.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	0.0	2.0	0.0	0.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	1.0	572.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-7115030	855.0	9.0	863.0	1016.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	48.0	1.0	2.0	0.0	0.0	0.0	1.0	270.0	0.0	0.0	0.0	0.0	1.0	519.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-1303005	855.0	7.0	862.0	1025.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	2.0	0.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	1.0	496.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0
LK-9106110	855.0	6.0	861.0	997.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	1.0	1.0	0.0	1.0	1.0	296.0	1.0	0.0	0.0	0.0	2.0	522.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-8119080	854.0	16.0	871.0	1041.0	1.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	12.0	0.0	2.0	2.0	1.0	4.0	2.0	475.0	2.0	0.0	1.0	1.0	3.0	330.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-6218110	854.0	9.0	863.0	1118.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	2.0	0.0	0.0	0.0	1.0	341.0	1.0	0.0	0.0	0.0	1.0	466.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-6106275	854.0	5.0	860.0	1007.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	0.0	2.0	0.0	0.0	0.0	1.0	306.0	1.0	0.0	0.0	0.0	2.0	506.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
LK-1212330	854.0	8.0	862.0	1030.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	1.0	0.0	0.0	0.0	0.0	291.0	1.0	0.0	0.0	0.0	1.0	508.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-9212140	853.0	9.0	862.0	1009.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	1.0	1.0	0.0	0.0	0.0	1.0	281.0	0.0	0.0	0.0	0.0	1.0	525.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-1227235	853.0	7.0	861.0	1021.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	2.0	0.0	0.0	0.0	0.0	298.0	1.0	0.0	0.0	0.0	1.0	503.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-1215425	853.0	8.0	862.0	1020.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	2.0	0.0	0.0	0.0	0.0	277.0	1.0	0.0	0.0	0.0	1.0	521.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-8118165	853.0	16.0	869.0	1039.0	1.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	12.0	0.0	2.0	2.0	1.0	4.0	2.0	474.0	2.0	0.0	1.0	1.0	3.0	329.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-6163155	853.0	8.0	862.0	1037.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	0.0	2.0	1.0	0.0	1.0	1.0	321.0	1.0	0.0	0.0	0.0	2.0	480.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-3315030	853.0	6.0	859.0	990.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	1.0	2.0	0.0	0.0	0.0	1.0	181.0	0.0	0.0	0.0	0.0	2.0	593.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-7139030	853.0	7.0	860.0	1018.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	0.0	2.0	1.0	0.0	0.0	1.0	300.0	1.0	0.0	0.0	0.0	2.0	506.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-5218200	853.0	6.0	859.0	1091.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	1.0	1.0	736.0	1.0	0.0	0.0	1.0	5.0	91.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3203035	853.0	7.0	860.0	1005.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	1.0	1.0	258.0	1.0	0.0	0.0	0.0	2.0	546.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-3221010	853.0	5.0	858.0	1015.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	2.0	562.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-4106020	853.0	34.0	887.0	1283.0	4.0	6.0	2.0	1.0	16.0	1.0	5.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	3.0	1.0	3.0	3.0	703.0	2.0	1.0	1.0	19.0	3.0	46.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0
LK-2127295	852.0	7.0	859.0	1019.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	2.0	1.0	0.0	1.0	1.0	348.0	1.0	0.0	0.0	0.0	1.0	458.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
LK-1321385	852.0	7.0	859.0	1019.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	34.0	1.0	1.0	0.0	0.0	0.0	1.0	290.0	0.0	0.0	0.0	0.0	2.0	510.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-1310055	852.0	7.0	859.0	1005.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	0.0	0.0	259.0	1.0	0.0	0.0	0.0	1.0	548.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-8106010	852.0	7.0	859.0	993.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	1.0	3.0	1.0	0.0	1.0	1.0	330.0	1.0	0.0	0.0	0.0	2.0	471.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-9121060	852.0	7.0	859.0	996.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	2.0	1.0	0.0	1.0	1.0	357.0	1.0	0.0	0.0	0.0	2.0	459.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-9109005	852.0	6.0	858.0	994.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	1.0	1.0	0.0	1.0	1.0	295.0	1.0	0.0	0.0	0.0	2.0	521.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3239195	852.0	5.0	858.0	1014.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	2.0	562.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3245135	852.0	5.0	856.0	1024.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	1.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	2.0	573.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3248120	852.0	5.0	856.0	1024.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	1.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	2.0	573.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-4106060	852.0	34.0	886.0	1281.0	4.0	6.0	2.0	1.0	16.0	1.0	5.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	3.0	1.0	3.0	3.0	702.0	2.0	1.0	1.0	19.0	3.0	46.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0
LK-3139105	852.0	9.0	861.0	1031.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	1.0	1.0	1.0	0.0	0.0	1.0	400.0	1.0	0.0	0.0	0.0	1.0	398.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
LK-2136290	851.0	7.0	859.0	1018.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	0.0	2.0	1.0	0.0	1.0	1.0	311.0	1.0	0.0	0.0	0.0	1.0	497.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-1233060	851.0	8.0	858.0	1024.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	1.0	2.0	0.0	0.0	0.0	0.0	251.0	1.0	0.0	0.0	0.0	1.0	548.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-8119070	851.0	16.0	867.0	1037.0	1.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	12.0	0.0	2.0	2.0	1.0	4.0	2.0	473.0	2.0	0.0	1.0	1.0	3.0	329.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-6175190	851.0	5.0	856.0	1028.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	1.0	335.0	1.0	0.0	0.0	0.0	1.0	483.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-9209055	850.0	6.0	856.0	1002.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	337.0	1.0	0.0	0.0	0.0	2.0	479.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-1215270	850.0	8.0	858.0	1016.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	2.0	0.0	0.0	0.0	0.0	276.0	1.0	0.0	0.0	0.0	1.0	519.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-1327085	850.0	7.0	857.0	1008.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	1.0	1.0	289.0	1.0	0.0	0.0	0.0	2.0	513.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-1336085	850.0	5.0	855.0	990.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	1.0	2.0	1.0	0.0	0.0	1.0	286.0	1.0	0.0	0.0	0.0	2.0	521.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-2312210	850.0	14.0	864.0	1031.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	7.0	0.0	2.0	2.0	0.0	3.0	2.0	564.0	2.0	0.0	0.0	1.0	2.0	244.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0
LK-1212120	850.0	8.0	858.0	1025.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	1.0	0.0	0.0	0.0	0.0	289.0	1.0	0.0	0.0	0.0	1.0	506.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-5245070	850.0	6.0	857.0	1085.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	1.0	1.0	686.0	1.0	0.0	0.0	1.0	5.0	137.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9121065	850.0	7.0	857.0	993.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	2.0	1.0	0.0	1.0	1.0	356.0	1.0	0.0	0.0	0.0	2.0	458.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-5324015	850.0	5.0	854.0	987.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	3.0	2.0	1.0	0.0	1.0	1.0	382.0	1.0	0.0	0.0	0.0	2.0	424.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
LK-3106085	850.0	6.0	856.0	1052.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	1.0	250.0	0.0	0.0	0.0	0.0	2.0	561.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0
LK-3142210	850.0	6.0	857.0	1005.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	1.0	2.0	1.0	0.0	0.0	0.0	254.0	0.0	0.0	0.0	0.0	1.0	541.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-1118165	849.0	7.0	856.0	1003.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	1.0	1.0	0.0	0.0	0.0	1.0	289.0	1.0	0.0	0.0	0.0	1.0	517.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-1215510	849.0	8.0	857.0	1015.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	2.0	0.0	0.0	0.0	0.0	275.0	1.0	0.0	0.0	0.0	1.0	518.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-6127385	849.0	6.0	855.0	1010.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	1.0	0.0	0.0	1.0	1.0	297.0	1.0	0.0	0.0	0.0	2.0	508.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
LK-1212675	849.0	8.0	857.0	1024.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	1.0	0.0	0.0	0.0	0.0	289.0	1.0	0.0	0.0	0.0	1.0	505.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-7163060	849.0	6.0	856.0	1013.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	0.0	0.0	0.0	1.0	280.0	1.0	0.0	0.0	0.0	2.0	517.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-1310100	849.0	7.0	856.0	1001.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	0.0	0.0	258.0	1.0	0.0	0.0	0.0	1.0	546.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-8106210	849.0	7.0	856.0	989.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	1.0	3.0	1.0	0.0	1.0	1.0	328.0	1.0	0.0	0.0	0.0	2.0	470.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-9121015	849.0	7.0	856.0	992.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	2.0	1.0	0.0	1.0	1.0	356.0	1.0	0.0	0.0	0.0	2.0	457.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
LK-6212025	849.0	6.0	855.0	1035.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	1.0	2.0	0.0	0.0	0.0	1.0	266.0	1.0	0.0	0.0	0.0	2.0	544.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-7206010	849.0	5.0	855.0	995.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	35.0	1.0	1.0	0.0	0.0	0.0	1.0	364.0	1.0	0.0	0.0	0.0	2.0	437.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
LK-3145060	849.0	6.0	855.0	1004.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	1.0	2.0	1.0	0.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	1.0	540.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-3248155	849.0	5.0	853.0	1020.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	1.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	2.0	571.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-2127205	848.0	7.0	855.0	1014.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0	0.0	2.0	1.0	0.0	1.0	1.0	347.0	1.0	0.0	0.0	0.0	1.0	456.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
LK-2154110	848.0	11.0	859.0	1017.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0	0.0	1.0	1.0	0.0	1.0	1.0	420.0	1.0	0.0	0.0	0.0	2.0	383.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-2203280	848.0	8.0	856.0	1005.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	24.0	0.0	2.0	1.0	0.0	0.0	1.0	287.0	1.0	0.0	0.0	0.0	2.0	518.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-2206090	848.0	8.0	856.0	1005.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	24.0	0.0	2.0	1.0	0.0	0.0	1.0	287.0	1.0	0.0	0.0	0.0	2.0	518.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3318075	848.0	6.0	854.0	983.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	64.0	1.0	2.0	0.0	0.0	0.0	1.0	180.0	0.0	0.0	0.0	0.0	2.0	590.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-7142090	848.0	6.0	854.0	1011.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	0.0	0.0	0.0	1.0	279.0	1.0	0.0	0.0	0.0	2.0	517.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-7215250	848.0	9.0	858.0	1008.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	34.0	1.0	2.0	0.0	0.0	0.0	1.0	368.0	1.0	0.0	0.0	0.0	2.0	427.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-8215010	848.0	10.0	858.0	989.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	1.0	2.0	1.0	0.0	1.0	1.0	262.0	1.0	0.0	0.0	0.0	2.0	543.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
LK-3227105	848.0	5.0	853.0	998.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	0.0	2.0	0.0	0.0	0.0	1.0	195.0	1.0	0.0	0.0	0.0	1.0	606.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-4130020	848.0	22.0	871.0	1367.0	3.0	7.0	1.0	1.0	17.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	3.0	719.0	3.0	1.0	1.0	10.0	2.0	46.0	1.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0
LK-1224285	847.0	8.0	855.0	1022.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	1.0	4.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	0.0	0.0	1.0	570.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0
LK-2121065	847.0	6.0	853.0	969.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	2.0	1.0	0.0	1.0	1.0	320.0	1.0	0.0	0.0	0.0	2.0	492.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-1336035	847.0	5.0	852.0	986.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	1.0	2.0	1.0	0.0	0.0	1.0	285.0	1.0	0.0	0.0	0.0	2.0	520.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-9133010	847.0	6.0	853.0	967.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0	1.0	1.0	1.0	0.0	1.0	1.0	286.0	1.0	0.0	0.0	0.0	2.0	524.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
LK-3203055	847.0	7.0	855.0	999.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	1.0	1.0	257.0	1.0	0.0	0.0	0.0	2.0	543.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-3245180	847.0	5.0	852.0	1019.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	1.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	2.0	570.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
