entity_id	result_ut	valid	rejected	polled	electors	PA	UNP	SMBP	Ind 1	Ind 2	SLPF
LK-5321105	757394160	369.0	7.0	376.0	611.0	231.0	131.0	1.0	1.0	5.0	1.0
LK-5321110	757394160	501.0	10.0	511.0	830.0	313.0	178.0	1.0	1.0	6.0	2.0
LK-5321115	757394160	93.0	2.0	95.0	155.0	58.0	33.0	0.0	0.0	1.0	0.0
LK-5324005	757394160	596.0	12.0	608.0	987.0	372.0	212.0	2.0	1.0	7.0	2.0
LK-5324010	757394160	157.0	3.0	160.0	259.0	98.0	56.0	0.0	0.0	2.0	1.0
LK-5324015	757394160	447.0	9.0	456.0	740.0	279.0	159.0	1.0	1.0	6.0	2.0
LK-5324020	757394160	264.0	5.0	269.0	437.0	165.0	94.0	1.0	0.0	3.0	1.0
LK-5324025	757394160	106.0	2.0	108.0	175.0	66.0	38.0	0.0	0.0	1.0	0.0
LK-5324030	757394160	488.0	9.0	498.0	808.0	305.0	173.0	1.0	1.0	6.0	2.0
LK-5324035	757394160	541.0	10.0	552.0	896.0	338.0	192.0	1.0	1.0	7.0	2.0
LK-5324040	757394160	435.0	8.0	443.0	719.0	272.0	154.0	1.0	1.0	5.0	1.0
LK-5324045	757394160	545.0	11.0	556.0	902.0	340.0	194.0	1.0	1.0	7.0	2.0
LK-5324050	757394160	205.0	4.0	209.0	339.0	128.0	73.0	1.0	0.0	3.0	1.0
LK-5324055	757394160	238.0	5.0	243.0	395.0	149.0	85.0	1.0	0.0	3.0	1.0
LK-5324060	757394160	93.0	2.0	94.0	153.0	58.0	33.0	0.0	0.0	1.0	0.0
LK-5324065	757394160	374.0	7.0	381.0	618.0	233.0	133.0	1.0	1.0	5.0	1.0
LK-5324070	757394160	405.0	8.0	413.0	670.0	253.0	144.0	1.0	1.0	5.0	1.0
LK-5324075	757394160	712.0	14.0	726.0	1179.0	445.0	253.0	2.0	1.0	9.0	2.0
LK-5324080	757394160	412.0	8.0	420.0	681.0	257.0	146.0	1.0	1.0	5.0	1.0
LK-5324085	757394160	377.0	7.0	384.0	624.0	235.0	134.0	1.0	1.0	5.0	1.0
LK-5324090	757394160	227.0	4.0	231.0	375.0	142.0	81.0	1.0	0.0	3.0	1.0
LK-5324095	757394160	274.0	5.0	280.0	454.0	171.0	97.0	1.0	0.0	3.0	1.0
LK-5324100	757394160	236.0	5.0	241.0	391.0	148.0	84.0	1.0	0.0	3.0	1.0
LK-5324105	757394160	251.0	5.0	255.0	415.0	157.0	89.0	1.0	0.0	3.0	1.0
LK-5324110	757394160	340.0	7.0	347.0	562.0	212.0	121.0	1.0	1.0	4.0	1.0
LK-5324115	757394160	900.0	17.0	917.0	1489.0	562.0	320.0	2.0	2.0	11.0	3.0
LK-5324120	757394160	409.0	8.0	417.0	677.0	255.0	145.0	1.0	1.0	5.0	1.0
LK-5324125	757394160	223.0	4.0	227.0	369.0	139.0	79.0	1.0	0.0	3.0	1.0
LK-5324130	757394160	509.0	10.0	519.0	842.0	318.0	181.0	1.0	1.0	6.0	2.0
LK-5324135	757394160	339.0	7.0	346.0	562.0	212.0	121.0	1.0	1.0	4.0	1.0
LK-5324140	757394160	283.0	5.0	289.0	469.0	177.0	101.0	1.0	1.0	4.0	1.0
LK-5324145	757394160	343.0	7.0	350.0	568.0	214.0	122.0	1.0	1.0	4.0	1.0
LK-5324150	757394160	350.0	7.0	357.0	579.0	218.0	124.0	1.0	1.0	4.0	1.0
LK-5324155	757394160	20.0	0.0	21.0	34.0	13.0	7.0	0.0	0.0	0.0	0.0
LK-5327005	757395180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5327010	757395180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5327015	757395180	215.0	3.0	218.0	349.0	145.0	63.0	0.0	0.0	5.0	1.0
LK-5327020	757395180	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5327025	757395180	998.0	13.0	1011.0	1620.0	673.0	293.0	2.0	2.0	25.0	3.0
LK-5327030	757395180	1112.0	14.0	1126.0	1805.0	750.0	327.0	2.0	2.0	28.0	3.0
LK-5327035	757395180	1456.0	19.0	1475.0	2364.0	982.0	428.0	3.0	3.0	36.0	5.0
LK-5327040	757395180	2270.0	29.0	2300.0	3686.0	1530.0	667.0	4.0	5.0	56.0	7.0
LK-5327045	757395180	1666.0	22.0	1688.0	2706.0	1123.0	490.0	3.0	4.0	41.0	5.0
LK-5327050	757395180	779.0	10.0	789.0	1265.0	525.0	229.0	2.0	2.0	19.0	2.0
LK-5327055	757395180	383.0	5.0	388.0	621.0	258.0	112.0	1.0	1.0	9.0	1.0
LK-5327060	757395180	657.0	9.0	665.0	1067.0	443.0	193.0	1.0	1.0	16.0	2.0
LK-5327065	757395180	670.0	9.0	678.0	1088.0	452.0	197.0	1.0	1.0	17.0	2.0
LK-5327070	757395180	970.0	13.0	983.0	1576.0	654.0	285.0	2.0	2.0	24.0	3.0
LK-5327075	757395180	1700.0	22.0	1722.0	2760.0	1146.0	499.0	3.0	4.0	42.0	5.0
LK-5327080	757395180	1835.0	24.0	1859.0	2979.0	1237.0	539.0	4.0	4.0	45.0	6.0
LK-5327085	757395180	1088.0	14.0	1102.0	1767.0	734.0	320.0	2.0	2.0	27.0	3.0
LK-5327090	757395180	1110.0	14.0	1124.0	1802.0	748.0	326.0	2.0	2.0	28.0	3.0
LK-5327095	757395180	1908.0	25.0	1933.0	3098.0	1286.0	561.0	4.0	4.0	47.0	6.0
LK-5327100	757395180	1197.0	16.0	1212.0	1943.0	807.0	352.0	2.0	3.0	30.0	4.0
LK-5327105	757395180	1132.0	15.0	1147.0	1838.0	763.0	333.0	2.0	2.0	28.0	4.0
LK-5327110	757395180	1297.0	17.0	1314.0	2106.0	874.0	381.0	3.0	3.0	32.0	4.0
LK-5327115	757395180	752.0	10.0	762.0	1221.0	507.0	221.0	1.0	2.0	19.0	2.0
LK-5327120	757395180	977.0	13.0	990.0	1586.0	659.0	287.0	2.0	2.0	24.0	3.0
LK-5327125	757395180	599.0	8.0	607.0	973.0	404.0	176.0	1.0	1.0	15.0	2.0
LK-5327130	757395180	580.0	8.0	588.0	942.0	391.0	170.0	1.0	1.0	14.0	2.0
LK-5327135	757395180	1345.0	17.0	1362.0	2184.0	907.0	395.0	3.0	3.0	33.0	4.0
LK-5327140	757395180	1274.0	17.0	1290.0	2068.0	859.0	374.0	2.0	3.0	32.0	4.0
LK-5327145	757395180	879.0	11.0	891.0	1428.0	593.0	258.0	2.0	2.0	22.0	3.0
LK-5327150	757395180	1010.0	13.0	1023.0	1640.0	681.0	297.0	2.0	2.0	25.0	3.0
LK-5327155	757395180	679.0	9.0	688.0	1103.0	458.0	200.0	1.0	1.0	17.0	2.0
LK-5327160	757395180	749.0	10.0	759.0	1217.0	505.0	220.0	1.0	2.0	19.0	2.0
LK-5327165	757395180	858.0	11.0	869.0	1393.0	578.0	252.0	2.0	2.0	21.0	3.0
LK-5327170	757395180	368.0	5.0	373.0	597.0	248.0	108.0	1.0	1.0	9.0	1.0
LK-5327175	757395180	844.0	11.0	855.0	1371.0	569.0	248.0	2.0	2.0	21.0	3.0
LK-5327180	757395180	474.0	6.0	481.0	770.0	320.0	139.0	1.0	1.0	12.0	1.0
LK-5327185	757395180	859.0	11.0	870.0	1395.0	579.0	252.0	2.0	2.0	21.0	3.0
LK-5327190	757395180	638.0	8.0	646.0	1036.0	430.0	187.0	1.0	1.0	16.0	2.0
LK-5327195	757395180	841.0	11.0	852.0	1365.0	567.0	247.0	2.0	2.0	21.0	3.0
LK-5327200	757395180	914.0	12.0	926.0	1484.0	616.0	268.0	2.0	2.0	23.0	3.0
LK-5327205	757395180	480.0	6.0	487.0	780.0	324.0	141.0	1.0	1.0	12.0	2.0
LK-5327210	757395180	587.0	8.0	595.0	953.0	396.0	172.0	1.0	1.0	15.0	2.0
LK-5330005	757394160	108.0	2.0	110.0	178.0	67.0	38.0	0.0	0.0	1.0	0.0
LK-5330010	757394160	121.0	2.0	123.0	200.0	76.0	43.0	0.0	0.0	2.0	0.0
LK-5330015	757394160	42.0	1.0	43.0	69.0	26.0	15.0	0.0	0.0	1.0	0.0
LK-5330020	757394160	101.0	2.0	103.0	167.0	63.0	36.0	0.0	0.0	1.0	0.0
LK-5330025	757394160	164.0	3.0	167.0	271.0	102.0	58.0	0.0	0.0	2.0	1.0
LK-5330030	757394160	153.0	3.0	156.0	253.0	95.0	54.0	0.0	0.0	2.0	1.0
LK-5330035	757394160	72.0	1.0	74.0	120.0	45.0	26.0	0.0	0.0	1.0	0.0
LK-5330040	757394160	419.0	8.0	427.0	693.0	262.0	149.0	1.0	1.0	5.0	1.0
LK-5330045	757394160	51.0	1.0	52.0	84.0	32.0	18.0	0.0	0.0	1.0	0.0
LK-5330050	757394160	64.0	1.0	65.0	106.0	40.0	23.0	0.0	0.0	1.0	0.0
LK-5330055	757394160	381.0	7.0	388.0	630.0	238.0	135.0	1.0	1.0	5.0	1.0
LK-5330060	757394160	204.0	4.0	208.0	337.0	127.0	72.0	1.0	0.0	3.0	1.0
LK-5330065	757394160	84.0	2.0	86.0	139.0	52.0	30.0	0.0	0.0	1.0	0.0
LK-5330070	757394160	88.0	2.0	90.0	146.0	55.0	31.0	0.0	0.0	1.0	0.0
LK-5330075	757394160	142.0	3.0	145.0	235.0	89.0	51.0	0.0	0.0	2.0	0.0
LK-5330080	757394160	149.0	3.0	151.0	246.0	93.0	53.0	0.0	0.0	2.0	0.0
LK-5333005	757394160	94.0	2.0	95.0	155.0	58.0	33.0	0.0	0.0	1.0	0.0
LK-5333010	757394160	329.0	6.0	336.0	545.0	206.0	117.0	1.0	1.0	4.0	1.0
LK-5333015	757394160	156.0	3.0	160.0	259.0	98.0	56.0	0.0	0.0	2.0	1.0
LK-5333020	757394160	219.0	4.0	223.0	363.0	137.0	78.0	1.0	0.0	3.0	1.0
LK-5333025	757394160	142.0	3.0	145.0	235.0	89.0	50.0	0.0	0.0	2.0	0.0
LK-5333030	757394160	119.0	2.0	121.0	197.0	74.0	42.0	0.0	0.0	1.0	0.0
LK-5333035	757394160	251.0	5.0	256.0	416.0	157.0	89.0	1.0	0.0	3.0	1.0
LK-5333040	757394160	236.0	5.0	241.0	391.0	148.0	84.0	1.0	0.0	3.0	1.0
LK-5333045	757394160	280.0	5.0	286.0	464.0	175.0	100.0	1.0	1.0	4.0	1.0
LK-5333050	757394160	132.0	3.0	135.0	219.0	83.0	47.0	0.0	0.0	2.0	0.0
LK-6	757400280	944979	15200	960179	1283393	569633	361951	2828	2305	5795	2467
LK-61	757400100	659721	10186	669907	876591	391426	258748	2116	1673	3978	1780
LK-6103005	757399140	386.0	6.0	392.0	510.0	241.0	139.0	1.0	1.0	3.0	1.0
LK-6103010	757399140	515.0	8.0	524.0	681.0	322.0	185.0	2.0	1.0	4.0	2.0
LK-6103015	757399140	473.0	8.0	480.0	624.0	295.0	170.0	1.0	1.0	3.0	2.0
LK-6103020	757399140	670.0	11.0	681.0	885.0	418.0	241.0	2.0	2.0	5.0	2.0
LK-6103025	757399140	541.0	9.0	550.0	715.0	338.0	195.0	2.0	1.0	4.0	2.0
LK-6103030	757399140	395.0	6.0	401.0	522.0	246.0	142.0	1.0	1.0	3.0	1.0
LK-6103035	757399140	397.0	6.0	404.0	525.0	248.0	143.0	1.0	1.0	3.0	1.0
LK-6103040	757399140	296.0	5.0	301.0	391.0	185.0	107.0	1.0	1.0	2.0	1.0
LK-6103045	757399140	281.0	5.0	286.0	372.0	176.0	101.0	1.0	1.0	2.0	1.0
LK-6103050	757399140	465.0	8.0	473.0	614.0	290.0	167.0	1.0	1.0	3.0	2.0
LK-6103055	757399140	383.0	6.0	389.0	505.0	239.0	138.0	1.0	1.0	3.0	1.0
LK-6103060	757399140	460.0	7.0	467.0	607.0	287.0	165.0	1.0	1.0	3.0	2.0
LK-6103065	757399140	561.0	9.0	570.0	741.0	350.0	202.0	2.0	1.0	4.0	2.0
LK-6103070	757399140	231.0	4.0	235.0	305.0	144.0	83.0	1.0	1.0	2.0	1.0
LK-6103075	757399140	480.0	8.0	488.0	634.0	300.0	173.0	1.0	1.0	3.0	2.0
LK-6103080	757399140	840.0	14.0	854.0	1110.0	525.0	302.0	3.0	2.0	6.0	3.0
LK-6103085	757399140	441.0	7.0	448.0	583.0	275.0	159.0	1.0	1.0	3.0	1.0
LK-6103090	757399140	285.0	5.0	289.0	376.0	178.0	102.0	1.0	1.0	2.0	1.0
LK-6103095	757399140	427.0	7.0	434.0	564.0	266.0	154.0	1.0	1.0	3.0	1.0
LK-6103100	757399140	623.0	10.0	633.0	823.0	389.0	224.0	2.0	2.0	4.0	2.0
LK-6103105	757399140	522.0	8.0	530.0	689.0	325.0	188.0	2.0	1.0	4.0	2.0
LK-6103110	757399140	371.0	6.0	377.0	490.0	231.0	133.0	1.0	1.0	3.0	1.0
LK-6103115	757399140	332.0	5.0	338.0	439.0	207.0	120.0	1.0	1.0	2.0	1.0
LK-6103120	757399140	413.0	7.0	420.0	546.0	258.0	149.0	1.0	1.0	3.0	1.0
LK-6103125	757399140	159.0	3.0	161.0	210.0	99.0	57.0	0.0	0.0	1.0	1.0
LK-6103130	757399140	236.0	4.0	239.0	311.0	147.0	85.0	1.0	1.0	2.0	1.0
LK-6103135	757399140	415.0	7.0	421.0	548.0	259.0	149.0	1.0	1.0	3.0	1.0
LK-6103140	757399140	192.0	3.0	195.0	253.0	120.0	69.0	1.0	0.0	1.0	1.0
LK-6103145	757399140	561.0	9.0	570.0	741.0	350.0	202.0	2.0	1.0	4.0	2.0
LK-6103150	757399140	331.0	5.0	336.0	437.0	206.0	119.0	1.0	1.0	2.0	1.0
LK-6103155	757399140	191.0	3.0	194.0	252.0	119.0	69.0	1.0	0.0	1.0	1.0
LK-6103160	757399140	306.0	5.0	311.0	404.0	191.0	110.0	1.0	1.0	2.0	1.0
LK-6103165	757399140	650.0	11.0	661.0	859.0	406.0	234.0	2.0	2.0	5.0	2.0
LK-6103170	757399140	482.0	8.0	490.0	637.0	301.0	174.0	1.0	1.0	3.0	2.0
LK-6103175	757399140	489.0	8.0	497.0	647.0	305.0	176.0	2.0	1.0	3.0	2.0
LK-6106005	757399140	678.0	11.0	689.0	896.0	423.0	244.0	2.0	2.0	5.0	2.0
LK-6106010	757399140	375.0	6.0	382.0	496.0	234.0	135.0	1.0	1.0	3.0	1.0
LK-6106015	757399140	243.0	4.0	247.0	321.0	152.0	87.0	1.0	1.0	2.0	1.0
LK-6106020	757399140	400.0	6.0	406.0	528.0	250.0	144.0	1.0	1.0	3.0	1.0
LK-6106025	757399140	340.0	6.0	346.0	449.0	212.0	122.0	1.0	1.0	2.0	1.0
LK-6106030	757399140	336.0	5.0	342.0	444.0	210.0	121.0	1.0	1.0	2.0	1.0
LK-6106035	757399140	352.0	6.0	358.0	466.0	220.0	127.0	1.0	1.0	3.0	1.0
LK-6106040	757399140	259.0	4.0	263.0	342.0	161.0	93.0	1.0	1.0	2.0	1.0
LK-6106045	757399140	518.0	8.0	527.0	685.0	323.0	186.0	2.0	1.0	4.0	2.0
LK-6106050	757399140	359.0	6.0	365.0	474.0	224.0	129.0	1.0	1.0	3.0	1.0
LK-6106055	757399140	438.0	7.0	445.0	578.0	273.0	157.0	1.0	1.0	3.0	1.0
LK-6106060	757399140	602.0	10.0	611.0	795.0	375.0	216.0	2.0	1.0	4.0	2.0
LK-6106065	757399140	682.0	11.0	693.0	901.0	426.0	245.0	2.0	2.0	5.0	2.0
LK-6106070	757399140	716.0	12.0	727.0	945.0	447.0	258.0	2.0	2.0	5.0	2.0
LK-6106075	757399140	1051.0	17.0	1068.0	1388.0	656.0	378.0	3.0	3.0	7.0	3.0
LK-6106080	757399140	345.0	6.0	350.0	456.0	215.0	124.0	1.0	1.0	2.0	1.0
LK-6106085	757399140	256.0	4.0	260.0	339.0	160.0	92.0	1.0	1.0	2.0	1.0
LK-6106090	757399140	470.0	8.0	478.0	621.0	293.0	169.0	1.0	1.0	3.0	2.0
LK-6106095	757399140	381.0	6.0	387.0	503.0	238.0	137.0	1.0	1.0	3.0	1.0
LK-6106100	757399140	557.0	9.0	566.0	736.0	348.0	201.0	2.0	1.0	4.0	2.0
LK-6106105	757399140	270.0	4.0	274.0	357.0	168.0	97.0	1.0	1.0	2.0	1.0
LK-6106110	757399140	307.0	5.0	312.0	406.0	192.0	111.0	1.0	1.0	2.0	1.0
LK-6106115	757399140	311.0	5.0	316.0	411.0	194.0	112.0	1.0	1.0	2.0	1.0
LK-6106120	757399140	579.0	9.0	588.0	764.0	361.0	208.0	2.0	1.0	4.0	2.0
LK-6106125	757399140	368.0	6.0	374.0	487.0	230.0	133.0	1.0	1.0	3.0	1.0
LK-6106130	757399140	388.0	6.0	394.0	513.0	242.0	140.0	1.0	1.0	3.0	1.0
LK-6106135	757399140	485.0	8.0	493.0	641.0	303.0	175.0	2.0	1.0	3.0	2.0
LK-6106140	757399140	595.0	10.0	604.0	785.0	371.0	214.0	2.0	1.0	4.0	2.0
LK-6106145	757399140	736.0	12.0	748.0	973.0	460.0	265.0	2.0	2.0	5.0	2.0
LK-6106150	757399140	543.0	9.0	552.0	717.0	339.0	195.0	2.0	1.0	4.0	2.0
LK-6106155	757399140	456.0	7.0	464.0	603.0	285.0	164.0	1.0	1.0	3.0	2.0
LK-6106160	757399140	289.0	5.0	293.0	382.0	180.0	104.0	1.0	1.0	2.0	1.0
LK-6106165	757399140	335.0	5.0	341.0	443.0	209.0	121.0	1.0	1.0	2.0	1.0
LK-6106170	757399140	334.0	5.0	339.0	441.0	208.0	120.0	1.0	1.0	2.0	1.0
LK-6106175	757399140	218.0	4.0	221.0	288.0	136.0	78.0	1.0	1.0	2.0	1.0
LK-6106180	757399140	498.0	8.0	506.0	658.0	311.0	179.0	2.0	1.0	4.0	2.0
LK-6106185	757399140	372.0	6.0	378.0	492.0	232.0	134.0	1.0	1.0	3.0	1.0
LK-6106190	757399140	367.0	6.0	372.0	484.0	229.0	132.0	1.0	1.0	3.0	1.0
LK-6106195	757399140	684.0	11.0	695.0	903.0	427.0	246.0	2.0	2.0	5.0	2.0
LK-6106200	757399140	578.0	9.0	587.0	764.0	361.0	208.0	2.0	1.0	4.0	2.0
LK-6106205	757399140	343.0	6.0	349.0	453.0	214.0	123.0	1.0	1.0	2.0	1.0
LK-6106210	757399140	289.0	5.0	294.0	382.0	181.0	104.0	1.0	1.0	2.0	1.0
LK-6106215	757399140	422.0	7.0	428.0	557.0	263.0	152.0	1.0	1.0	3.0	1.0
LK-6106220	757399140	427.0	7.0	434.0	564.0	266.0	154.0	1.0	1.0	3.0	1.0
LK-6106225	757399140	225.0	4.0	228.0	297.0	140.0	81.0	1.0	1.0	2.0	1.0
LK-6106230	757399140	358.0	6.0	363.0	472.0	223.0	129.0	1.0	1.0	3.0	1.0
LK-6106235	757399140	265.0	4.0	270.0	350.0	166.0	95.0	1.0	1.0	2.0	1.0
LK-6106240	757399140	359.0	6.0	365.0	475.0	224.0	129.0	1.0	1.0	3.0	1.0
LK-6106245	757399140	367.0	6.0	373.0	485.0	229.0	132.0	1.0	1.0	3.0	1.0
LK-6106250	757399140	222.0	4.0	226.0	294.0	139.0	80.0	1.0	1.0	2.0	1.0
LK-6106255	757399140	248.0	4.0	252.0	328.0	155.0	89.0	1.0	1.0	2.0	1.0
LK-6106260	757399140	332.0	5.0	338.0	439.0	207.0	120.0	1.0	1.0	2.0	1.0
LK-6106265	757399140	394.0	6.0	400.0	520.0	246.0	142.0	1.0	1.0	3.0	1.0
LK-6106270	757399140	415.0	7.0	421.0	548.0	259.0	149.0	1.0	1.0	3.0	1.0
LK-6106275	757399140	533.0	9.0	541.0	704.0	333.0	192.0	2.0	1.0	4.0	2.0
LK-6106280	757399140	386.0	6.0	392.0	510.0	241.0	139.0	1.0	1.0	3.0	1.0
LK-6106285	757399140	514.0	8.0	522.0	679.0	321.0	185.0	2.0	1.0	4.0	2.0
LK-6106290	757399140	340.0	6.0	345.0	449.0	212.0	122.0	1.0	1.0	2.0	1.0
LK-6106295	757399140	272.0	4.0	277.0	360.0	170.0	98.0	1.0	1.0	2.0	1.0
LK-6106300	757399140	293.0	5.0	298.0	388.0	183.0	106.0	1.0	1.0	2.0	1.0
LK-6106305	757399140	404.0	7.0	411.0	534.0	252.0	145.0	1.0	1.0	3.0	1.0
LK-6106310	757399140	467.0	8.0	475.0	617.0	292.0	168.0	1.0	1.0	3.0	2.0
LK-6109005	757399140	434.0	7.0	441.0	574.0	271.0	156.0	1.0	1.0	3.0	1.0
LK-6109010	757399140	444.0	7.0	451.0	587.0	277.0	160.0	1.0	1.0	3.0	1.0
LK-6109015	757399140	367.0	6.0	373.0	485.0	229.0	132.0	1.0	1.0	3.0	1.0
LK-6109020	757399140	381.0	6.0	387.0	503.0	238.0	137.0	1.0	1.0	3.0	1.0
LK-6109025	757399140	506.0	8.0	515.0	669.0	316.0	182.0	2.0	1.0	4.0	2.0
LK-6109030	757399140	201.0	3.0	204.0	265.0	125.0	72.0	1.0	0.0	1.0	1.0
LK-6109035	757399140	347.0	6.0	352.0	458.0	216.0	125.0	1.0	1.0	2.0	1.0
LK-6109040	757399140	254.0	4.0	259.0	336.0	159.0	92.0	1.0	1.0	2.0	1.0
LK-6109045	757399140	269.0	4.0	273.0	355.0	168.0	97.0	1.0	1.0	2.0	1.0
LK-6109050	757399140	345.0	6.0	350.0	456.0	215.0	124.0	1.0	1.0	2.0	1.0
LK-6109055	757399140	309.0	5.0	314.0	408.0	193.0	111.0	1.0	1.0	2.0	1.0
LK-6109060	757399140	309.0	5.0	314.0	408.0	193.0	111.0	1.0	1.0	2.0	1.0
LK-6109065	757399140	339.0	6.0	345.0	448.0	212.0	122.0	1.0	1.0	2.0	1.0
LK-6109070	757399140	245.0	4.0	249.0	324.0	153.0	88.0	1.0	1.0	2.0	1.0
LK-6109075	757399140	363.0	6.0	369.0	479.0	226.0	131.0	1.0	1.0	3.0	1.0
LK-6109080	757399140	225.0	4.0	229.0	297.0	141.0	81.0	1.0	1.0	2.0	1.0
LK-6109085	757399140	326.0	5.0	331.0	430.0	203.0	117.0	1.0	1.0	2.0	1.0
LK-6109090	757399140	354.0	6.0	360.0	467.0	221.0	127.0	1.0	1.0	3.0	1.0
LK-6109095	757399140	433.0	7.0	440.0	573.0	271.0	156.0	1.0	1.0	3.0	1.0
LK-6109100	757399140	353.0	6.0	359.0	466.0	220.0	127.0	1.0	1.0	3.0	1.0
LK-6109105	757399140	500.0	8.0	508.0	660.0	312.0	180.0	2.0	1.0	4.0	2.0
LK-6109110	757399140	280.0	5.0	284.0	370.0	175.0	101.0	1.0	1.0	2.0	1.0
LK-6109115	757399140	364.0	6.0	370.0	481.0	227.0	131.0	1.0	1.0	3.0	1.0
LK-6109120	757399140	280.0	5.0	284.0	370.0	175.0	101.0	1.0	1.0	2.0	1.0
LK-6109125	757399140	424.0	7.0	430.0	559.0	264.0	152.0	1.0	1.0	3.0	1.0
LK-6109130	757399140	313.0	5.0	318.0	414.0	196.0	113.0	1.0	1.0	2.0	1.0
LK-6109135	757399140	291.0	5.0	295.0	384.0	181.0	105.0	1.0	1.0	2.0	1.0
LK-6109140	757399140	324.0	5.0	329.0	428.0	202.0	117.0	1.0	1.0	2.0	1.0
LK-6109145	757399140	363.0	6.0	369.0	479.0	226.0	131.0	1.0	1.0	3.0	1.0
LK-6109150	757399140	482.0	8.0	490.0	637.0	301.0	174.0	1.0	1.0	3.0	2.0
LK-6109155	757399140	465.0	8.0	472.0	614.0	290.0	167.0	1.0	1.0	3.0	2.0
LK-6109160	757399140	392.0	6.0	399.0	518.0	245.0	141.0	1.0	1.0	3.0	1.0
LK-6109165	757399140	264.0	4.0	269.0	349.0	165.0	95.0	1.0	1.0	2.0	1.0
LK-6109170	757399140	251.0	4.0	255.0	331.0	156.0	90.0	1.0	1.0	2.0	1.0
LK-6109175	757399140	350.0	6.0	355.0	462.0	218.0	126.0	1.0	1.0	2.0	1.0
LK-6112005	757400100	298.0	5.0	303.0	396.0	175.0	119.0	1.0	1.0	2.0	1.0
LK-6112010	757400100	234.0	4.0	238.0	311.0	137.0	93.0	1.0	0.0	1.0	1.0
LK-6112015	757400100	381.0	6.0	387.0	506.0	223.0	152.0	1.0	1.0	2.0	1.0
LK-6112020	757400100	205.0	3.0	209.0	273.0	120.0	82.0	1.0	0.0	1.0	1.0
LK-6112025	757400100	411.0	7.0	418.0	546.0	241.0	164.0	1.0	1.0	3.0	1.0
LK-6112030	757400100	576.0	10.0	586.0	765.0	338.0	230.0	2.0	1.0	4.0	2.0
LK-6112035	757400100	348.0	6.0	354.0	462.0	204.0	139.0	1.0	1.0	2.0	1.0
LK-6112040	757400100	206.0	3.0	210.0	274.0	121.0	82.0	1.0	0.0	1.0	1.0
LK-6112045	757400100	184.0	3.0	187.0	245.0	108.0	74.0	1.0	0.0	1.0	1.0
LK-6112050	757400100	251.0	4.0	256.0	334.0	147.0	100.0	1.0	1.0	2.0	1.0
LK-6112055	757400100	354.0	6.0	360.0	470.0	207.0	141.0	1.0	1.0	2.0	1.0
LK-6112060	757400100	370.0	6.0	376.0	491.0	217.0	148.0	1.0	1.0	2.0	1.0
LK-6112065	757400100	386.0	6.0	392.0	512.0	226.0	154.0	1.0	1.0	2.0	1.0
LK-6112070	757400100	179.0	3.0	182.0	237.0	105.0	71.0	0.0	0.0	1.0	1.0
LK-6112075	757400100	256.0	4.0	261.0	340.0	150.0	102.0	1.0	1.0	2.0	1.0
LK-6112080	757400100	357.0	6.0	363.0	474.0	209.0	143.0	1.0	1.0	2.0	1.0
LK-6112085	757400100	262.0	4.0	266.0	348.0	153.0	105.0	1.0	1.0	2.0	1.0
LK-6112090	757400100	408.0	7.0	415.0	543.0	239.0	163.0	1.0	1.0	3.0	1.0
LK-6112095	757400100	258.0	4.0	262.0	342.0	151.0	103.0	1.0	1.0	2.0	1.0
LK-6112100	757400100	213.0	4.0	217.0	283.0	125.0	85.0	1.0	0.0	1.0	1.0
LK-6112105	757400100	215.0	4.0	219.0	286.0	126.0	86.0	1.0	0.0	1.0	1.0
LK-6112110	757400100	268.0	5.0	273.0	356.0	157.0	107.0	1.0	1.0	2.0	1.0
LK-6112115	757400100	210.0	4.0	213.0	279.0	123.0	84.0	1.0	0.0	1.0	1.0
LK-6112120	757400100	430.0	7.0	438.0	572.0	252.0	172.0	1.0	1.0	3.0	1.0
LK-6112125	757400100	273.0	5.0	278.0	363.0	160.0	109.0	1.0	1.0	2.0	1.0
LK-6112130	757400100	353.0	6.0	359.0	469.0	207.0	141.0	1.0	1.0	2.0	1.0
LK-6112135	757400100	238.0	4.0	242.0	316.0	139.0	95.0	1.0	0.0	2.0	1.0
LK-6112140	757400100	248.0	4.0	252.0	329.0	145.0	99.0	1.0	1.0	2.0	1.0
LK-6115005	757398540	369.0	6.0	375.0	484.0	229.0	135.0	1.0	1.0	2.0	1.0
LK-6115010	757398540	275.0	5.0	280.0	361.0	170.0	100.0	1.0	1.0	2.0	1.0
LK-6115015	757398540	292.0	5.0	297.0	383.0	181.0	107.0	1.0	1.0	2.0	1.0
LK-6115020	757398540	378.0	6.0	385.0	497.0	235.0	138.0	1.0	1.0	2.0	1.0
LK-6115025	757398540	226.0	4.0	230.0	297.0	140.0	83.0	1.0	1.0	1.0	1.0
LK-6115030	757398540	278.0	5.0	283.0	365.0	172.0	102.0	1.0	1.0	2.0	1.0
LK-6115035	757398540	200.0	3.0	204.0	263.0	124.0	73.0	1.0	0.0	1.0	1.0
LK-6115040	757398540	339.0	6.0	345.0	446.0	210.0	124.0	1.0	1.0	2.0	1.0
