entity_id	valid	rejected	polled	electors	IND1	EPRLF	SLMC	IND2	PA	TULF	UNP	DPLF	IND3	NSSP	TELO	IND4	SLPF	IND5	MEP	SMBP	PFF	IND 1	DWC	TKLO
LK-6154185	517.0	22.0	540.0	683.0					256.0		255.0						4.0		3.0					
LK-1312135	517.0	33.0	550.0	670.0					259.0		252.0						2.0		3.0		0.0			
LK-3136190	517.0	23.0	540.0	700.0					288.0		216.0						9.0		4.0		0.0			
LK-6178005	517.0	21.0	538.0	647.0					285.0		226.0						4.0		2.0					
LK-6227070	517.0	26.0	543.0	706.0					288.0		224.0						4.0		1.0					
LK-1330265	517.0	35.0	552.0	705.0					268.0		233.0						9.0		6.0		0.0			
LK-9118195	517.0	34.0	551.0	641.0	2.0			0.0	248.0		263.0		0.0				3.0		1.0					
LK-6218030	517.0	23.0	540.0	697.0					268.0		244.0						3.0		2.0					
LK-1321110	517.0	25.0	541.0	701.0					279.0		223.0						9.0		6.0		0.0			
LK-1215595	517.0	17.0	534.0	657.0					294.0		217.0						6.0							
LK-8112120	516.0	52.0	568.0	684.0	2.0			2.0	238.0		270.0						4.0		2.0					
LK-9212300	516.0	20.0	536.0	676.0					284.0		225.0						7.0							
LK-7103065	516.0	21.0	537.0	670.0					301.0		209.0						4.0		3.0					
LK-2139055	516.0	26.0	542.0	665.0				0.0	254.0		253.0						4.0		5.0			0.0		
LK-6154240	516.0	22.0	538.0	682.0					256.0		254.0						4.0		3.0					
LK-2136220	516.0	24.0	541.0	665.0				0.0	263.0		246.0						4.0		3.0			0.0		
LK-7118105	516.0	21.0	537.0	691.0					281.0		222.0						9.0		3.0					
LK-7118140	516.0	21.0	537.0	691.0					281.0		222.0						9.0		3.0					
LK-3151155	516.0	20.0	536.0	687.0					308.0		192.0						8.0		8.0		0.0			
LK-3325200	516.0	36.0	552.0	704.0	3.0			1.0	271.0		212.0						26.0		3.0	0.0	0.0			
LK-3103025	516.0	23.0	538.0	679.0					296.0		209.0						9.0		2.0		0.0			
LK-3103245	516.0	23.0	539.0	680.0					296.0		209.0						9.0		2.0		0.0			
LK-3112020	516.0	23.0	539.0	680.0					296.0		209.0						9.0		2.0		0.0			
LK-6103170	516.0	21.0	537.0	637.0					291.0		219.0						5.0		2.0					
LK-6109150	516.0	21.0	537.0	637.0					291.0		219.0						5.0		2.0					
LK-1336065	516.0	33.0	550.0	685.0					271.0		236.0						6.0		4.0		0.0			
LK-6127395	516.0	26.0	542.0	659.0					262.0		247.0						5.0		1.0					
LK-3315240	516.0	27.0	544.0	686.0	2.0			1.0	280.0		194.0						34.0		4.0	0.0	0.0			
LK-8224125	516.0	56.0	571.0	692.0	0.0			0.0	246.0		226.0		0.0			35.0	8.0	1.0						
LK-1215235	516.0	17.0	533.0	656.0					293.0		217.0						6.0							
LK-1206010	516.0	22.0	538.0	670.0					296.0		215.0						5.0							
LK-2103100	515.0	25.0	540.0	670.0				0.0	228.0		281.0						2.0		3.0			0.0		
LK-3227165	515.0	24.0	538.0	715.0					334.0		166.0						11.0		2.0					
LK-3151015	515.0	20.0	535.0	685.0					307.0		191.0						8.0		8.0		0.0			
LK-3145010	515.0	19.0	533.0	662.0					289.0		212.0						7.0		7.0		0.0			
LK-3145150	515.0	19.0	534.0	663.0					289.0		212.0						7.0		7.0		0.0			
LK-3112115	515.0	23.0	538.0	679.0					295.0		209.0						9.0		2.0		0.0			
LK-6248235	515.0	23.0	539.0	708.0					269.0		242.0						3.0		2.0					
LK-3127195	515.0	26.0	541.0	655.0					296.0		210.0						4.0		3.0		1.0			
LK-6224015	515.0	26.0	541.0	703.0					287.0		223.0						4.0		1.0					
LK-1336205	515.0	33.0	548.0	683.0					270.0		235.0						6.0		3.0		0.0			
LK-6127275	515.0	26.0	541.0	658.0					262.0		247.0						5.0		1.0					
LK-3333150	515.0	27.0	543.0	685.0	2.0			1.0	280.0		194.0						34.0		4.0	0.0	0.0			
LK-1309020	515.0	22.0	537.0	655.0					272.0		232.0						4.0		6.0		0.0			
LK-6218075	515.0	23.0	538.0	694.0					268.0		243.0						3.0		2.0					
LK-8221085	515.0	55.0	571.0	692.0	0.0			0.0	246.0		225.0		0.0			35.0	8.0	1.0						
LK-1230055	515.0	19.0	534.0	657.0					293.0		217.0						5.0							
LK-1324300	515.0	22.0	537.0	670.0					269.0		232.0						6.0		6.0		0.0			
LK-1306145	515.0	23.0	538.0	662.0					285.0		218.0						6.0		5.0		0.0			
LK-1318015	515.0	23.0	538.0	662.0					285.0		218.0						6.0		5.0		0.0			
LK-5248135	515.0	32.0	547.0	700.0	17.0		207.0		57.0	97.0	120.0				16.0		1.0							
LK-1224285	515.0	17.0	531.0	678.0					323.0		183.0						9.0							
LK-2312210	515.0	43.0	559.0	688.0	78.0				128.0		307.0						1.0		1.0					
LK-8118100	514.0	55.0	570.0	678.0	1.0			2.0	193.0		314.0						4.0		1.0					
LK-8118120	514.0	55.0	570.0	678.0	1.0			2.0	193.0		314.0						4.0		1.0					
LK-2145155	514.0	36.0	549.0	686.0				0.0	209.0		301.0						1.0		1.0			0.0		
LK-5327180	514.0	27.0	541.0	770.0	2.0	3.0	232.0		11.0	85.0	171.0				8.0		1.0							
LK-2127100	514.0	29.0	543.0	670.0				0.0	241.0		264.0						4.0		5.0			0.0		
LK-2112060	514.0	32.0	546.0	676.0				0.0	209.0		299.0						2.0		3.0			0.0		
LK-2139470	514.0	26.0	540.0	663.0				0.0	253.0		252.0						4.0		4.0			0.0		
LK-3330120	514.0	25.0	538.0	702.0	2.0			1.0	271.0		198.0						34.0		7.0	1.0	0.0			
LK-2309570	514.0	31.0	545.0	656.0	12.0				223.0		276.0						1.0		1.0					
LK-2230245	514.0	35.0	549.0	684.0	4.0				236.0		271.0						3.0							
LK-3151090	514.0	20.0	535.0	685.0					307.0		191.0						8.0		8.0		0.0			
LK-3145285	514.0	19.0	532.0	661.0					288.0		212.0						7.0		7.0		0.0			
LK-3242180	514.0	16.0	530.0	712.0					316.0		183.0						12.0		2.0					
LK-3112185	514.0	23.0	536.0	677.0					295.0		208.0						9.0		2.0		0.0			
LK-6103075	514.0	21.0	535.0	634.0					289.0		218.0						5.0		2.0					
LK-6212065	514.0	26.0	540.0	702.0					287.0		223.0						4.0		1.0					
LK-6212070	514.0	26.0	540.0	702.0					287.0		223.0						4.0		1.0					
LK-8224010	514.0	55.0	570.0	690.0	0.0			0.0	246.0		225.0		0.0			35.0	8.0	1.0						
LK-1303240	514.0	20.0	534.0	685.0					301.0		197.0						7.0		9.0		0.0			
LK-1227610	514.0	19.0	533.0	667.0					331.0		176.0						6.0							
LK-8112045	513.0	51.0	564.0	679.0	2.0			1.0	236.0		268.0						4.0		2.0					
LK-9209185	513.0	22.0	535.0	657.0					239.0		270.0						5.0							
LK-9212100	513.0	20.0	533.0	672.0					283.0		224.0						7.0							
LK-2136365	513.0	24.0	537.0	661.0				0.0	261.0		244.0						4.0		3.0			0.0		
LK-8103175	513.0	35.0	547.0	658.0	1.0			1.0	189.0		316.0						4.0		3.0					
LK-3145130	513.0	19.0	531.0	660.0					287.0		211.0						7.0		7.0		0.0			
LK-6133125	513.0	29.0	542.0	680.0					243.0		265.0						3.0		2.0					
LK-6178415	513.0	21.0	534.0	643.0					283.0		224.0						4.0		2.0					
LK-9106070	513.0	25.0	538.0	647.0	1.0			0.0	278.0		227.0		0.0				2.0		5.0					
LK-1330215	513.0	35.0	548.0	700.0					267.0		232.0						8.0		6.0		0.0			
LK-1115235	513.0	24.0	537.0	670.0	0.0				172.0		237.0			1.0			4.0		98.0				0.0	1.0
LK-7142050	513.0	25.0	538.0	642.0					304.0		202.0						4.0		2.0					
LK-7145105	513.0	25.0	538.0	643.0					304.0		202.0						4.0		2.0					
LK-1303250	513.0	20.0	534.0	684.0					300.0		196.0						7.0		9.0		0.0			
LK-1303320	513.0	20.0	533.0	684.0					300.0		196.0						7.0		9.0		0.0			
LK-1212105	513.0	20.0	533.0	664.0					278.0		226.0						8.0							
LK-5233005	513.0	32.0	545.0	698.0	17.0		206.0		57.0	97.0	119.0				16.0		1.0							
LK-1224160	513.0	17.0	529.0	675.0					321.0		182.0						9.0							
LK-2106135	513.0	26.0	540.0	664.0				0.0	249.0		257.0						3.0		3.0			0.0		
LK-2133130	513.0	26.0	539.0	663.0				0.0	249.0		257.0						3.0		3.0			0.0		
LK-2130100	512.0	18.0	530.0	678.0				0.0	222.0		280.0						3.0		7.0			0.0		
LK-2130120	512.0	18.0	530.0	678.0				0.0	222.0		280.0						3.0		7.0			0.0		
LK-6163160	512.0	32.0	543.0	696.0					260.0		244.0						7.0		2.0					
LK-8124250	512.0	47.0	559.0	677.0	1.0			2.0	213.0		287.0						6.0		2.0					
LK-3130020	512.0	26.0	538.0	703.0					290.0		210.0						11.0		1.0		0.0			
LK-5306010	512.0	28.0	540.0	891.0	5.0	5.0	75.0		68.0	245.0	75.0				36.0		3.0							
LK-8130055	512.0	42.0	554.0	677.0	1.0			13.0	237.0		252.0						8.0		2.0					
LK-6160325	512.0	19.0	532.0	672.0					263.0		242.0						5.0		2.0					
LK-2154110	512.0	33.0	545.0	663.0				0.0	225.0		282.0						2.0		1.0			0.0		
LK-2142135	512.0	31.0	543.0	667.0				0.0	229.0		279.0						2.0		2.0			0.0		
LK-2142140	512.0	31.0	543.0	667.0				0.0	229.0		279.0						2.0		2.0			0.0		
LK-3112015	512.0	23.0	535.0	675.0					294.0		208.0						9.0		2.0		0.0			
LK-3239100	512.0	21.0	534.0	714.0					320.0		175.0						15.0		2.0					
LK-3203160	512.0	31.0	543.0	655.0					283.0		220.0						7.0		2.0					
LK-9103149	512.0	25.0	538.0	647.0	1.0			0.0	277.0		226.0		0.0				2.0		5.0					
LK-9103155	512.0	25.0	537.0	646.0	1.0			0.0	277.0		226.0		0.0				2.0		5.0					
LK-6209105	512.0	26.0	538.0	700.0					286.0		222.0						4.0		1.0					
LK-2206115	512.0	30.0	542.0	666.0	5.0				266.0		236.0						5.0							
LK-5248100	512.0	32.0	545.0	697.0	17.0		206.0		57.0	97.0	119.0				16.0		1.0							
LK-8115040	511.0	51.0	562.0	677.0	2.0			1.0	236.0		267.0						4.0		2.0					
LK-8206170	511.0	55.0	565.0	670.0	0.0			1.0	244.0		244.0		0.0			15.0	6.0	1.0						
LK-2221085	511.0	34.0	545.0	632.0	6.0				269.0		234.0						2.0							
LK-8130160	511.0	42.0	553.0	676.0	1.0			12.0	237.0		251.0						8.0		2.0					
LK-9212205	511.0	20.0	531.0	669.0					281.0		223.0						7.0							
LK-2112200	511.0	32.0	543.0	671.0				0.0	208.0		297.0						2.0		3.0			0.0		
LK-3236090	511.0	24.0	535.0	710.0					332.0		165.0						11.0		2.0					
LK-3242040	511.0	16.0	527.0	707.0					314.0		182.0						12.0		2.0					
LK-6169105	511.0	21.0	532.0	644.0					252.0		253.0						3.0		3.0					
LK-3239050	511.0	21.0	533.0	713.0					320.0		175.0						15.0		2.0					
LK-1310085	511.0	22.0	533.0	650.0					270.0		230.0						4.0		6.0		0.0			
LK-7142060	511.0	25.0	537.0	641.0					303.0		202.0						4.0		2.0					
LK-9112140	511.0	25.0	536.0	632.0	2.0			0.0	265.0		239.0		0.0				2.0		2.0					
LK-1215275	511.0	17.0	528.0	649.0					290.0		214.0						6.0							
LK-1227300	511.0	19.0	530.0	664.0					330.0		175.0						6.0							
LK-1224110	511.0	16.0	527.0	672.0					320.0		182.0						9.0							
LK-8109065	510.0	51.0	562.0	676.0	2.0			1.0	235.0		267.0						4.0		2.0					
LK-3106245	510.0	22.0	532.0	708.0					272.0		229.0						7.0		2.0		0.0			
LK-9209040	510.0	22.0	531.0	652.0					237.0		268.0						5.0							
LK-2145235	510.0	35.0	545.0	680.0				0.0	208.0		299.0						1.0		1.0			0.0		
LK-5315175	510.0	28.0	538.0	887.0	5.0	5.0	75.0		68.0	244.0	75.0				36.0		3.0							
LK-7154025	510.0	25.0	535.0	645.0					266.0		239.0						3.0		2.0					
LK-1315120	510.0	33.0	542.0	661.0					255.0		249.0						2.0		3.0		0.0			
LK-3248210	510.0	19.0	529.0	697.0					294.0		201.0						14.0		1.0					
LK-6130055	510.0	28.0	538.0	676.0					241.0		263.0						3.0		2.0					
LK-6115105	510.0	24.0	534.0	642.0					282.0		224.0						2.0		1.0					
LK-3206005	510.0	31.0	540.0	652.0					282.0		219.0						7.0		2.0					
LK-3215090	510.0	24.0	534.0	671.0					296.0		198.0						14.0		2.0					
LK-6245080	510.0	23.0	533.0	701.0					266.0		239.0						3.0		2.0					
LK-3127185	510.0	26.0	535.0	649.0					293.0		208.0						4.0		3.0		1.0			
LK-6209125	510.0	26.0	535.0	696.0					284.0		221.0						4.0		1.0					
LK-6212095	510.0	26.0	536.0	696.0					284.0		221.0						4.0		1.0					
LK-3333125	510.0	27.0	537.0	677.0	2.0			1.0	277.0		192.0						34.0		4.0	0.0	0.0			
LK-1118145	510.0	24.0	533.0	666.0	0.0				170.0		236.0			1.0			4.0		97.0				0.0	1.0
LK-1230340	510.0	19.0	529.0	652.0					291.0		215.0						5.0							
LK-7142070	510.0	25.0	535.0	639.0					303.0		201.0						4.0		2.0					
LK-5212095	510.0	26.0	536.0	666.0	1.0		0.0		255.0	0.0	250.0				1.0		3.0							
LK-2130140	509.0	18.0	527.0	674.0				0.0	221.0		278.0						3.0		7.0			0.0		
LK-8139050	509.0	55.0	564.0	713.0	1.0			5.0	212.0		286.0						5.0		1.0					
LK-9203345	509.0	21.0	530.0	674.0					261.0		242.0						6.0							
LK-2127260	509.0	28.0	538.0	664.0				0.0	239.0		262.0						4.0		5.0			0.0		
LK-2136280	509.0	24.0	533.0	656.0				0.0	259.0		242.0						4.0		3.0			0.0		
LK-7118035	509.0	21.0	530.0	681.0					278.0		219.0						9.0		3.0					
LK-3233040	509.0	24.0	532.0	707.0					331.0		164.0						11.0		2.0					
LK-3145200	509.0	18.0	528.0	655.0					286.0		210.0						7.0		7.0		0.0			
LK-6245235	509.0	23.0	533.0	700.0					266.0		239.0						3.0		2.0					
LK-9118165	509.0	33.0	542.0	631.0	2.0			0.0	244.0		258.0		0.0				3.0		1.0					
LK-3315260	509.0	27.0	536.0	676.0	2.0			1.0	276.0		191.0						34.0		4.0	0.0	0.0			
LK-7210120	509.0	23.0	531.0	668.0					255.0		248.0						6.0							
LK-9203130	508.0	21.0	529.0	672.0					260.0		242.0						6.0							
LK-5230115	508.0	19.0	527.0	666.0	5.0		300.0		8.0	83.0	101.0				10.0		0.0							
LK-8203035	508.0	54.0	562.0	667.0	0.0			1.0	243.0		243.0		0.0			14.0	6.0	1.0						
LK-9224035	508.0	30.0	538.0	667.0					225.0		281.0						2.0							
LK-3151095	508.0	20.0	528.0	676.0					303.0		189.0						8.0		7.0		0.0			
LK-3103120	508.0	23.0	531.0	670.0					292.0		206.0						9.0		2.0		0.0			
LK-9145050	508.0	27.0	535.0	620.0	2.0			0.0	225.0		278.0		0.0				2.0		1.0					
LK-6245240	508.0	23.0	531.0	698.0					265.0		238.0						3.0		2.0					
LK-6127295	508.0	26.0	534.0	649.0					258.0		244.0						5.0		1.0					
LK-1230255	508.0	19.0	526.0	648.0					289.0		214.0						5.0							
LK-1233165	508.0	18.0	526.0	676.0					299.0		201.0						8.0							
LK-2109060	508.0	26.0	534.0	657.0				0.0	247.0		255.0						3.0		3.0			0.0		
LK-5209075	508.0	26.0	534.0	664.0	1.0		0.0		254.0	0.0	249.0				1.0		3.0							
LK-8127140	507.0	42.0	549.0	644.0	1.0			3.0	229.0		264.0						7.0		3.0					
LK-7206175	507.0	18.0	526.0	625.0					252.0		252.0						3.0							
LK-9206275	507.0	21.0	528.0	663.0					230.0		273.0						5.0							
LK-3212085	507.0	29.0	535.0	683.0					297.0		199.0						10.0		2.0					
LK-6248165	507.0	23.0	530.0	697.0					265.0		238.0						3.0		2.0					
LK-3148115	507.0	25.0	533.0	645.0					291.0		207.0						4.0		3.0		1.0			
LK-1327055	507.0	35.0	542.0	692.0					264.0		229.0						8.0		6.0		0.0			
LK-8221110	507.0	55.0	562.0	681.0	0.0			0.0	242.0		222.0		0.0			34.0	8.0	1.0						
LK-9151090	507.0	25.0	532.0	636.0	2.0			0.0	296.0		202.0		0.0				5.0		2.0					
LK-1233010	507.0	18.0	526.0	675.0					299.0		201.0						8.0							
LK-8109020	506.0	51.0	557.0	671.0	2.0			1.0	233.0		265.0						4.0		2.0					
LK-9133140	506.0	24.0	529.0	603.0	2.0			0.0	255.0		246.0		0.0				1.0		1.0					
LK-7118030	506.0	20.0	526.0	677.0					276.0		218.0						9.0		3.0					
LK-1312255	506.0	32.0	538.0	656.0					253.0		247.0						2.0		3.0		0.0			
LK-3136430	506.0	22.0	528.0	686.0					282.0		211.0						9.0		4.0		0.0			
LK-2230145	506.0	35.0	541.0	674.0	4.0				232.0		267.0						3.0							
LK-6203135	506.0	30.0	536.0	746.0					269.0		234.0						2.0		1.0					
LK-3218025	506.0	24.0	530.0	666.0					293.0		197.0						14.0		2.0					
LK-9118110	506.0	33.0	539.0	627.0	2.0			0.0	243.0		257.0		0.0				3.0		1.0					
LK-3309060	506.0	27.0	532.0	690.0	2.0			1.0	270.0		195.0						33.0		4.0	1.0	0.0			
LK-1136090	506.0	18.0	524.0	674.0	0.0				300.0		180.0			1.0			9.0		16.0				0.0	1.0
LK-6163365	505.0	31.0	537.0	688.0					256.0		241.0						7.0		2.0					
LK-2145055	505.0	35.0	539.0	674.0				0.0	205.0		296.0						1.0		1.0			0.0		
LK-5227085	505.0	19.0	524.0	662.0	5.0		299.0		8.0	83.0	101.0				10.0		0.0							
LK-8206020	505.0	54.0	558.0	662.0	0.0			1.0	241.0		241.0		0.0			14.0	5.0	1.0						
LK-6145080	505.0	21.0	526.0	639.0					258.0		243.0						2.0		2.0					
LK-5118240	505.0	56.0	562.0	736.0	11.0	23.0	1.0	1.0	99.0	271.0	26.0				74.0									
LK-7218085	505.0	19.0	524.0	632.0					271.0		224.0						9.0							
LK-7118005	505.0	20.0	525.0	676.0					275.0		217.0						9.0		3.0					
LK-3233025	505.0	24.0	529.0	701.0					328.0		163.0						11.0		2.0					
LK-6115140	505.0	23.0	528.0	635.0					280.0		222.0						2.0		1.0					
LK-6139155	505.0	23.0	528.0	635.0					280.0		222.0						2.0		1.0					
LK-3324280	505.0	35.0	540.0	688.0	3.0			1.0	265.0		207.0						25.0		3.0	0.0	0.0			
LK-6103015	505.0	21.0	526.0	624.0					285.0		214.0						4.0		2.0					
LK-1209435	505.0	18.0	523.0	622.0					266.0		235.0						4.0							
LK-1209580	505.0	18.0	523.0	622.0					266.0		235.0						4.0							
LK-7215245	505.0	23.0	527.0	662.0					253.0		246.0						6.0							
LK-1212205	505.0	20.0	525.0	653.0					274.0		223.0						8.0							
LK-1212255	505.0	20.0	525.0	653.0					274.0		223.0						8.0							
LK-1215470	505.0	16.0	521.0	642.0					287.0		212.0						6.0							
LK-1227705	505.0	19.0	524.0	657.0					326.0		173.0						6.0							
LK-5242045	505.0	32.0	537.0	688.0	17.0		203.0		56.0	95.0	118.0				16.0		1.0							
LK-1136035	505.0	18.0	523.0	672.0	0.0				299.0		179.0			1.0			9.0		16.0				0.0	1.0
LK-2315060	505.0	42.0	547.0	674.0	77.0				125.0		301.0						1.0		1.0					
LK-2127250	504.0	28.0	532.0	658.0				0.0	236.0		259.0						4.0		5.0			0.0		
LK-2136125	504.0	24.0	527.0	649.0				0.0	256.0		240.0						4.0		3.0			0.0		
LK-3136385	504.0	22.0	526.0	683.0					281.0		211.0						9.0		4.0		0.0			
LK-3248030	504.0	19.0	523.0	690.0					291.0		199.0						13.0		1.0					
LK-6130085	504.0	28.0	532.0	669.0					239.0		261.0						3.0		2.0					
LK-6178340	504.0	21.0	524.0	631.0					278.0		220.0						4.0		2.0					
LK-3221090	504.0	21.0	525.0	703.0					315.0		172.0						15.0		2.0					
LK-9121090	504.0	27.0	530.0	616.0	2.0			0.0	224.0		275.0		0.0				2.0		1.0					
LK-9142090	504.0	27.0	530.0	616.0	2.0			0.0	224.0		275.0		0.0				2.0		1.0					
LK-6127340	504.0	26.0	530.0	644.0					256.0		242.0						5.0		1.0					
LK-1230335	504.0	19.0	523.0	644.0					287.0		213.0						5.0							
LK-1230630	504.0	19.0	523.0	643.0					287.0		212.0						5.0							
LK-1206355	504.0	22.0	526.0	654.0					289.0		210.0						4.0							
LK-5251060	504.0	32.0	536.0	686.0	17.0		203.0		56.0	95.0	117.0				16.0		1.0							
LK-1136345	504.0	18.0	521.0	670.0	0.0				298.0		179.0			1.0			9.0		16.0				0.0	1.0
LK-7133085	503.0	26.0	530.0	645.0					281.0		216.0						5.0		2.0					
LK-8118130	503.0	54.0	557.0	664.0	1.0			2.0	189.0		307.0						4.0		1.0					
LK-2227135	503.0	34.0	536.0	622.0	6.0				265.0		230.0						2.0							
LK-8130195	503.0	41.0	544.0	665.0	1.0			12.0	233.0		247.0						8.0		2.0					
LK-6145310	503.0	21.0	524.0	636.0					257.0		242.0						2.0		2.0					
LK-9224105	503.0	30.0	533.0	660.0					223.0		278.0						2.0							
LK-2112130	503.0	31.0	534.0	660.0				0.0	205.0		293.0						2.0		3.0			0.0		
LK-7203065	503.0	19.0	522.0	630.0					271.0		224.0						9.0							
LK-7115010	503.0	20.0	523.0	673.0					274.0		216.0						9.0		3.0					
LK-6142085	503.0	15.0	518.0	620.0					261.0		239.0						2.0		2.0					
LK-3236020	503.0	23.0	526.0	699.0					327.0		163.0						11.0		2.0					
LK-6130120	503.0	28.0	531.0	666.0					238.0		260.0						3.0		2.0					
LK-3212200	503.0	28.0	531.0	678.0					295.0		197.0						9.0		2.0					
LK-6106090	503.0	21.0	524.0	621.0					283.0		213.0						4.0		2.0					
LK-9109025	503.0	25.0	528.0	635.0	1.0			0.0	272.0		222.0		0.0				2.0		5.0					
LK-9145135	503.0	27.0	530.0	615.0	2.0			0.0	224.0		275.0		0.0				2.0		1.0					
LK-1327145	503.0	35.0	538.0	686.0					261.0		227.0						8.0		6.0		0.0			
LK-1115175	503.0	23.0	527.0	658.0	0.0				168.0		233.0			1.0			4.0		96.0				0.0	1.0
LK-1230090	503.0	19.0	522.0	642.0					286.0		212.0						5.0							
LK-7163010	503.0	25.0	528.0	630.0					298.0		198.0						4.0		2.0					
LK-7215205	503.0	23.0	525.0	660.0					252.0		246.0						6.0							
LK-1212490	503.0	20.0	523.0	651.0					273.0		222.0						8.0							
LK-5233115	503.0	32.0	535.0	684.0	17.0		202.0		56.0	95.0	117.0				16.0		1.0							
LK-5318050	502.0	32.0	534.0	758.0	0.0	3.0	26.0		238.0	24.0	202.0				4.0		4.0							
LK-5221005	502.0	19.0	521.0	658.0	5.0		297.0		8.0	82.0	100.0				10.0		0.0							
LK-7154130	502.0	25.0	526.0	635.0					262.0		235.0						3.0		2.0					
LK-6145045	502.0	21.0	523.0	636.0					257.0		241.0						2.0		2.0					
LK-7115115	502.0	20.0	522.0	672.0					274.0		216.0						9.0		3.0					
LK-7118045	502.0	20.0	523.0	672.0					274.0		216.0						9.0		3.0					
LK-1315055	502.0	32.0	534.0	651.0					251.0		245.0						2.0		3.0		0.0			
LK-2233325	502.0	34.0	536.0	668.0	4.0				231.0		265.0						3.0							
LK-3209205	502.0	28.0	530.0	676.0					294.0		196.0						9.0		2.0					
LK-3242005	502.0	15.0	518.0	695.0					309.0		179.0						12.0		2.0					
LK-6172195	502.0	20.0	522.0	633.0					248.0		248.0						2.0		3.0					
LK-6245015	502.0	23.0	525.0	691.0					262.0		236.0						3.0		2.0					
LK-3124235	502.0	25.0	528.0	639.0					289.0		205.0						4.0		3.0		1.0			
LK-7142085	502.0	25.0	527.0	629.0					298.0		198.0						4.0		2.0					
LK-1212210	502.0	20.0	522.0	650.0					273.0		222.0						8.0							
LK-5242075	502.0	32.0	534.0	683.0	17.0		202.0		56.0	95.0	117.0				16.0		1.0							
LK-5248085	502.0	32.0	534.0	683.0	17.0		202.0		56.0	95.0	117.0				16.0		1.0							
LK-8121105	501.0	34.0	534.0	693.0	1.0			2.0	243.0		245.0						6.0		4.0					
LK-3130015	501.0	26.0	526.0	688.0					283.0		205.0						10.0		1.0		0.0			
LK-5306065	501.0	27.0	528.0	871.0	5.0	5.0	74.0		67.0	239.0	74.0				35.0		3.0							
LK-8136085	501.0	38.0	539.0	666.0	1.0			6.0	231.0		256.0						5.0		2.0					
LK-6242215	501.0	19.0	520.0	675.0					275.0		221.0						3.0		2.0					
LK-8218140	501.0	54.0	555.0	650.0	0.0			0.0	278.0		205.0		0.0			12.0	4.0	1.0						
LK-3145025	501.0	18.0	519.0	645.0					281.0		206.0						6.0		7.0		0.0			
LK-3230020	501.0	28.0	529.0	675.0					294.0		196.0						9.0		2.0					
LK-3239240	501.0	21.0	522.0	698.0					313.0		171.0						14.0		2.0					
LK-3215040	501.0	24.0	525.0	660.0					291.0		195.0						14.0		2.0					
LK-3127165	501.0	25.0	526.0	637.0					288.0		205.0						4.0		3.0		1.0			
LK-3121015	501.0	23.0	524.0	614.0					278.0		216.0						5.0		2.0		0.0			
LK-2203280	501.0	30.0	531.0	653.0	5.0				261.0		232.0						5.0							
LK-2206090	501.0	30.0	531.0	653.0	5.0				261.0		232.0						5.0							
LK-7212025	501.0	22.0	524.0	658.0					251.0		245.0						6.0							
LK-7215215	501.0	22.0	523.0	657.0					251.0		244.0						6.0							
LK-1215315	501.0	16.0	517.0	636.0					285.0		210.0						6.0							
LK-1215485	501.0	16.0	517.0	637.0					285.0		210.0						6.0							
LK-5242050	501.0	32.0	533.0	682.0	17.0		201.0		56.0	94.0	117.0				16.0		1.0							
LK-3303015	501.0	26.0	527.0	684.0	2.0			1.0	267.0		193.0						33.0		4.0	1.0	0.0			
LK-9203340	500.0	21.0	521.0	661.0					256.0		238.0						6.0							
LK-5224145	500.0	19.0	519.0	655.0	5.0		295.0		8.0	82.0	99.0				10.0		0.0							
LK-5315070	500.0	27.0	528.0	870.0	5.0	5.0	74.0		66.0	239.0	74.0				35.0		3.0							
LK-7154235	500.0	25.0	525.0	633.0					261.0		235.0						3.0		2.0					
LK-7127135	500.0	19.0	519.0	633.0					278.0		219.0						3.0		1.0					
LK-9212025	500.0	19.0	520.0	655.0					275.0		218.0						6.0							
LK-2139345	500.0	25.0	526.0	645.0				0.0	246.0		246.0						4.0		4.0			0.0		
LK-7118060	500.0	20.0	520.0	669.0					272.0		215.0						9.0		3.0					
LK-2157010	500.0	32.0	533.0	648.0				0.0	220.0		276.0						2.0		1.0			0.0		
LK-3248050	500.0	19.0	518.0	683.0					288.0		197.0						13.0		1.0					
LK-6172215	500.0	20.0	520.0	630.0					247.0		247.0						2.0		3.0					
LK-6106310	500.0	21.0	521.0	617.0					282.0		212.0						4.0		2.0					
LK-6248055	500.0	23.0	522.0	687.0					261.0		234.0						3.0		2.0					
LK-1310005	500.0	22.0	521.0	635.0					264.0		225.0						4.0		6.0		0.0			
LK-1303130	500.0	20.0	520.0	667.0					293.0		191.0						7.0		9.0		0.0			
LK-1318090	500.0	23.0	522.0	642.0					277.0		211.0						6.0		5.0		0.0			
LK-1215565	500.0	16.0	516.0	635.0					284.0		210.0						6.0							
LK-1227190	500.0	19.0	518.0	649.0					322.0		171.0						6.0							
LK-5121045	500.0	37.0	537.0	792.0	3.0	13.0	124.0	2.0	47.0	179.0	87.0				43.0									
LK-8127185	499.0	42.0	540.0	633.0	1.0			3.0	226.0		259.0						7.0		3.0					
LK-2145210	499.0	35.0	533.0	666.0				0.0	203.0		293.0						1.0		1.0			0.0		
LK-9203030	499.0	21.0	519.0	660.0					255.0		237.0						6.0							
LK-7154190	499.0	24.0	524.0	632.0					260.0		234.0						3.0		2.0					
LK-6160320	499.0	19.0	518.0	654.0					256.0		235.0						5.0		2.0					
