entity_id	valid	rejected	polled	electors	UNP	PA	JVP	Ind 2	Liberal	Ind 1	SMBP	LDA	PLSF	SLMP	Ind 3	DUNF	PFF
LK-6184075	453.0	8.0	462.0	595.0	192.0	238.0	17.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3203045	453.0	12.0	465.0	612.0	176.0	240.0	26.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6130155	453.0	13.0	466.0	648.0	213.0	212.0	18.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6121160	453.0	10.0	463.0	629.0	205.0	226.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6139015	453.0	10.0	464.0	630.0	205.0	226.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6139050	453.0	10.0	463.0	629.0	205.0	226.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3245100	453.0	9.0	461.0	624.0	172.0	232.0	41.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6160255	453.0	9.0	462.0	630.0	206.0	220.0	17.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-2136375	453.0	14.0	468.0	611.0	207.0	225.0	13.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-7203045	453.0	8.0	462.0	604.0	182.0	236.0	28.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-7209045	453.0	7.0	461.0	592.0	200.0	230.0	17.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-7209070	453.0	7.0	460.0	590.0	200.0	230.0	17.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-5218050	453.0	7.0	460.0	569.0	153.0	289.0	1.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
LK-5225065	453.0	7.0	460.0	584.0	194.0	251.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-5321080	453.0	7.0	460.0	690.0	174.0	249.0	18.0	3.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-8119085	453.0	15.0	468.0	599.0	226.0	206.0	9.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-2106045	452.0	14.0	466.0	622.0	216.0	212.0	14.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0
LK-1233145	452.0	10.0	462.0	612.0	158.0	265.0	22.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1227270	452.0	11.0	464.0	590.0	126.0	298.0	21.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1212395	452.0	10.0	462.0	608.0	179.0	239.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7142065	452.0	10.0	462.0	587.0	152.0	273.0	18.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1209400	452.0	7.0	459.0	577.0	187.0	245.0	14.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3333135	452.0	9.0	461.0	638.0	160.0	213.0	71.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9115025	452.0	9.0	461.0	565.0	203.0	225.0	13.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9115190	452.0	9.0	461.0	565.0	203.0	225.0	13.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9118040	452.0	9.0	461.0	565.0	203.0	225.0	13.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9118265	452.0	9.0	461.0	565.0	203.0	225.0	13.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6218060	452.0	10.0	462.0	648.0	197.0	236.0	13.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6245010	452.0	9.0	460.0	664.0	194.0	239.0	13.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2151205	452.0	13.0	465.0	605.0	183.0	248.0	12.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-3151105	452.0	10.0	462.0	617.0	164.0	256.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6187290	452.0	9.0	461.0	614.0	204.0	227.0	13.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-2303080	452.0	12.0	464.0	599.0	212.0	223.0	8.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-2218105	452.0	13.0	465.0	652.0	205.0	221.0	14.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0
LK-7103045	452.0	8.0	459.0	633.0	171.0	254.0	19.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6148110	452.0	9.0	461.0	613.0	193.0	240.0	13.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2227065	452.0	12.0	464.0	576.0	173.0	258.0	11.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-9203430	452.0	9.0	461.0	598.0	172.0	252.0	19.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2133035	451.0	14.0	465.0	621.0	215.0	212.0	14.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0
LK-1230370	451.0	7.0	458.0	587.0	161.0	264.0	19.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-3118085	451.0	6.0	457.0	546.0	175.0	247.0	22.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1330235	451.0	11.0	461.0	609.0	186.0	233.0	23.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-9103015	451.0	10.0	460.0	589.0	184.0	241.0	12.0	1.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0
LK-9109052	451.0	10.0	461.0	590.0	184.0	241.0	12.0	1.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0
LK-6169215	451.0	8.0	459.0	603.0	211.0	220.0	13.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6248160	451.0	9.0	460.0	664.0	194.0	239.0	13.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8218165	451.0	12.0	463.0	603.0	173.0	247.0	20.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3221020	451.0	8.0	459.0	646.0	158.0	255.0	30.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2154145	451.0	13.0	464.0	604.0	182.0	247.0	12.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-2306090	451.0	13.0	464.0	526.0	167.0	262.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3227145	451.0	8.0	459.0	633.0	160.0	257.0	27.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-3227150	451.0	8.0	459.0	633.0	160.0	257.0	27.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-3233090	451.0	8.0	459.0	632.0	159.0	257.0	27.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6151085	451.0	10.0	461.0	612.0	207.0	219.0	16.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6145005	451.0	9.0	460.0	612.0	193.0	240.0	12.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-8124080	451.0	17.0	467.0	602.0	213.0	211.0	16.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-9209245	451.0	10.0	461.0	605.0	187.0	240.0	16.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1224085	450.0	10.0	459.0	601.0	141.0	277.0	24.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1221175	450.0	10.0	461.0	602.0	172.0	255.0	18.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8224005	450.0	9.0	458.0	580.0	186.0	224.0	31.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1212130	450.0	10.0	460.0	605.0	178.0	238.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6127405	450.0	9.0	459.0	617.0	202.0	222.0	19.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-1327215	450.0	11.0	460.0	608.0	186.0	233.0	23.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-9106060	450.0	10.0	459.0	588.0	184.0	240.0	12.0	1.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0
LK-6184060	450.0	8.0	459.0	590.0	190.0	236.0	17.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-8218130	450.0	12.0	462.0	602.0	173.0	247.0	20.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2230160	450.0	14.0	464.0	611.0	192.0	232.0	14.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6130260	450.0	13.0	463.0	644.0	212.0	210.0	18.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6121100	450.0	10.0	461.0	625.0	204.0	225.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1312075	450.0	9.0	459.0	589.0	204.0	226.0	12.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-2306060	450.0	13.0	463.0	525.0	166.0	262.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2306450	450.0	13.0	463.0	525.0	166.0	262.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3154055	450.0	10.0	460.0	614.0	164.0	255.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3245035	450.0	9.0	459.0	621.0	171.0	231.0	41.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3245200	450.0	9.0	459.0	621.0	171.0	231.0	41.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7203115	450.0	8.0	458.0	599.0	181.0	234.0	28.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-5221025	450.0	7.0	457.0	580.0	193.0	249.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7133115	450.0	10.0	460.0	607.0	187.0	235.0	20.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1212530	449.0	10.0	460.0	605.0	178.0	238.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1230600	449.0	7.0	456.0	585.0	160.0	263.0	19.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1115295	449.0	10.0	459.0	605.0	185.0	234.0	20.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0
LK-3148090	449.0	8.0	457.0	570.0	170.0	253.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6245190	449.0	8.0	457.0	660.0	193.0	238.0	12.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3224005	449.0	9.0	458.0	609.0	169.0	238.0	34.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3145300	449.0	9.0	458.0	582.0	166.0	255.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3327075	449.0	8.0	457.0	624.0	166.0	224.0	52.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6148075	449.0	9.0	457.0	609.0	192.0	238.0	12.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-5225045	449.0	7.0	457.0	580.0	193.0	249.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6163030	449.0	13.0	462.0	625.0	192.0	221.0	26.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9209290	449.0	10.0	458.0	602.0	186.0	239.0	16.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1212355	448.0	10.0	458.0	602.0	177.0	237.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2203010	448.0	12.0	459.0	607.0	192.0	223.0	22.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2203060	448.0	12.0	459.0	607.0	192.0	223.0	22.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9142100	448.0	8.0	456.0	571.0	212.0	214.0	12.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-9103100	448.0	9.0	457.0	585.0	183.0	239.0	12.0	1.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0
LK-6106305	448.0	8.0	456.0	605.0	179.0	242.0	20.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3112240	448.0	8.0	455.0	593.0	167.0	249.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3209110	448.0	8.0	456.0	633.0	164.0	245.0	29.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3230145	448.0	8.0	457.0	634.0	164.0	246.0	29.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6130310	448.0	13.0	461.0	641.0	211.0	209.0	18.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6118135	448.0	10.0	458.0	622.0	202.0	223.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1312260	448.0	9.0	457.0	587.0	203.0	225.0	12.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-3136080	448.0	7.0	454.0	605.0	169.0	251.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3236070	448.0	8.0	456.0	628.0	158.0	255.0	27.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6160160	448.0	9.0	457.0	624.0	204.0	218.0	17.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-8203040	448.0	10.0	458.0	591.0	192.0	220.0	23.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2224040	448.0	12.0	460.0	571.0	171.0	256.0	11.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-9233010	448.0	9.0	457.0	595.0	208.0	216.0	13.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-4109035	448.0	20.0	468.0	1769.0	143.0	262.0	2.0	9.0	5.0	3.0	3.0	11.0	2.0	4.0	2.0	1.0	1.0
LK-5233110	447.0	7.0	454.0	595.0	185.0	250.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-7215150	447.0	9.0	456.0	580.0	190.0	231.0	19.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1212175	447.0	10.0	457.0	601.0	177.0	236.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1212315	447.0	10.0	457.0	601.0	177.0	236.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1230625	447.0	7.0	454.0	582.0	159.0	262.0	19.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6124110	447.0	9.0	456.0	612.0	201.0	220.0	19.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-9103080	447.0	9.0	457.0	584.0	183.0	239.0	11.0	1.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0
LK-6248065	447.0	8.0	456.0	658.0	192.0	237.0	12.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6209130	447.0	10.0	457.0	661.0	180.0	242.0	18.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-6139005	447.0	10.0	457.0	621.0	202.0	223.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2306540	447.0	13.0	460.0	521.0	165.0	260.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3330070	447.0	8.0	455.0	621.0	165.0	223.0	52.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6154170	447.0	10.0	457.0	606.0	205.0	217.0	16.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6160185	447.0	9.0	456.0	622.0	203.0	217.0	17.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0
LK-2139500	447.0	12.0	459.0	602.0	211.0	214.0	12.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-2303025	447.0	12.0	459.0	592.0	209.0	220.0	8.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6136085	447.0	10.0	457.0	594.0	181.0	241.0	18.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6145060	447.0	9.0	456.0	607.0	191.0	238.0	12.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2121080	447.0	11.0	458.0	581.0	203.0	226.0	8.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
LK-2130175	447.0	11.0	458.0	609.0	244.0	179.0	11.0	1.0	1.0	1.0	6.0	2.0	1.0	2.0	0.0	0.0	0.0
LK-1233040	446.0	10.0	456.0	604.0	156.0	262.0	22.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1227590	446.0	11.0	457.0	581.0	124.0	293.0	21.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6127370	446.0	9.0	454.0	610.0	200.0	219.0	19.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-3333055	446.0	9.0	455.0	629.0	158.0	210.0	70.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3215105	446.0	9.0	455.0	605.0	168.0	236.0	33.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3203005	446.0	12.0	458.0	603.0	174.0	237.0	25.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-3230025	446.0	8.0	454.0	631.0	163.0	244.0	29.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2230060	446.0	14.0	460.0	606.0	191.0	230.0	13.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6175205	446.0	7.0	453.0	582.0	202.0	229.0	10.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2306340	446.0	13.0	459.0	521.0	165.0	259.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6242100	446.0	8.0	454.0	650.0	181.0	248.0	12.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-3139045	446.0	10.0	456.0	628.0	199.0	218.0	22.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-5218185	446.0	7.0	453.0	560.0	150.0	285.0	1.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
LK-9227085	446.0	10.0	456.0	601.0	198.0	227.0	9.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-9203405	446.0	9.0	455.0	590.0	170.0	249.0	19.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2133355	445.0	14.0	458.0	613.0	212.0	209.0	14.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0
LK-1227060	445.0	11.0	456.0	580.0	124.0	293.0	21.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1227160	445.0	11.0	456.0	580.0	124.0	293.0	21.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1227285	445.0	11.0	456.0	580.0	124.0	293.0	21.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1212475	445.0	10.0	455.0	598.0	176.0	235.0	26.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1209180	445.0	6.0	451.0	567.0	184.0	241.0	14.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3318120	445.0	9.0	454.0	628.0	158.0	210.0	70.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3333280	445.0	9.0	454.0	628.0	158.0	210.0	70.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1339060	445.0	9.0	454.0	601.0	194.0	220.0	22.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-1339110	445.0	9.0	454.0	601.0	194.0	220.0	22.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-6169130	445.0	7.0	453.0	595.0	209.0	217.0	13.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6139045	445.0	10.0	455.0	618.0	201.0	222.0	15.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-2151075	445.0	13.0	458.0	596.0	180.0	244.0	12.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-8106095	445.0	12.0	457.0	582.0	244.0	174.0	16.0	2.0	4.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
LK-2306480	445.0	13.0	458.0	519.0	164.0	259.0	14.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3245110	445.0	9.0	453.0	614.0	169.0	228.0	41.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2139340	445.0	12.0	457.0	600.0	210.0	213.0	12.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-2139550	445.0	12.0	457.0	600.0	210.0	213.0	12.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
LK-6149025	445.0	9.0	454.0	604.0	200.0	223.0	13.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-9212240	445.0	10.0	455.0	609.0	169.0	244.0	24.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-6145210	445.0	9.0	454.0	604.0	190.0	237.0	12.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-7121015	445.0	7.0	452.0	607.0	183.0	238.0	16.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-5230100	445.0	7.0	453.0	575.0	191.0	247.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9203215	445.0	9.0	453.0	588.0	169.0	248.0	19.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7133055	445.0	10.0	454.0	600.0	185.0	232.0	19.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-4203055	445.0	8.0	453.0	1190.0	278.0	153.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0
LK-2133065	444.0	14.0	458.0	611.0	212.0	209.0	14.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0
LK-1112050	444.0	13.0	457.0	615.0	163.0	247.0	26.0	1.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1206005	444.0	9.0	453.0	584.0	159.0	265.0	13.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3118180	444.0	6.0	450.0	538.0	173.0	244.0	22.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-3121095	444.0	6.0	450.0	538.0	173.0	244.0	22.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-9115245	444.0	9.0	453.0	555.0	200.0	222.0	13.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3148075	444.0	8.0	452.0	564.0	169.0	250.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6181255	444.0	8.0	452.0	582.0	188.0	233.0	17.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-6227015	444.0	9.0	454.0	656.0	179.0	241.0	17.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-9218040	444.0	8.0	452.0	583.0	199.0	222.0	16.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
LK-8218115	444.0	12.0	456.0	594.0	171.0	244.0	20.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3136070	444.0	7.0	451.0	600.0	168.0	249.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3154115	444.0	10.0	454.0	606.0	161.0	252.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6160330	444.0	9.0	454.0	619.0	202.0	216.0	17.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0
LK-6160335	444.0	9.0	453.0	618.0	202.0	215.0	17.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0
