entity_id	valid	rejected	polled	electors	SLMC	ITAK	UNP	UPFA	RJP	IP1D	UMPA	EPDP	SMBP	NLF	IP6D	IP5D	JHU	IP2D	IP4D	IP3D	USP	S	DPLF	IP9D	IP7D	IP8D	SLPF	JSP	SLNF	ULF	;P7D	SLMK	UPF	CDUA	TLP	IP1-ED	IP2-ED	IP3-ED	IP4-ED	NPP	DUNF	;P4D	SEP
LK-8118085	456.0	47.0	503.0	680.0			271.0	178.0	0.0	0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-8127045	456.0	39.0	495.0	633.0			213.0	235.0	0.0	0.0			0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-9212240	456.0	23.0	480.0	645.0			180.0	245.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	29.0	0.0		0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0							0.0	
LK-8130090	456.0	39.0	496.0	638.0			209.0	236.0	0.0	0.0			0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-2112160	456.0	43.0	498.0	696.0			262.0	161.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2218250	456.0	39.0	494.0	688.0			237.0	182.0	0.0	0.0			0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0			0.0			0.0					1.0			
LK-2303380	456.0	28.0	484.0	619.0			242.0	152.0	0.0				0.0	0.0			6.0				1.0	0.0					0.0	0.0	0.0				40.0	15.0	0.0	0.0	0.0	0.0	0.0				
LK-7203135	456.0	35.0	491.0	655.0			163.0	283.0	0.0	0.0			0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0			0.0	0.0	0.0		0.0	0.0														
LK-3327075	456.0	25.0	481.0	658.0			161.0	292.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-9206035	456.0	25.0	480.0	656.0			225.0	201.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	27.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0							0.0	
LK-2127265	456.0	31.0	487.0	645.0			214.0	206.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-6121005	456.0	34.0	490.0	681.0			193.0	249.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6130205	456.0	28.0	484.0	696.0			210.0	222.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3103165	456.0	26.0	482.0	617.0			170.0	266.0	0.0	0.0			0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0													
LK-3103230	456.0	26.0	482.0	617.0			170.0	266.0	0.0	0.0			0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0													
LK-9106080	456.0	24.0	480.0	613.0			187.0	235.0	0.0	0.0			0.0	7.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-6230100	456.0	30.0	486.0	704.0			214.0	223.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-1209180	456.0	20.0	476.0	617.0			179.0	234.0	0.0	0.0			0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-1230545	456.0	20.0	477.0	619.0			151.0	263.0	0.0	0.0			0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-8142120	455.0	42.0	497.0	662.0			257.0	187.0	0.0	0.0			0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-8127230	455.0	39.0	493.0	631.0			212.0	234.0	0.0	0.0			0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0		1.0													
LK-9230195	455.0	40.0	496.0	644.0			213.0	230.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0							0.0	
LK-5318005	455.0	27.0	482.0	692.0	51.0	68.0	113.0	215.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0																							
LK-6148055	455.0	23.0	478.0	652.0			214.0	222.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6166120	455.0	20.0	475.0	641.0			192.0	230.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3151060	455.0	27.0	482.0	635.0			170.0	268.0	0.0	0.0			0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-6139020	455.0	34.0	489.0	679.0			193.0	249.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3209185	455.0	32.0	487.0	666.0			155.0	285.0		0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6133095	455.0	28.0	483.0	695.0			209.0	221.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-2148050	455.0	37.0	491.0	675.0			249.0	182.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-3242050	455.0	16.0	471.0	625.0			155.0	263.0		0.0			0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3321070	455.0	35.0	490.0	676.0			178.0	273.0		0.0			0.0	1.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-6227015	455.0	45.0	501.0	730.0			178.0	266.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6248065	455.0	28.0	483.0	731.0			200.0	228.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6103005	455.0	22.0	477.0	648.0			185.0	263.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6106280	455.0	22.0	477.0	648.0			185.0	263.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-9115085	455.0	32.0	487.0	620.0			201.0	233.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-1336165	455.0	34.0	488.0	634.0			190.0	244.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-6124195	455.0	22.0	477.0	657.0			192.0	252.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-1212230	455.0	22.0	478.0	634.0			168.0	243.0	0.0	0.0			0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-7210085	455.0	31.0	486.0	643.0			194.0	252.0	0.0	0.0			0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0			0.0	0.0	0.0		0.0	0.0														
LK-2106160	455.0	35.0	490.0	660.0			230.0	187.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2130175	454.0	20.0	474.0	650.0			254.0	126.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-4415200	454.0	30.0	484.0	849.0		440.0	4.0	6.0	0.0	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0	1.0	0.0	0.0																	
LK-2103135	454.0	33.0	487.0	662.0			221.0	211.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-7121015	454.0	24.0	478.0	676.0			188.0	257.0	0.0	0.0			0.0	0.0		0.0	5.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0														
LK-7127100	454.0	24.0	477.0	675.0			188.0	257.0	0.0	0.0			0.0	0.0		0.0	5.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0														
LK-6148115	454.0	23.0	477.0	651.0			213.0	221.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2112035	454.0	42.0	496.0	693.0			261.0	160.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-5218060	454.0	28.0	483.0	599.0	168.0	85.0	16.0	181.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0		0.0													
LK-2309135	454.0	37.0	491.0	646.0			211.0	191.0	0.0				0.0	0.0			4.0				2.0	0.0					0.0	0.0	0.0				29.0	16.0	1.0	0.0	0.0	0.0	0.0				
LK-3248075	454.0	22.0	476.0	659.0			151.0	279.0		0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3330070	454.0	25.0	479.0	655.0			160.0	291.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0													
LK-1312075	454.0	33.0	487.0	621.0			203.0	226.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-3136080	454.0	26.0	479.0	645.0			171.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2230235	454.0	44.0	497.0	675.0			223.0	201.0	0.0	0.0			0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	3.0	0.0					0.0	1.0	0.0			0.0			0.0					1.0			
LK-9206010	454.0	25.0	479.0	654.0			224.0	200.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	27.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0							0.0	
LK-6121020	454.0	34.0	489.0	679.0			192.0	248.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3209065	454.0	32.0	486.0	664.0			154.0	284.0		0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6175005	454.0	18.0	473.0	631.0			200.0	231.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3242310	454.0	16.0	469.0	623.0			155.0	262.0		0.0			0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3218085	454.0	26.0	480.0	630.0			163.0	274.0		0.0			0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-9142100	454.0	26.0	480.0	616.0			215.0	223.0	0.0	0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	0.0	0.0	1.0													
LK-3127215	454.0	34.0	488.0	607.0			179.0	262.0	0.0	0.0			0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	2.0													
LK-1209165	454.0	20.0	474.0	614.0			178.0	233.0	0.0	0.0			0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-4133120	453.0	26.0	478.0	1194.0	0.0	394.0			0.0	14.0		43.0		1.0			0.0	0.0			1.0	0.0																					
LK-3106155	453.0	20.0	472.0	640.0			187.0	238.0	0.0	0.0			0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0													
LK-6148070	453.0	23.0	476.0	649.0			213.0	221.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-5236115	453.0	28.0	481.0	597.0	167.0	85.0	16.0	181.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0		0.0													
LK-6239010	453.0	28.0	481.0	710.0			191.0	236.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	2.0	0.0	0.0	0.0	0.0											
LK-2151050	453.0	40.0	492.0	685.0			231.0	203.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2127210	453.0	31.0	483.0	640.0			212.0	205.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-6142005	453.0	18.0	471.0	629.0			200.0	230.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-9115165	453.0	31.0	485.0	618.0			201.0	232.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-1333025	453.0	33.0	486.0	631.0			189.0	243.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-2203010	453.0	43.0	496.0	669.0			184.0	253.0	0.0	0.0			0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2203060	453.0	43.0	496.0	669.0			184.0	253.0	0.0	0.0			0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-1321020	453.0	23.0	476.0	621.0			163.0	236.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1227060	453.0	22.0	475.0	628.0			139.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1227160	453.0	22.0	475.0	628.0			139.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1227285	453.0	22.0	475.0	628.0			139.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1227590	453.0	22.0	475.0	628.0			139.0	261.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1215560	453.0	18.0	471.0	612.0			163.0	233.0	0.0	0.0			0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-1215600	453.0	18.0	471.0	612.0			163.0	233.0	0.0	0.0			0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0						0.0		
LK-2106140	453.0	34.0	488.0	657.0			229.0	186.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-2133165	453.0	34.0	487.0	656.0			229.0	186.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-4112030	452.0	35.0	487.0	1363.0	0.0	391.0			0.0	9.0		51.0		1.0			0.0	0.0			1.0	0.0																					
LK-2103265	452.0	33.0	485.0	660.0			220.0	210.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-6163045	452.0	30.0	482.0	667.0			195.0	242.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-2306645	452.0	38.0	490.0	638.0			261.0	175.0	0.0				0.0	0.0			6.0				1.0	0.0					0.0	1.0	0.0				6.0	1.0	0.0	0.0	0.0	0.0	0.0				
LK-3139115	452.0	21.0	472.0	649.0			218.0	192.0	0.0	0.0			0.0	1.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	1.0													
LK-3245100	452.0	22.0	474.0	657.0			151.0	278.0		0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-1312260	452.0	33.0	485.0	618.0			202.0	225.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-3227095	452.0	26.0	478.0	657.0			149.0	282.0		0.0			0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3151175	452.0	27.0	479.0	630.0			169.0	266.0	0.0	0.0			0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3154290	452.0	27.0	479.0	631.0			169.0	267.0	0.0	0.0			0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3212080	452.0	32.0	484.0	662.0			154.0	283.0		0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-9218040	452.0	25.0	477.0	615.0			207.0	227.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0								
LK-6178300	452.0	23.0	475.0	632.0			188.0	237.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-6218040	452.0	30.0	482.0	697.0			212.0	220.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-1321165	452.0	23.0	475.0	620.0			163.0	236.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-2106310	452.0	34.0	486.0	655.0			229.0	186.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-9203405	451.0	25.0	476.0	636.0			183.0	241.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0							0.0	
LK-9227085	451.0	39.0	491.0	644.0			216.0	222.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	11.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0			0.0							0.0	
LK-2303130	451.0	27.0	478.0	611.0			239.0	150.0	0.0				0.0	0.0			6.0				1.0	0.0					0.0	0.0	0.0				39.0	15.0	0.0	0.0	0.0	0.0	0.0				
LK-6160315	451.0	24.0	475.0	654.0			201.0	217.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-9206220	451.0	24.0	476.0	650.0			223.0	199.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0	27.0	0.0		0.0	1.0			0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0							0.0	
LK-3209085	451.0	32.0	483.0	659.0			153.0	282.0		0.0			0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-3239165	451.0	27.0	478.0	651.0			156.0	272.0		0.0			0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6245255	451.0	28.0	479.0	724.0			198.0	226.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-3215015	451.0	26.0	477.0	626.0			162.0	272.0		0.0			0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0			0.0		0.0	1.0	0.0						0.0								
LK-6103055	451.0	22.0	473.0	642.0			184.0	261.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-3127335	451.0	34.0	485.0	603.0			178.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	2.0													
LK-9115025	451.0	31.0	483.0	616.0			200.0	231.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-9115190	451.0	31.0	483.0	616.0			200.0	231.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-9118040	451.0	31.0	483.0	616.0			200.0	231.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-9118265	451.0	31.0	483.0	616.0			200.0	231.0	0.0	0.0			0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-6112065	451.0	22.0	473.0	652.0			190.0	250.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-1230185	451.0	20.0	471.0	612.0			149.0	260.0	0.0	0.0			0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-3333245	451.0	26.0	477.0	620.0			142.0	307.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-1212235	451.0	22.0	473.0	628.0			166.0	240.0	0.0	0.0			0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-1318040	451.0	22.0	473.0	598.0			157.0	241.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1227280	451.0	22.0	473.0	625.0			138.0	259.0	0.0	0.0			0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0						0.0		
LK-9151020	451.0	27.0	477.0	625.0			157.0	269.0	0.0	0.0			0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	1.0	0.0	1.0													
LK-2106230	451.0	34.0	485.0	653.0			228.0	185.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0											
LK-4415230	450.0	30.0	479.0	841.0		435.0	4.0	6.0	0.0	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0	1.0	0.0	0.0																	
LK-8203100	450.0	32.0	483.0	652.0			177.0	269.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	1.0													
